date,areaName,cases,casesRollingRate,casesAgeDemographics,casesReported,deaths,deathsRollingRate,deathsAgeDemographics,deathsReported,admissions,admissionsRollingRate,patients,patientsMv,cumAdmissionsByAge
2021-12-07,Wales,,,,2107,,,,2,,,,,
2021-12-06,Wales,1,,,4405,0,,,6,15,5.4,417,37,
2021-12-05,Wales,973,,,2567,0,,,5,26,5.6,409,41,
2021-12-04,Wales,1727,,,0,1,,,0,25,5.5,421,44,
2021-12-03,Wales,2165,,,2356,2,,,8,30,5.6,456,43,
2021-12-02,Wales,2405,505.8,,2791,4,0.9,,8,17,5.4,452,45,
2021-12-01,Wales,2433,497.7,,2067,3,1.0,,7,30,6.0,453,44,
2021-11-30,Wales,2758,494.3,,1972,3,1.2,,4,29,6.2,473,48,
2021-11-29,Wales,2854,485.8,,3969,3,1.2,,10,21,6.0,481,47,
2021-11-28,Wales,2008,484.4,,1963,6,1.3,,9,21,6.0,447,44,
2021-11-27,Wales,1589,478.8,,0,4,1.3,,0,28,6.5,450,46,
2021-11-26,Wales,1985,486.0,,2927,7,1.5,,5,26,6.8,451,47,
2021-11-25,Wales,2149,485.7,,2377,7,1.5,,9,35,7.2,474,52,
2021-11-24,Wales,2323,489.5,,2154,8,1.5,,7,35,7.1,476,54,
2021-11-23,Wales,2489,496.7,,1931,4,1.5,,4,25,6.7,488,54,
2021-11-22,Wales,2810,503.6,,4489,6,1.5,,8,21,7.4,524,58,
2021-11-21,Wales,1832,506.8,,2408,4,1.7,,7,35,7.7,520,54,
2021-11-20,Wales,1816,512.9,,0,10,1.7,,0,38,7.6,526,60,
2021-11-19,Wales,1976,513.9,,2456,9,1.7,,8,38,7.5,536,57,
2021-11-18,Wales,2268,522.4,,2576,5,1.7,,20,32,7.6,547,59,
2021-11-17,Wales,2551,532.1,,2417,10,1.9,,17,22,7.8,569,60,
2021-11-16,Wales,2708,538.8,,1921,5,1.9,,2,50,8.5,594,59,
2021-11-15,Wales,2914,531.9,,4520,10,2.0,,13,30,8.1,625,62,
2021-11-14,Wales,2023,522.7,,2659,5,2.0,,6,32,7.9,616,62,
2021-11-13,Wales,1848,515.7,,0,11,2.2,,0,34,8.3,594,64,
2021-11-12,Wales,2245,508.7,,2784,9,2.1,,4,42,8.8,623,69,
2021-11-11,Wales,2575,501.9,,2134,9,2.1,,12,36,8.7,621,67,
2021-11-10,Wales,2764,492.4,,2171,10,2.1,,18,45,8.9,641,73,
2021-11-09,Wales,2490,481.0,,1784,10,2.1,,5,38,9.1,649,73,
2021-11-08,Wales,2623,480.1,,4303,9,2.0,,14,24,9.2,654,72,
2021-11-07,Wales,1799,488.0,,2583,12,2.0,,9,45,9.6,647,75,
2021-11-06,Wales,1627,500.8,,0,7,2.0,,0,49,9.5,640,73,
2021-11-05,Wales,2029,522.6,,1986,11,2.1,,13,39,9.5,666,75,
2021-11-04,Wales,2276,541.2,,2799,8,2.2,,17,42,9.8,686,73,
2021-11-03,Wales,2401,551.8,,2492,8,2.3,,7,50,9.7,707,72,
2021-11-02,Wales,2463,557.9,,2210,9,2.3,,10,42,9.7,697,73,
2021-11-01,Wales,2874,563.4,,4983,9,2.3,,17,37,10.0,691,75,
2021-10-31,Wales,2203,566.2,,3016,11,2.2,,9,43,9.9,686,73,
2021-10-30,Wales,2319,568.8,,0,12,2.1,,0,48,9.7,681,68,
2021-10-29,Wales,2617,564.8,,2561,12,1.9,,7,49,9.7,686,68,
2021-10-28,Wales,2612,565.6,,2664,12,1.6,,12,39,9.7,687,68,
2021-10-27,Wales,2594,575.3,,2582,7,1.7,,5,48,9.9,689,63,
2021-10-26,Wales,2639,602.0,,5288,10,2.0,,31,52,10.0,658,64,
2021-10-25,Wales,2961,634.1,,0,5,2.1,,0,35,9.7,632,56,
2021-10-24,Wales,2286,668.6,,3152,9,2.1,,12,38,9.5,606,60,
2021-10-23,Wales,2193,687.0,,0,4,2.1,,0,46,9.4,590,57,
2021-10-22,Wales,2642,714.9,,3296,5,2.4,,11,49,9.1,585,59,
2021-10-21,Wales,2921,734.0,,4240,15,2.6,,13,47,9.1,597,59,
2021-10-20,Wales,3439,743.2,,3450,16,2.6,,13,51,8.8,596,53,
2021-10-19,Wales,3656,737.9,,3200,11,2.3,,2,41,8.8,569,52,
2021-10-18,Wales,4054,729.3,,6398,8,2.2,,20,29,8.7,590,55,
2021-10-17,Wales,2870,693.1,,2965,8,2.1,,10,35,8.9,575,55,
2021-10-16,Wales,3077,661.6,,0,12,2.2,,0,38,8.9,552,53,
2021-10-15,Wales,3249,626.8,,3130,12,1.9,,15,47,8.6,540,51,
2021-10-14,Wales,3210,594.4,,2635,14,1.7,,12,37,8.2,541,51,
2021-10-13,Wales,3273,569.4,,2266,7,1.5,,4,51,8.2,515,47,
2021-10-12,Wales,3382,553.9,,2047,9,1.7,,1,38,7.4,516,51,
2021-10-11,Wales,2907,537.8,,4469,5,1.6,,8,37,7.4,496,45,
2021-10-10,Wales,1873,539.5,,0,10,1.6,,0,33,6.8,476,42,
2021-10-09,Wales,1972,539.8,,0,3,1.5,,0,28,6.7,460,42,
2021-10-08,Wales,2223,530.3,,5705,6,1.6,,23,37,6.9,461,41,
2021-10-07,Wales,2418,522.1,,3400,9,1.7,,8,36,7.0,461,48,
2021-10-06,Wales,2782,521.4,,2007,12,1.8,,8,27,6.9,461,49,
2021-10-05,Wales,2870,508.6,,1758,7,1.8,,2,36,7.7,470,47,
2021-10-04,Wales,2962,500.0,,3986,4,1.9,,17,20,7.9,491,42,
2021-10-03,Wales,1883,486.4,,2331,5,2.1,,10,28,7.8,470,41,
2021-10-02,Wales,1671,496.6,,0,8,2.1,,0,35,7.8,451,43,
2021-10-01,Wales,1961,513.8,,3009,10,2.0,,5,39,7.8,438,43,
2021-09-30,Wales,2397,537.1,,2580,11,1.9,,13,34,7.6,463,44,
2021-09-29,Wales,2377,565.9,,3369,12,1.8,,9,52,7.9,480,44,
2021-09-28,Wales,2598,596.6,,2270,10,1.5,,6,41,7.5,477,48,
2021-09-27,Wales,2531,618.3,,5659,9,1.3,,12,17,7.4,494,45,
2021-09-26,Wales,2205,644.9,,3303,5,1.3,,13,28,7.7,454,48,
2021-09-25,Wales,2215,656.0,,0,7,1.2,,0,37,7.8,450,48,
2021-09-24,Wales,2701,656.7,,2727,5,1.2,,2,33,8.3,469,46,
2021-09-23,Wales,3310,657.9,,2476,8,1.5,,6,43,8.4,480,48,
2021-09-22,Wales,3349,640.2,,2485,5,1.7,,10,38,8.0,496,48,
2021-09-21,Wales,3286,620.7,,2576,3,2.0,,7,40,8.2,520,50,
2021-09-20,Wales,3374,603.0,,5258,8,2.1,,17,24,8.5,532,47,
2021-09-19,Wales,2556,590.7,,2717,3,2.1,,15,32,8.9,518,54,
2021-09-18,Wales,2238,569.6,,0,5,2.2,,0,52,9.1,506,49,
2021-09-17,Wales,2739,560.4,,2618,15,2.2,,8,38,8.6,512,49,
2021-09-16,Wales,2751,537.0,,2891,14,2.1,,4,30,8.8,514,44,
2021-09-15,Wales,2729,523.3,,2298,15,2.0,,10,43,9.1,529,47,
2021-09-14,Wales,2725,512.4,,1924,6,1.7,,5,51,9.1,505,47,
2021-09-13,Wales,2986,498.8,,4308,7,1.8,,21,36,8.9,500,48,
2021-09-12,Wales,1887,496.1,,2317,7,1.6,,8,37,9.0,477,48,
2021-09-11,Wales,1944,503.1,,0,7,1.7,,0,37,9.0,457,44,
2021-09-10,Wales,1998,509.9,,2467,10,1.7,,5,45,9.1,450,41,
2021-09-09,Wales,2319,520.9,,2297,11,1.5,,9,41,8.8,446,43,
2021-09-08,Wales,2382,532.3,,2669,6,1.5,,10,41,8.8,428,49,
2021-09-07,Wales,2293,547.7,,2504,8,1.3,,3,44,8.7,404,50,
2021-09-06,Wales,2902,570.7,,5161,3,1.2,,8,40,8.1,369,46,
2021-09-05,Wales,2108,535.6,,2389,10,1.2,,3,38,8.0,349,45,
2021-09-04,Wales,2160,514.5,,0,6,1.1,,0,40,7.5,339,46,
2021-09-03,Wales,2347,494.1,,2391,5,1.0,,6,36,7.4,331,47,
2021-09-02,Wales,2681,481.9,,2275,9,1.0,,5,39,7.5,322,48,
2021-09-01,Wales,2870,466.3,,3328,1,0.8,,5,40,7.0,313,44,
2021-08-31,Wales,3022,447.4,,3872,4,0.9,,1,23,6.9,302,44,
2021-08-30,Wales,1788,420.1,,0,3,0.8,,0,39,7.1,287,40,
2021-08-29,Wales,1438,428.3,,2357,6,0.8,,3,22,6.5,264,38,
2021-08-28,Wales,1516,426.5,,0,3,0.6,,0,37,6.2,255,40,
2021-08-27,Wales,1959,422.5,,1791,6,0.5,,5,37,5.9,242,40,
2021-08-26,Wales,2187,411.8,,2389,1,0.5,,1,25,5.5,240,37,
2021-08-25,Wales,2271,401.4,,1705,5,0.5,,4,37,5.4,217,33,
2021-08-24,Wales,2156,385.9,,1393,1,0.4,,0,28,4.8,216,31,
2021-08-23,Wales,2049,372.7,,3247,3,0.4,,2,19,4.6,205,28,
2021-08-22,Wales,1379,358.1,,1626,1,0.3,,5,12,4.3,196,33,
2021-08-21,Wales,1390,349.2,,0,0,0.4,,0,28,4.4,184,31,
2021-08-20,Wales,1619,337.0,,1728,4,0.6,,4,26,3.9,192,31,
2021-08-19,Wales,1858,321.3,,1480,2,0.5,,2,21,3.7,182,29,
2021-08-18,Wales,1782,302.4,,1373,2,0.6,,4,17,3.4,162,26,
2021-08-17,Wales,1736,283.5,,761,1,0.5,,0,22,3.3,152,27,
2021-08-16,Wales,1585,258.6,,2394,0,0.6,,3,9,3.0,144,29,
2021-08-15,Wales,1098,238.8,,1099,5,0.7,,4,17,3.1,140,26,
2021-08-14,Wales,1003,222.6,,0,4,0.5,,0,13,3.1,133,28,
2021-08-13,Wales,1122,209.3,,1090,1,0.4,,2,18,3.2,133,26,
2021-08-12,Wales,1259,196.2,,1846,5,0.4,,2,13,3.2,131,25,
2021-08-11,Wales,1184,181.3,,0,0,0.3,,0,14,3.0,139,21,
2021-08-10,Wales,946,169.1,,543,4,0.3,,1,12,2.9,143,20,
2021-08-09,Wales,957,162.5,,1364,2,0.3,,3,12,2.8,144,21,
2021-08-08,Wales,585,156.2,,864,0,0.3,,3,15,2.9,138,22,
2021-08-07,Wales,580,154.3,,0,1,0.4,,0,18,3.1,130,20,
2021-08-06,Wales,707,151.1,,803,2,0.5,,0,17,2.9,133,23,
2021-08-05,Wales,788,147.3,,681,1,0.4,,3,7,2.7,130,19,
2021-08-04,Wales,796,144.2,,608,0,0.4,,4,12,2.9,133,22,
2021-08-03,Wales,736,140.8,,581,4,0.5,,0,9,3.3,148,20,
2021-08-02,Wales,760,141.8,,1106,3,0.5,,1,13,3.4,159,21,
2021-08-01,Wales,525,141.7,,719,3,0.5,,5,21,3.3,147,22,
2021-07-31,Wales,478,141.8,,0,2,0.4,,0,14,3.1,144,19,
2021-07-30,Wales,587,145.1,,824,0,0.5,,4,10,3.4,140,19,
2021-07-29,Wales,689,148.1,,724,1,0.5,,3,12,3.8,138,19,
2021-07-28,Wales,688,152.4,,588,4,0.5,,6,26,4.1,144,19,
2021-07-27,Wales,768,156.0,,704,3,0.4,,0,12,4.3,142,26,
2021-07-26,Wales,755,157.6,,1130,2,0.4,,2,10,4.8,145,27,
2021-07-25,Wales,529,162.5,,1238,2,0.4,,0,14,4.9,128,26,
2021-07-24,Wales,582,165.4,,0,3,0.4,,0,23,4.7,133,25,
2021-07-23,Wales,684,167.2,,755,2,0.3,,1,25,4.5,129,25,
2021-07-22,Wales,823,175.8,,712,1,0.3,,4,21,4.4,120,24,
2021-07-21,Wales,802,185.1,,941,1,0.3,,1,31,3.9,107,26,
2021-07-20,Wales,821,197.8,,555,2,0.4,,0,27,3.3,103,25,
2021-07-19,Wales,910,206.6,,2053,2,0.4,,3,14,2.7,100,20,
