date,cc_open,cc_occupied
2016-12-01,222,172
2016-12-02,250,187
2016-12-03,250,188
2016-12-04,255,195
2016-12-05,283,251
2016-12-06,291,247
2016-12-07,293,250
2016-12-08,289,262
2016-12-09,263,174
2016-12-10,263,157
2016-12-11,290,245
2016-12-12,293,259
2016-12-13,234,196
2016-12-14,286,250
2016-12-15,290,261
2016-12-16,268,159
2016-12-17,268,166
2016-12-18,286,225
2016-12-19,286,220
2016-12-20,283,233
2016-12-21,286,243
2016-12-22,285,247
2016-12-23,278,214
2016-12-24,278,211
2016-12-25,296,208
2016-12-26,271,211
2016-12-27,292,222
2016-12-28,294,243
2016-12-29,293,249
2016-12-30,271,227
2016-12-31,268,217
2017-01-01,292,236
2017-01-02,295,244
2017-01-03,293,255
2017-01-04,290,267
2017-01-05,291,255
2017-01-06,288,259
2017-01-07,289,257
2017-01-08,289,245
2017-01-09,299,250
2017-01-10,301,257
2017-01-11,303,251
2017-01-12,302,251
2017-01-13,307,245
2017-01-14,300,241
2017-01-15,298,234
2017-01-16,286,229
2017-01-17,293,253
2017-01-18,300,255
2017-01-19,301,246
2017-01-20,301,242
2017-01-21,301,246
2017-01-22,291,235
2017-01-23,288,232
2017-01-24,288,242
2017-01-25,290,245
2017-01-26,296,263
2017-01-27,299,256
2017-01-28,297,242
2017-01-29,302,242
2017-01-30,303,226
2017-01-31,302,261
2017-02-01,304,265
2017-02-02,302,204
2017-02-03,299,251
2017-02-04,297,250
2017-02-05,299,253
2017-02-06,299,261
2017-02-07,298,252
2017-02-08,299,264
2017-02-09,300,245
2017-02-10,298,237
2017-02-11,296,230
2017-02-12,298,232
2017-02-13,300,250
2017-02-14,300,244
2017-02-15,300,237
2017-02-16,296,238
2017-02-17,296,237
2017-02-18,296,234
2017-02-19,296,234
2017-02-20,302,250
2017-02-21,302,248
2017-02-22,304,255
2017-02-23,301,259
2017-02-24,296,244
2017-02-25,297,237
2017-02-26,307,239
2017-02-27,302,237
2017-02-28,302,243
2017-03-01,299,246
2017-03-02,298,248
2017-03-03,270,166
2017-03-04,270,157
2017-03-05,301,235
2017-03-06,301,252
2017-03-07,298,245
2017-03-08,304,257
2017-03-09,303,239
2017-03-10,275,219
2017-03-11,275,213
2017-03-12,295,233
