date,areaName,deathsRegistered
2020-01-03,Sheffield,0
2020-01-10,Sheffield,0
2020-01-17,Sheffield,0
2020-01-24,Sheffield,0
2020-01-31,Sheffield,0
2020-02-07,Sheffield,0
2020-02-14,Sheffield,0
2020-02-21,Sheffield,0
2020-02-28,Sheffield,0
2020-03-06,Sheffield,0
2020-03-13,Sheffield,0
2020-03-20,Sheffield,0
2020-03-27,Sheffield,2
2020-04-03,Sheffield,22
2020-04-10,Sheffield,33
2020-04-17,Sheffield,88
2020-04-24,Sheffield,114
2020-05-01,Sheffield,85
2020-05-08,Sheffield,64
2020-05-15,Sheffield,42
2020-05-22,Sheffield,48
2020-05-29,Sheffield,26
2020-06-05,Sheffield,19
2020-06-12,Sheffield,4
2020-06-19,Sheffield,5
2020-06-26,Sheffield,6
2020-07-03,Sheffield,1
2020-07-10,Sheffield,4
2020-07-17,Sheffield,3
2020-07-24,Sheffield,2
2020-07-31,Sheffield,0
2020-08-07,Sheffield,0
2020-08-14,Sheffield,2
2020-08-21,Sheffield,1
2020-08-28,Sheffield,2
2020-09-04,Sheffield,2
2020-09-11,Sheffield,1
2020-09-18,Sheffield,4
2020-09-25,Sheffield,6
2020-10-02,Sheffield,2
2020-10-09,Sheffield,3
2020-10-16,Sheffield,6
2020-10-23,Sheffield,15
2020-10-30,Sheffield,22
2020-11-06,Sheffield,41
2020-11-13,Sheffield,50
2020-11-20,Sheffield,35
2020-11-27,Sheffield,36
2020-12-04,Sheffield,29
2020-12-11,Sheffield,25
2020-12-18,Sheffield,24
2020-12-25,Sheffield,25
2021-01-01,Sheffield,22
2021-01-08,Sheffield,44
2021-01-15,Sheffield,49
2021-01-22,Sheffield,48
2021-01-29,Sheffield,52
2021-02-05,Sheffield,43
2021-02-12,Sheffield,43
2021-02-19,Sheffield,28
