date,areaName,deathsRegistered
2020-01-03,East Hertfordshire,0
2020-01-10,East Hertfordshire,0
2020-01-17,East Hertfordshire,0
2020-01-24,East Hertfordshire,0
2020-01-31,East Hertfordshire,0
2020-02-07,East Hertfordshire,0
2020-02-14,East Hertfordshire,0
2020-02-21,East Hertfordshire,0
2020-02-28,East Hertfordshire,0
2020-03-06,East Hertfordshire,0
2020-03-13,East Hertfordshire,0
2020-03-20,East Hertfordshire,0
2020-03-27,East Hertfordshire,0
2020-04-03,East Hertfordshire,6
2020-04-10,East Hertfordshire,19
2020-04-17,East Hertfordshire,16
2020-04-24,East Hertfordshire,29
2020-05-01,East Hertfordshire,12
2020-05-08,East Hertfordshire,3
2020-05-15,East Hertfordshire,9
2020-05-22,East Hertfordshire,1
2020-05-29,East Hertfordshire,1
2020-06-05,East Hertfordshire,1
2020-06-12,East Hertfordshire,1
2020-06-19,East Hertfordshire,1
2020-06-26,East Hertfordshire,0
2020-07-03,East Hertfordshire,0
2020-07-10,East Hertfordshire,1
2020-07-17,East Hertfordshire,1
2020-07-24,East Hertfordshire,0
2020-07-31,East Hertfordshire,0
2020-08-07,East Hertfordshire,0
2020-08-14,East Hertfordshire,0
2020-08-21,East Hertfordshire,0
2020-08-28,East Hertfordshire,0
2020-09-04,East Hertfordshire,0
2020-09-11,East Hertfordshire,0
2020-09-18,East Hertfordshire,0
2020-09-25,East Hertfordshire,1
2020-10-02,East Hertfordshire,0
2020-10-09,East Hertfordshire,0
2020-10-16,East Hertfordshire,1
2020-10-23,East Hertfordshire,0
2020-10-30,East Hertfordshire,0
2020-11-06,East Hertfordshire,0
2020-11-13,East Hertfordshire,1
2020-11-20,East Hertfordshire,1
2020-11-27,East Hertfordshire,4
2020-12-04,East Hertfordshire,4
2020-12-11,East Hertfordshire,6
2020-12-18,East Hertfordshire,2
2020-12-25,East Hertfordshire,3
2021-01-01,East Hertfordshire,9
2021-01-08,East Hertfordshire,14
2021-01-15,East Hertfordshire,14
2021-01-22,East Hertfordshire,23
2021-01-29,East Hertfordshire,23
2021-02-05,East Hertfordshire,22
2021-02-12,East Hertfordshire,8
2021-02-19,East Hertfordshire,5
2021-02-26,East Hertfordshire,4
2021-03-05,East Hertfordshire,1
