date,areaName,deathsRegistered
2020-01-03,Dorset,0
2020-01-10,Dorset,0
2020-01-17,Dorset,0
2020-01-24,Dorset,0
2020-01-31,Dorset,0
2020-02-07,Dorset,0
2020-02-14,Dorset,0
2020-02-21,Dorset,0
2020-02-28,Dorset,0
2020-03-06,Dorset,0
2020-03-13,Dorset,0
2020-03-20,Dorset,0
2020-03-27,Dorset,1
2020-04-03,Dorset,11
2020-04-10,Dorset,21
2020-04-17,Dorset,26
2020-04-24,Dorset,37
2020-05-01,Dorset,23
2020-05-08,Dorset,20
2020-05-15,Dorset,10
2020-05-22,Dorset,3
2020-05-29,Dorset,2
2020-06-05,Dorset,3
2020-06-12,Dorset,1
2020-06-19,Dorset,3
2020-06-26,Dorset,0
2020-07-03,Dorset,0
2020-07-10,Dorset,0
2020-07-17,Dorset,0
2020-07-24,Dorset,0
2020-07-31,Dorset,1
2020-08-07,Dorset,0
2020-08-14,Dorset,0
2020-08-21,Dorset,0
2020-08-28,Dorset,0
2020-09-04,Dorset,0
2020-09-11,Dorset,0
2020-09-18,Dorset,0
2020-09-25,Dorset,0
2020-10-02,Dorset,0
2020-10-09,Dorset,0
2020-10-16,Dorset,1
2020-10-23,Dorset,2
2020-10-30,Dorset,4
2020-11-06,Dorset,5
2020-11-13,Dorset,8
2020-11-20,Dorset,8
2020-11-27,Dorset,13
2020-12-04,Dorset,4
2020-12-11,Dorset,11
2020-12-18,Dorset,7
2020-12-25,Dorset,8
2021-01-01,Dorset,6
2021-01-08,Dorset,22
2021-01-15,Dorset,40
2021-01-22,Dorset,47
2021-01-29,Dorset,60
