date,areaName,deathsRegistered
2020-01-03,Stevenage,0
2020-01-10,Stevenage,0
2020-01-17,Stevenage,0
2020-01-24,Stevenage,0
2020-01-31,Stevenage,0
2020-02-07,Stevenage,0
2020-02-14,Stevenage,0
2020-02-21,Stevenage,0
2020-02-28,Stevenage,0
2020-03-06,Stevenage,0
2020-03-13,Stevenage,0
2020-03-20,Stevenage,0
2020-03-27,Stevenage,0
2020-04-03,Stevenage,3
2020-04-10,Stevenage,1
2020-04-17,Stevenage,11
2020-04-24,Stevenage,18
2020-05-01,Stevenage,8
2020-05-08,Stevenage,5
2020-05-15,Stevenage,4
2020-05-22,Stevenage,3
2020-05-29,Stevenage,2
2020-06-05,Stevenage,2
2020-06-12,Stevenage,0
2020-06-19,Stevenage,0
2020-06-26,Stevenage,1
2020-07-03,Stevenage,1
2020-07-10,Stevenage,0
2020-07-17,Stevenage,0
2020-07-24,Stevenage,0
2020-07-31,Stevenage,0
2020-08-07,Stevenage,1
2020-08-14,Stevenage,0
2020-08-21,Stevenage,0
2020-08-28,Stevenage,0
2020-09-04,Stevenage,0
2020-09-11,Stevenage,0
2020-09-18,Stevenage,0
2020-09-25,Stevenage,0
2020-10-02,Stevenage,0
2020-10-09,Stevenage,0
2020-10-16,Stevenage,0
2020-10-23,Stevenage,0
2020-10-30,Stevenage,1
2020-11-06,Stevenage,1
2020-11-13,Stevenage,0
2020-11-20,Stevenage,0
2020-11-27,Stevenage,0
2020-12-04,Stevenage,3
2020-12-11,Stevenage,5
2020-12-18,Stevenage,2
2020-12-25,Stevenage,4
2021-01-01,Stevenage,4
2021-01-08,Stevenage,6
2021-01-15,Stevenage,8
