date,areaName,deathsRegistered
2020-01-03,Birmingham,0
2020-01-10,Birmingham,0
2020-01-17,Birmingham,0
2020-01-24,Birmingham,0
2020-01-31,Birmingham,0
2020-02-07,Birmingham,0
2020-02-14,Birmingham,0
2020-02-21,Birmingham,0
2020-02-28,Birmingham,0
2020-03-06,Birmingham,0
2020-03-13,Birmingham,0
2020-03-20,Birmingham,2
2020-03-27,Birmingham,18
2020-04-03,Birmingham,79
2020-04-10,Birmingham,217
2020-04-17,Birmingham,273
2020-04-24,Birmingham,197
2020-05-01,Birmingham,122
2020-05-08,Birmingham,82
2020-05-15,Birmingham,57
2020-05-22,Birmingham,35
2020-05-29,Birmingham,26
2020-06-05,Birmingham,23
2020-06-12,Birmingham,13
2020-06-19,Birmingham,11
2020-06-26,Birmingham,7
2020-07-03,Birmingham,4
2020-07-10,Birmingham,6
2020-07-17,Birmingham,2
2020-07-24,Birmingham,3
2020-07-31,Birmingham,5
2020-08-07,Birmingham,1
2020-08-14,Birmingham,4
2020-08-21,Birmingham,2
2020-08-28,Birmingham,2
2020-09-04,Birmingham,1
2020-09-11,Birmingham,2
2020-09-18,Birmingham,5
2020-09-25,Birmingham,19
2020-10-02,Birmingham,9
2020-10-09,Birmingham,12
2020-10-16,Birmingham,15
2020-10-23,Birmingham,18
2020-10-30,Birmingham,24
2020-11-06,Birmingham,45
2020-11-13,Birmingham,58
2020-11-20,Birmingham,58
2020-11-27,Birmingham,58
2020-12-04,Birmingham,64
2020-12-11,Birmingham,70
2020-12-18,Birmingham,49
2020-12-25,Birmingham,47
2021-01-01,Birmingham,40
2021-01-08,Birmingham,98
2021-01-15,Birmingham,123
2021-01-22,Birmingham,160
2021-01-29,Birmingham,181
2021-02-05,Birmingham,144
2021-02-12,Birmingham,144
2021-02-19,Birmingham,122
2021-02-26,Birmingham,71
2021-03-05,Birmingham,45
2021-03-12,Birmingham,36
2021-03-19,Birmingham,22
2021-03-26,Birmingham,16
