date,cc_open,cc_occupied
2014-11-03,863,788
2014-11-04,869,818
2014-11-05,836,764
2014-11-06,869,808
2014-11-07,859,780
2014-11-10,870,788
2014-11-11,855,795
2014-11-12,812,764
2014-11-13,848,802
2014-11-14,897,816
2014-11-17,875,814
2014-11-18,877,818
2014-11-19,875,821
2014-11-20,873,812
2014-11-21,928,832
2014-11-24,868,802
2014-11-25,863,784
2014-11-26,869,805
2014-11-27,868,816
2014-11-28,869,782
2014-12-01,867,809
2014-12-02,816,739
2014-12-03,868,803
2014-12-04,869,813
2014-12-05,868,775
2014-12-08,869,781
2014-12-09,869,816
2014-12-10,874,825
2014-12-11,874,821
2014-12-12,813,750
2014-12-15,866,777
2014-12-16,776,690
2014-12-17,872,807
2014-12-18,869,822
2014-12-19,870,794
2014-12-22,771,693
2014-12-23,868,771
2014-12-24,871,760
2014-12-29,871,772
2014-12-30,857,756
2014-12-31,870,774
2015-01-02,818,736
2015-01-05,870,802
2015-01-06,871,822
2015-01-07,873,792
2015-01-08,873,809
2015-01-09,870,809
2015-01-12,870,826
2015-01-13,870,816
2015-01-14,869,813
2015-01-15,869,830
2015-01-16,867,807
2015-01-19,868,810
2015-01-20,862,826
2015-01-21,868,820
2015-01-22,865,805
2015-01-23,869,808
2015-01-26,873,808
2015-01-27,872,829
2015-01-28,873,816
2015-01-29,871,820
2015-01-30,873,806
2015-02-02,872,828
2015-02-03,871,835
2015-02-04,790,743
2015-02-05,873,836
2015-02-06,866,806
2015-02-09,864,808
2015-02-10,866,825
2015-02-11,798,754
2015-02-12,875,834
2015-02-13,875,809
2015-02-16,874,808
2015-02-17,873,815
2015-02-18,875,805
2015-02-19,873,812
2015-02-20,874,808
2015-02-23,877,819
2015-02-24,874,813
2015-02-25,874,822
2015-02-26,876,817
2015-02-27,875,808
2015-03-02,875,819
2015-03-03,872,819
2015-03-04,872,825
2015-03-05,871,812
2015-03-06,865,787
2015-03-09,875,792
2015-03-10,872,805
2015-03-11,870,797
2015-03-12,872,798
2015-03-13,871,786
2015-03-16,780,706
2015-03-17,793,721
2015-03-18,867,792
2015-03-19,872,801
2015-03-20,872,776
2015-03-23,872,809
2015-03-24,873,817
2015-03-25,877,819
2015-03-26,873,819
2015-03-27,778,699
