date,cc_open,cc_occupied
2016-12-01,3577,3016
2016-12-02,3314,2735
2016-12-03,3171,2551
2016-12-04,3403,2758
2016-12-05,3788,3211
2016-12-06,3795,3235
2016-12-07,3747,3266
2016-12-08,3764,3265
2016-12-09,3525,2980
2016-12-10,3482,2876
2016-12-11,3650,3076
2016-12-12,3593,3141
2016-12-13,3586,3140
2016-12-14,3689,3196
2016-12-15,3658,3175
2016-12-16,3538,2996
2016-12-17,3410,2802
2016-12-18,3623,2976
2016-12-19,3650,3020
2016-12-20,3799,3200
2016-12-21,3790,3169
2016-12-22,3786,3167
2016-12-23,3572,2851
2016-12-24,3638,2849
2016-12-25,3661,2805
2016-12-26,3718,2904
2016-12-27,3744,2942
2016-12-28,3775,3121
2016-12-29,3813,3195
2016-12-30,3773,3199
2016-12-31,3751,3147
2017-01-01,3728,3103
2017-01-02,3759,3101
2017-01-03,3816,3296
2017-01-04,3821,3360
2017-01-05,3862,3382
2017-01-06,3852,3390
2017-01-07,3821,3360
2017-01-08,3804,3244
2017-01-09,3856,3337
2017-01-10,3907,3398
2017-01-11,3883,3380
2017-01-12,3794,3272
2017-01-13,3855,3300
2017-01-14,3856,3226
2017-01-15,3851,3174
2017-01-16,3794,3221
2017-01-17,3871,3344
2017-01-18,3897,3351
2017-01-19,3908,3376
2017-01-20,3860,3341
2017-01-21,3834,3216
2017-01-22,3853,3128
2017-01-23,3861,3280
2017-01-24,3864,3313
2017-01-25,3903,3357
2017-01-26,3897,3372
2017-01-27,3812,3242
2017-01-28,3803,3192
2017-01-29,3805,3197
2017-01-30,3787,3242
2017-01-31,3787,3326
2017-02-01,3807,3343
2017-02-02,3805,3303
2017-02-03,3847,3347
2017-02-04,3860,3292
2017-02-05,3849,3221
2017-02-06,3908,3380
2017-02-07,3916,3374
2017-02-08,3920,3418
2017-02-09,3912,3367
2017-02-10,3877,3248
2017-02-11,3864,3176
2017-02-12,3863,3078
2017-02-13,3907,3265
2017-02-14,3878,3273
2017-02-15,3905,3221
2017-02-16,3908,3283
2017-02-17,3831,3141
2017-02-18,3805,3063
2017-02-19,3774,2993
2017-02-20,3864,3196
2017-02-21,3734,3169
2017-02-22,3882,3243
2017-02-23,3876,3281
2017-02-24,3837,3218
2017-02-25,3805,3101
2017-02-26,3859,3102
2017-02-27,3885,3222
2017-02-28,3924,3305
2017-03-01,3918,3383
2017-03-02,3906,3337
2017-03-03,3761,3046
2017-03-04,3757,2959
2017-03-05,3903,3079
2017-03-06,3929,3288
2017-03-07,3919,3336
2017-03-08,3919,3304
2017-03-09,3921,3321
2017-03-10,3808,3204
2017-03-11,3776,3055
2017-03-12,3888,3118
