date,cc_open,cc_occupied
2019-12-02,504,453
2019-12-03,458,377
2019-12-04,455,392
2019-12-05,458,387
2019-12-06,456,375
2019-12-07,459,371
2019-12-08,457,379
2019-12-09,458,389
2019-12-10,456,402
2019-12-11,456,396
2019-12-12,458,389
2019-12-13,464,395
2019-12-14,461,378
2019-12-15,458,381
2019-12-16,456,395
2019-12-17,459,393
2019-12-18,458,408
2019-12-19,456,398
2019-12-20,455,385
2019-12-21,460,391
2019-12-22,456,376
2019-12-23,456,364
2019-12-24,455,362
2019-12-25,455,345
2019-12-26,457,357
2019-12-27,455,363
2019-12-28,457,373
2019-12-29,457,370
2019-12-30,457,384
2019-12-31,459,388
2020-01-01,458,378
2020-01-02,462,406
2020-01-03,463,414
2020-01-04,461,393
2020-01-05,466,394
2020-01-06,462,413
2020-01-07,464,404
2020-01-08,462,409
2020-01-09,462,408
2020-01-10,465,405
2020-01-11,462,397
2020-01-12,461,373
2020-01-13,462,398
2020-01-14,460,404
2020-01-15,459,412
2020-01-16,464,417
2020-01-17,462,400
2020-01-18,461,379
2020-01-19,461,379
2020-01-20,459,387
2020-01-21,463,400
2020-01-22,462,394
2020-01-23,462,408
2020-01-24,463,407
2020-01-25,460,374
2020-01-26,460,381
2020-01-27,463,389
2020-01-28,461,386
2020-01-29,465,410
2020-01-30,466,391
2020-01-31,462,370
2020-02-01,462,382
2020-02-02,441,377
2020-02-03,467,391
2020-02-04,463,402
2020-02-05,461,402
2020-02-06,464,397
2020-02-07,458,371
2020-02-08,459,359
2020-02-09,460,365
2020-02-10,465,385
2020-02-11,467,405
2020-02-12,465,393
2020-02-13,465,396
2020-02-14,464,380
2020-02-15,462,377
2020-02-16,461,359
2020-02-17,464,387
2020-02-18,460,368
2020-02-19,459,365
2020-02-20,462,358
2020-02-21,463,387
2020-02-22,460,377
2020-02-23,462,382
2020-02-24,465,401
2020-02-25,466,408
2020-02-26,465,405
2020-02-27,467,397
2020-02-28,463,387
2020-02-29,460,375
2020-03-01,459,382
