date,cc_open,cc_occupied
2019-12-02,774,698
2019-12-03,771,704
2019-12-04,771,701
2019-12-05,771,695
2019-12-06,762,692
2019-12-07,773,690
2019-12-08,767,671
2019-12-09,772,695
2019-12-10,771,696
2019-12-11,776,718
2019-12-12,776,688
2019-12-13,773,698
2019-12-14,771,699
2019-12-15,766,690
2019-12-16,778,701
2019-12-17,781,714
2019-12-18,774,707
2019-12-19,771,714
2019-12-20,767,675
2019-12-21,769,689
2019-12-22,763,681
2019-12-23,770,673
2019-12-24,769,655
2019-12-25,771,640
2019-12-26,776,651
2019-12-27,773,659
2019-12-28,775,661
2019-12-29,775,643
2019-12-30,773,653
2019-12-31,763,673
2020-01-01,758,639
2020-01-02,765,643
2020-01-03,782,663
2020-01-04,773,667
2020-01-05,777,688
2020-01-06,779,694
2020-01-07,782,703
2020-01-08,779,706
2020-01-09,781,701
2020-01-10,782,681
2020-01-11,784,707
2020-01-12,777,695
2020-01-13,772,686
2020-01-14,784,701
2020-01-15,783,707
2020-01-16,779,707
2020-01-17,778,707
2020-01-18,771,695
2020-01-19,773,683
2020-01-20,779,677
2020-01-21,775,678
2020-01-22,775,693
2020-01-23,778,694
2020-01-24,778,700
2020-01-25,776,709
2020-01-26,777,671
2020-01-27,774,686
2020-01-28,775,686
2020-01-29,770,702
2020-01-30,774,675
2020-01-31,777,675
2020-02-01,778,672
2020-02-02,773,676
2020-02-03,772,667
2020-02-04,779,661
2020-02-05,775,684
2020-02-06,770,628
2020-02-07,772,671
2020-02-08,772,659
2020-02-09,775,653
2020-02-10,777,679
2020-02-11,769,695
2020-02-12,782,709
2020-02-13,783,701
2020-02-14,781,716
2020-02-15,789,709
2020-02-16,780,674
2020-02-17,779,686
2020-02-18,779,676
2020-02-19,775,688
2020-02-20,780,680
2020-02-21,778,682
2020-02-22,771,665
2020-02-23,776,661
2020-02-24,782,689
2020-02-25,762,688
2020-02-26,758,689
2020-02-27,757,680
2020-02-28,782,684
2020-02-29,774,683
2020-03-01,764,663
