date,areaName,cases,casesRollingRate,casesReported
2021-12-03,Northern Ireland,1620,660.7,1908
2021-12-04,Northern Ireland,1426,662.9,1642
2021-12-05,Northern Ireland,1531,664.7,1422
2021-12-06,Northern Ireland,1923,659.1,1635
2021-12-07,Northern Ireland,1838,649.8,1658
2021-12-08,Northern Ireland,1931,644.6,1933
2021-12-09,Northern Ireland,1758,634.5,1819
2021-12-10,Northern Ireland,1523,629.4,1806
2021-12-11,Northern Ireland,1468,631.6,1446
2021-12-12,Northern Ireland,1434,626.5,1548
2021-12-13,Northern Ireland,1965,628.7,1431
2021-12-14,Northern Ireland,2268,651.4,1581
2021-12-15,Northern Ireland,2250,668.2,2156
2021-12-16,Northern Ireland,2069,684.6,2237
2021-12-17,Northern Ireland,1888,703.9,1887
2021-12-18,Northern Ireland,2057,734.9,2075
2021-12-19,Northern Ireland,2179,774.3,1798
2021-12-20,Northern Ireland,2795,818.0,2148
2021-12-21,Northern Ireland,3881,903.1,2096
2021-12-22,Northern Ireland,4386,1015.8,3231
2021-12-23,Northern Ireland,1535,987.6,3227
2021-12-24,Northern Ireland,,,3286
2021-12-25,Northern Ireland,,,0
2021-12-26,Northern Ireland,,,0
2021-12-27,Northern Ireland,,,0
2021-12-28,Northern Ireland,,,0
