date,areaName,cases,casesRollingRate,casesReported
2020-05-19,Wales,213,35.8,166
2020-05-20,Wales,166,36.2,110
2020-05-21,Wales,132,36.2,166
2020-05-22,Wales,137,34.9,138
2020-05-23,Wales,122,33.5,185
2020-05-24,Wales,82,32.4,140
2020-05-25,Wales,105,30.4,106
2020-05-26,Wales,102,26.8,141
2020-05-27,Wales,118,25.3,97
2020-05-28,Wales,102,24.4,72
2020-05-29,Wales,106,23.4,102
2020-05-30,Wales,70,21.7,86
2020-05-31,Wales,46,20.6,82
2020-06-01,Wales,64,19.3,59
2020-06-02,Wales,73,18.4,67
2020-06-03,Wales,75,17.0,82
2020-06-04,Wales,60,15.7,35
2020-06-05,Wales,55,14.1,76
2020-06-06,Wales,53,13.5,42
2020-06-07,Wales,34,13.1,40
2020-06-08,Wales,74,13.4,42
2020-06-09,Wales,62,13.1,42
2020-06-10,Wales,67,12.8,38
2020-06-11,Wales,66,13.0,63
2020-06-12,Wales,75,13.7,77
2020-06-13,Wales,70,14.2,45
2020-06-14,Wales,54,14.8,39
2020-06-15,Wales,66,14.6,62
2020-06-16,Wales,82,15.2,65
2020-06-17,Wales,64,15.1,53
2020-06-18,Wales,62,15.0,48
2020-06-19,Wales,140,17.1,31
2020-06-20,Wales,47,16.3,25
2020-06-21,Wales,76,17.0,100
2020-06-22,Wales,66,17.0,71
2020-06-23,Wales,131,18.6,51
2020-06-24,Wales,37,17.7,47
2020-06-25,Wales,60,17.7,125
2020-06-26,Wales,19,13.8,65
2020-06-27,Wales,140,16.8,46
2020-06-28,Wales,28,15.3,25
2020-06-29,Wales,43,14.5,116
2020-06-30,Wales,35,11.5,26
2020-07-01,Wales,27,11.2,32
2020-07-02,Wales,28,10.1,41
2020-07-03,Wales,19,10.1,26
2020-07-04,Wales,9,6.0,34
2020-07-05,Wales,12,5.5,15
2020-07-06,Wales,35,5.2,8
2020-07-07,Wales,29,5.0,2
2020-07-08,Wales,14,4.6,13
2020-07-09,Wales,22,4.4,16
2020-07-10,Wales,29,4.8,10
2020-07-11,Wales,12,4.9,7
2020-07-12,Wales,10,4.8,16
2020-07-13,Wales,24,4.4,11
2020-07-14,Wales,23,4.3,21
2020-07-15,Wales,18,4.4,18
2020-07-16,Wales,25,4.5,18
2020-07-17,Wales,17,4.1,16
2020-07-18,Wales,11,4.1,10
2020-07-19,Wales,10,4.1,31
2020-07-20,Wales,43,4.7,15
2020-07-21,Wales,61,5.9,22
2020-07-22,Wales,25,6.1,22
2020-07-23,Wales,31,6.3,43
2020-07-24,Wales,30,6.7,45
2020-07-25,Wales,24,7.1,30
2020-07-26,Wales,35,7.9,22
2020-07-27,Wales,23,7.3,45
2020-07-28,Wales,27,6.2,21
2020-07-29,Wales,27,6.2,32
2020-07-30,Wales,30,6.2,9
2020-07-31,Wales,16,5.8,26
2020-08-01,Wales,16,5.5,21
2020-08-02,Wales,14,4.9,37
2020-08-03,Wales,22,4.8,24
2020-08-04,Wales,24,4.7,22
2020-08-05,Wales,22,4.6,14
2020-08-06,Wales,22,4.3,15
2020-08-07,Wales,15,4.3,17
2020-08-08,Wales,5,3.9,19
2020-08-09,Wales,8,3.7,26
2020-08-10,Wales,19,3.6,12
2020-08-11,Wales,27,3.7,13
2020-08-12,Wales,24,3.8,8
2020-08-13,Wales,17,3.6,15
2020-08-14,Wales,17,3.7,18
2020-08-15,Wales,10,3.9,27
2020-08-16,Wales,18,4.2,18
2020-08-17,Wales,19,4.2,14
2020-08-18,Wales,38,4.5,24
2020-08-19,Wales,35,4.9,21
2020-08-20,Wales,31,5.3,19
2020-08-21,Wales,22,5.5,34
2020-08-22,Wales,19,5.8,34
2020-08-23,Wales,11,5.6,20
2020-08-24,Wales,36,6.1,19
2020-08-25,Wales,50,6.5,28
2020-08-26,Wales,44,6.8,34
2020-08-27,Wales,50,7.4,35
2020-08-28,Wales,52,8.3,34
2020-08-29,Wales,44,9.1,40
2020-08-30,Wales,46,10.2,56
2020-08-31,Wales,44,10.5,39
2020-09-01,Wales,57,10.7,51
2020-09-02,Wales,95,12.3,42
2020-09-03,Wales,125,14.7,50
2020-09-04,Wales,149,17.8,51
2020-09-05,Wales,128,20.4,77
2020-09-06,Wales,131,23.1,98
2020-09-07,Wales,159,26.8,133
2020-09-08,Wales,143,29.5,150
2020-09-09,Wales,158,31.5,165
2020-09-10,Wales,186,33.4,102
2020-09-11,Wales,145,33.3,133
2020-09-12,Wales,140,33.7,164
2020-09-13,Wales,164,34.7,162
2020-09-14,Wales,191,35.7,183
2020-09-15,Wales,164,36.4,110
2020-09-16,Wales,207,38.0,199
2020-09-17,Wales,261,40.3,168
2020-09-18,Wales,246,43.5,185
2020-09-19,Wales,280,48.0,212
2020-09-20,Wales,252,50.8,199
2020-09-21,Wales,313,54.6,234
2020-09-22,Wales,379,61.5,281
2020-09-23,Wales,378,66.9,389
2020-09-24,Wales,316,68.6,348
2020-09-25,Wales,385,73.0,320
2020-09-26,Wales,403,76.9,370
2020-09-27,Wales,317,79.0,362
2020-09-28,Wales,426,82.6,286
2020-09-29,Wales,466,85.4,366
2020-09-30,Wales,601,92.4,388
2020-10-01,Wales,627,102.3,398
2020-10-02,Wales,601,109.1,462
2020-10-03,Wales,518,112.8,576
2020-10-04,Wales,614,122.2,432
2020-10-05,Wales,703,131.0,596
2020-10-06,Wales,771,140.7,425
2020-10-07,Wales,851,148.6,752
2020-10-08,Wales,827,154.9,638
2020-10-09,Wales,782,160.7,766
2020-10-10,Wales,619,163.9,627
2020-10-11,Wales,626,164.3,467
2020-10-12,Wales,782,166.8,487
2020-10-13,Wales,952,172.5,764
2020-10-14,Wales,904,174.2,946
2020-10-15,Wales,791,173.0,727
2020-10-16,Wales,952,178.4,979
2020-10-17,Wales,708,181.3,674
2020-10-18,Wales,716,184.1,950
2020-10-19,Wales,1111,194.6,626
2020-10-20,Wales,1237,203.6,1148
2020-10-21,Wales,1266,215.1,962
2020-10-22,Wales,1056,223.5,1134
2020-10-23,Wales,1197,231.2,761
2020-10-24,Wales,1025,241.3,1324
2020-10-25,Wales,940,248.4,1104
2020-10-26,Wales,1556,262.5,1158
2020-10-27,Wales,1478,270.2,1207
2020-10-28,Wales,1357,273.1,1414
2020-10-29,Wales,1583,289.8,1375
2020-10-30,Wales,1241,291.2,1737
2020-10-31,Wales,879,286.5,1301
2020-11-01,Wales,948,286.8,819
2020-11-02,Wales,1410,282.2,1646
2020-11-03,Wales,1234,274.4,1119
2020-11-04,Wales,1094,266.1,1202
2020-11-05,Wales,1017,248.1,1272
2020-11-06,Wales,877,236.6,1352
2020-11-07,Wales,605,227.9,958
2020-11-08,Wales,696,219.9,744
2020-11-09,Wales,1011,207.2,931
2020-11-10,Wales,963,198.6,444
2020-11-11,Wales,855,191.1,928
2020-11-12,Wales,772,183.3,867
2020-11-13,Wales,859,182.7,797
2020-11-14,Wales,628,183.5,933
2020-11-15,Wales,628,181.3,1333
2020-11-16,Wales,993,180.7,892
2020-11-17,Wales,1040,183.2,705
2020-11-18,Wales,987,187.4,638
2020-11-19,Wales,920,192.0,1048
2020-11-20,Wales,936,194.5,1020
2020-11-21,Wales,680,196.1,1016
2020-11-22,Wales,717,199.0,808
2020-11-23,Wales,1031,200.2,892
2020-11-24,Wales,1093,201.8,595
2020-11-25,Wales,1337,212.9,907
2020-11-26,Wales,1159,220.5,1251
2020-11-27,Wales,1035,223.7,1105
2020-11-28,Wales,844,228.9,1445
2020-11-29,Wales,966,236.8,1004
2020-11-30,Wales,1505,251.8,802
2020-12-01,Wales,1611,268.2,667
2020-12-02,Wales,1644,278.0,1480
2020-12-03,Wales,1806,298.5,1473
2020-12-04,Wales,1698,319.5,1471
2020-12-05,Wales,1533,341.4,1645
2020-12-06,Wales,1697,364.6,1916
2020-12-07,Wales,2511,396.5,2021
2020-12-08,Wales,2602,427.9,780
2020-12-09,Wales,2692,461.1,2238
2020-12-10,Wales,2664,488.3,1968
2020-12-11,Wales,2812,523.7,2234
2020-12-12,Wales,2285,547.5,2494
2020-12-13,Wales,2733,580.4,0
2020-12-14,Wales,3539,613.0,1228
2020-12-15,Wales,3181,631.4,615
2020-12-16,Wales,3141,645.6,530
2020-12-17,Wales,2776,649.2,11468
2020-12-18,Wales,2537,640.4,2801
2020-12-19,Wales,2170,636.8,3065
2020-12-20,Wales,2208,620.1,2334
2020-12-21,Wales,2744,594.9,2563
2020-12-22,Wales,2705,579.8,2761
2020-12-23,Wales,2443,557.7,3013
2020-12-24,Wales,1473,516.4,2161
2020-12-25,Wales,643,456.3,0
2020-12-26,Wales,1893,447.5,2237
2020-12-27,Wales,2496,456.6,4142
2020-12-28,Wales,2356,444.3,2273
2020-12-29,Wales,3563,471.5,2510
2020-12-30,Wales,2699,479.7,2281
2020-12-31,Wales,2010,496.7,1831
2021-01-01,Wales,1211,514.7,0
2021-01-02,Wales,2087,520.9,2764
2021-01-03,Wales,1809,499.1,4011
2021-01-04,Wales,2658,508.6,1898
2021-01-05,Wales,2383,471.2,2069
2021-01-06,Wales,1990,448.7,2238
2021-01-07,Wales,1663,437.7,1718
2021-01-08,Wales,1596,449.9,2487
2021-01-09,Wales,1142,420.0,2373
2021-01-10,Wales,1178,400.0,1660
2021-01-11,Wales,1735,370.7,1793
2021-01-12,Wales,1601,345.9,1332
2021-01-13,Wales,1463,329.2,1533
2021-01-14,Wales,1311,318.0,1644
2021-01-15,Wales,1212,305.8,1808
2021-01-16,Wales,1005,301.5,1129
2021-01-17,Wales,825,290.3,1172
2021-01-18,Wales,1397,279.6,1332
2021-01-19,Wales,1081,263.1,1106
2021-01-20,Wales,971,247.5,1283
2021-01-21,Wales,909,234.7,1153
2021-01-22,Wales,772,220.8,801
2021-01-23,Wales,541,206.0,1079
2021-01-24,Wales,396,192.4,796
2021-01-25,Wales,846,175.0,872
2021-01-26,Wales,731,163.9,570
2021-01-27,Wales,704,155.4,537
2021-01-28,Wales,658,147.4,705
2021-01-29,Wales,598,141.9,546
2021-01-30,Wales,486,140.2,737
2021-01-31,Wales,460,142.2,605
2021-02-01,Wales,612,134.8,630
2021-02-02,Wales,599,130.6,614
2021-02-03,Wales,583,126.7,455
2021-02-04,Wales,501,121.8,544
2021-02-05,Wales,501,118.7,399
2021-02-06,Wales,359,114.7,675
2021-02-07,Wales,284,109.1,461
2021-02-08,Wales,492,105.3,610
2021-02-09,Wales,464,101.0,351
2021-02-10,Wales,450,96.8,323
2021-02-11,Wales,377,92.8,410
2021-02-12,Wales,407,89.9,608
2021-02-13,Wales,282,87.4,400
2021-02-14,Wales,289,87.6,394
2021-02-15,Wales,453,86.3,363
2021-02-16,Wales,442,85.6,275
2021-02-17,Wales,373,83.2,374
2021-02-18,Wales,343,82.1,290
2021-02-19,Wales,310,79.0,533
2021-02-20,Wales,267,78.6,363
2021-02-21,Wales,273,78.1,336
2021-02-22,Wales,336,74.3,319
2021-02-23,Wales,288,69.5,317
2021-02-24,Wales,264,66.0,236
2021-02-25,Wales,225,62.3,312
2021-02-26,Wales,202,58.8,308
2021-02-27,Wales,139,54.8,198
2021-02-28,Wales,207,52.7,247
2021-03-01,Wales,244,49.8,193
2021-03-02,Wales,237,48.1,170
2021-03-03,Wales,209,46.4,208
2021-03-04,Wales,199,45.6,267
2021-03-05,Wales,131,43.3,230
2021-03-06,Wales,169,44.3,195
2021-03-07,Wales,146,42.3,152
2021-03-08,Wales,258,42.8,164
2021-03-09,Wales,165,40.5,166
2021-03-10,Wales,202,40.3,225
2021-03-11,Wales,228,41.2,195
2021-03-12,Wales,206,43.6,190
2021-03-13,Wales,190,44.2,210
2021-03-14,Wales,158,44.6,217
2021-03-15,Wales,196,42.7,248
2021-03-16,Wales,183,43.2,142
2021-03-17,Wales,183,42.6,145
2021-03-18,Wales,219,42.3,297
2021-03-19,Wales,177,41.4,201
2021-03-20,Wales,152,40.2,208
2021-03-21,Wales,139,39.6,196
2021-03-22,Wales,198,39.7,150
2021-03-23,Wales,163,39.0,127
2021-03-24,Wales,190,39.3,159
2021-03-25,Wales,199,38.6,227
2021-03-26,Wales,152,37.8,190
2021-03-27,Wales,87,35.8,201
2021-03-28,Wales,103,34.6,171
2021-03-29,Wales,123,32.3,125
2021-03-30,Wales,137,31.4,94
2021-03-31,Wales,108,28.8,60
2021-04-01,Wales,94,25.5,188
2021-04-02,Wales,63,22.7,0
2021-04-03,Wales,58,21.8,95
2021-04-04,Wales,76,20.9,0
2021-04-05,Wales,72,19.3,189
2021-04-06,Wales,105,18.3,126
2021-04-07,Wales,105,18.2,82
2021-04-08,Wales,90,18.0,82
2021-04-09,Wales,72,18.3,114
2021-04-10,Wales,51,18.1,130
2021-04-11,Wales,54,17.4,53
2021-04-12,Wales,107,18.5,50
2021-04-13,Wales,64,17.2,69
2021-04-14,Wales,79,16.4,62
2021-04-15,Wales,71,15.8,105
2021-04-16,Wales,60,15.4,48
2021-04-17,Wales,38,15.0,0
2021-04-18,Wales,54,15.0,94
2021-04-19,Wales,74,14.0,102
2021-04-20,Wales,57,13.7,53
2021-04-21,Wales,63,13.2,64
2021-04-22,Wales,55,12.7,63
2021-04-23,Wales,48,12.3,58
2021-04-24,Wales,38,12.3,0
2021-04-25,Wales,32,11.6,62
2021-04-26,Wales,56,11.1,97
2021-04-27,Wales,60,11.2,33
2021-04-28,Wales,48,10.7,35
2021-04-29,Wales,55,10.7,69
2021-04-30,Wales,34,10.2,36
2021-05-01,Wales,32,10.1,0
2021-05-02,Wales,27,9.9,79
2021-05-03,Wales,27,9.0,0
2021-05-04,Wales,56,8.8,65
2021-05-05,Wales,45,8.8,54
2021-05-06,Wales,65,9.1,34
2021-05-07,Wales,39,9.2,47
2021-05-08,Wales,31,9.2,0
2021-05-09,Wales,30,9.3,54
2021-05-10,Wales,42,9.8,104
2021-05-11,Wales,65,10.1,30
2021-05-12,Wales,61,10.6,22
2021-05-13,Wales,37,9.7,59
2021-05-14,Wales,44,9.8,54
2021-05-15,Wales,27,9.7,0
2021-05-16,Wales,31,9.7,54
2021-05-17,Wales,50,10.0,91
2021-05-18,Wales,45,9.4,32
2021-05-19,Wales,35,8.5,44
2021-05-20,Wales,47,8.8,45
2021-05-21,Wales,51,9.1,28
2021-05-22,Wales,35,9.3,0
2021-05-23,Wales,21,9.0,46
2021-05-24,Wales,41,8.7,101
2021-05-25,Wales,50,8.9,19
2021-05-26,Wales,30,8.7,28
2021-05-27,Wales,36,8.4,58
2021-05-28,Wales,40,8.0,32
2021-05-29,Wales,41,8.2,0
2021-05-30,Wales,39,8.8,30
2021-05-31,Wales,60,9.4,0
2021-06-01,Wales,59,9.7,94
2021-06-02,Wales,80,11.3,83
2021-06-03,Wales,88,12.9,49
2021-06-04,Wales,65,13.7,71
2021-06-05,Wales,76,14.8,0
2021-06-06,Wales,68,15.7,92
2021-06-07,Wales,105,17.2,75
2021-06-08,Wales,116,19.0,22
2021-06-09,Wales,129,20.5,223
2021-06-10,Wales,139,22.1,113
2021-06-11,Wales,130,24.2,118
2021-06-12,Wales,86,24.5,0
2021-06-13,Wales,112,25.9,115
2021-06-14,Wales,159,27.6,247
2021-06-15,Wales,194,30.1,98
2021-06-16,Wales,189,32.0,141
2021-06-17,Wales,222,34.6,140
2021-06-18,Wales,174,36.0,163
2021-06-19,Wales,195,39.5,0
2021-06-20,Wales,186,41.8,176
2021-06-21,Wales,342,47.6,484
2021-06-22,Wales,342,52.3,175
2021-06-23,Wales,412,59.4,213
2021-06-24,Wales,410,65.4,438
2021-06-25,Wales,371,,336
2021-06-26,Wales,223,,0
2021-06-27,Wales,156,,416
2021-06-28,Wales,,,670
2021-06-29,Wales,,,281
