date,areaName,cases,casesRollingRate,casesReported
2020-02-27,Wales,1,,
2020-02-28,Wales,0,,1
2020-02-29,Wales,0,,0
2020-03-01,Wales,0,,0
2020-03-02,Wales,0,,0
2020-03-03,Wales,0,,0
2020-03-04,Wales,1,0.1,0
2020-03-05,Wales,0,0.0,1
2020-03-06,Wales,0,0.0,0
2020-03-07,Wales,2,0.1,0
2020-03-08,Wales,1,0.1,0
2020-03-09,Wales,3,0.2,2
2020-03-10,Wales,12,0.6,2
2020-03-11,Wales,15,1.0,9
2020-03-12,Wales,25,1.8,10
2020-03-13,Wales,28,2.7,13
2020-03-14,Wales,19,3.3,22
2020-03-15,Wales,32,4.3,34
2020-03-16,Wales,37,5.3,30
2020-03-17,Wales,37,6.1,12
2020-03-18,Wales,36,6.8,13
2020-03-19,Wales,60,7.9,21
2020-03-20,Wales,73,9.3,21
2020-03-21,Wales,75,11.1,89
2020-03-22,Wales,76,12.5,67
2020-03-23,Wales,133,15.5,71
2020-03-24,Wales,141,18.8,60
2020-03-25,Wales,190,23.7,150
2020-03-26,Wales,177,27.4,113
2020-03-27,Wales,193,31.2,180
2020-03-28,Wales,167,34.2,172
2020-03-29,Wales,159,36.8,148
2020-03-30,Wales,343,43.5,210
2020-03-31,Wales,277,47.8,112
2020-04-01,Wales,327,52.1,274
2020-04-02,Wales,336,57.2,284
2020-04-03,Wales,330,61.5,345
2020-04-04,Wales,282,65.1,387
2020-04-05,Wales,223,67.2,344
2020-04-06,Wales,383,68.4,302
2020-04-07,Wales,386,71.9,291
2020-04-08,Wales,386,73.8,283
2020-04-09,Wales,391,75.5,16
2020-04-10,Wales,308,74.8,502
2020-04-11,Wales,247,73.7,340
2020-04-12,Wales,247,74.5,367
2020-04-13,Wales,273,71.0,313
2020-04-14,Wales,317,68.8,238
2020-04-15,Wales,361,68.0,272
2020-04-16,Wales,363,67.1,284
2020-04-17,Wales,324,67.6,244
2020-04-18,Wales,247,67.6,292
2020-04-19,Wales,181,65.5,334
2020-04-20,Wales,281,65.8,276
2020-04-21,Wales,259,63.9,304
2020-04-22,Wales,253,60.5,274
2020-04-23,Wales,201,55.4,234
2020-04-24,Wales,213,51.9,243
2020-04-25,Wales,136,48.3,299
2020-04-26,Wales,121,46.4,178
2020-04-27,Wales,172,43.0,203
2020-04-28,Wales,153,39.6,232
2020-04-29,Wales,176,37.2,117
2020-04-30,Wales,200,37.1,183
2020-05-01,Wales,176,36.0,160
2020-05-02,Wales,179,37.3,183
2020-05-03,Wales,105,36.8,174
2020-05-04,Wales,139,35.8,195
2020-05-05,Wales,175,36.5,145
2020-05-06,Wales,171,36.3,95
2020-05-07,Wales,176,35.6,87
2020-05-08,Wales,115,33.6,152
2020-05-09,Wales,136,32.3,118
2020-05-10,Wales,107,32.3,223
2020-05-11,Wales,178,33.6,124
2020-05-12,Wales,150,32.8,105
2020-05-13,Wales,153,32.2,133
2020-05-14,Wales,132,30.8,128
2020-05-15,Wales,179,32.8,126
2020-05-16,Wales,166,33.8,183
2020-05-17,Wales,118,34.1,162
2020-05-18,Wales,168,33.8,101
