date,areaName,deaths,deathsRollingRate,deathsReported
2020-02-27,Wales,,,
2020-02-28,Wales,,,
2020-02-29,Wales,,,
2020-03-01,Wales,,,
2020-03-02,Wales,,,
2020-03-03,Wales,,,
2020-03-04,Wales,,,
2020-03-05,Wales,,,
2020-03-06,Wales,,,
2020-03-07,Wales,,,
2020-03-08,Wales,,,
2020-03-09,Wales,,,
2020-03-10,Wales,,,
2020-03-11,Wales,,,
2020-03-12,Wales,,,
2020-03-13,Wales,,,
2020-03-14,Wales,,,
2020-03-15,Wales,,,
2020-03-16,Wales,3,,
2020-03-17,Wales,0,,
2020-03-18,Wales,0,,
2020-03-19,Wales,3,,
2020-03-20,Wales,2,,
2020-03-21,Wales,7,,2
2020-03-22,Wales,5,0.6,9
2020-03-23,Wales,4,0.7,4
2020-03-24,Wales,9,0.9,1
2020-03-25,Wales,10,1.3,5
2020-03-26,Wales,11,1.5,6
2020-03-27,Wales,10,1.8,6
2020-03-28,Wales,15,2.0,4
2020-03-29,Wales,18,2.4,10
2020-03-30,Wales,16,2.8,14
2020-03-31,Wales,15,3.0,7
2020-04-01,Wales,21,3.3,29
2020-04-02,Wales,28,3.9,19
2020-04-03,Wales,29,4.5,24
2020-04-04,Wales,31,5.0,13
2020-04-05,Wales,30,5.4,12
2020-04-06,Wales,20,5.5,27
2020-04-07,Wales,32,6.0,19
2020-04-08,Wales,42,6.7,33
2020-04-09,Wales,43,7.2,41
2020-04-10,Wales,25,7.0,29
2020-04-11,Wales,31,7.0,36
2020-04-12,Wales,37,7.3,18
2020-04-13,Wales,43,8.0,15
2020-04-14,Wales,26,7.8,19
2020-04-15,Wales,38,7.7,60
2020-04-16,Wales,35,7.4,32
2020-04-17,Wales,30,7.6,11
2020-04-18,Wales,32,7.6,28
2020-04-19,Wales,26,7.3,41
2020-04-20,Wales,25,6.7,9
2020-04-21,Wales,30,6.8,25
2020-04-22,Wales,23,6.3,15
2020-04-23,Wales,18,5.8,17
2020-04-24,Wales,31,5.8,110
2020-04-25,Wales,29,5.7,23
2020-04-26,Wales,16,5.4,14
2020-04-27,Wales,16,5.1,8
2020-04-28,Wales,15,4.7,17
2020-04-29,Wales,26,4.8,73
2020-04-30,Wales,16,4.7,22
2020-05-01,Wales,29,4.6,17
2020-05-02,Wales,14,4.2,44
2020-05-03,Wales,14,4.1,14
2020-05-04,Wales,23,4.3,14
2020-05-05,Wales,17,4.4,26
2020-05-06,Wales,23,4.3,21
2020-05-07,Wales,19,4.4,18
2020-05-08,Wales,13,3.9,28
2020-05-09,Wales,7,3.7,9
2020-05-10,Wales,10,3.5,12
2020-05-11,Wales,15,3.3,5
2020-05-12,Wales,11,3.1,16
2020-05-13,Wales,16,2.9,22
2020-05-14,Wales,12,2.7,10
2020-05-15,Wales,16,2.7,9
2020-05-16,Wales,13,2.9,18
2020-05-17,Wales,11,3.0,12
2020-05-18,Wales,10,2.8,4
2020-05-19,Wales,11,2.8,17
2020-05-20,Wales,7,2.5,14
2020-05-21,Wales,9,2.4,9
2020-05-22,Wales,10,2.2,7
2020-05-23,Wales,7,2.1,6
2020-05-24,Wales,12,2.1,7
2020-05-25,Wales,10,2.1,7
2020-05-26,Wales,10,2.1,8
2020-05-27,Wales,6,2.0,11
2020-05-28,Wales,16,2.2,14
2020-05-29,Wales,11,2.3,10
2020-05-30,Wales,10,2.4,14
2020-05-31,Wales,7,2.2,11
2020-06-01,Wales,9,2.2,5
2020-06-02,Wales,5,2.0,7
2020-06-03,Wales,7,2.1,17
2020-06-04,Wales,12,1.9,8
2020-06-05,Wales,4,1.7,4
2020-06-06,Wales,9,1.7,10
2020-06-07,Wales,8,1.7,5
2020-06-08,Wales,7,1.6,3
2020-06-09,Wales,4,1.6,9
2020-06-10,Wales,7,1.6,9
2020-06-11,Wales,5,1.4,6
2020-06-12,Wales,4,1.4,10
2020-06-13,Wales,6,1.3,6
2020-06-14,Wales,6,1.2,3
2020-06-15,Wales,6,1.2,4
2020-06-16,Wales,8,1.3,8
2020-06-17,Wales,1,1.1,10
2020-06-18,Wales,0,1.0,5
2020-06-19,Wales,4,1.0,4
2020-06-20,Wales,3,0.9,1
2020-06-21,Wales,5,0.9,1
2020-06-22,Wales,2,0.7,1
2020-06-23,Wales,1,0.5,5
2020-06-24,Wales,6,0.7,8
2020-06-25,Wales,9,0.9,6
2020-06-26,Wales,2,0.9,2
2020-06-27,Wales,6,1.0,5
2020-06-28,Wales,2,0.9,2
2020-06-29,Wales,3,0.9,3
2020-06-30,Wales,4,1.0,3
2020-07-01,Wales,4,0.9,6
2020-07-02,Wales,3,0.8,8
2020-07-03,Wales,0,0.7,2
2020-07-04,Wales,2,0.6,5
2020-07-05,Wales,2,0.6,1
2020-07-06,Wales,2,0.5,0
2020-07-07,Wales,1,0.4,3
2020-07-08,Wales,1,0.3,4
2020-07-09,Wales,1,0.3,2
2020-07-10,Wales,0,0.3,0
2020-07-11,Wales,1,0.3,1
2020-07-12,Wales,0,0.2,0
2020-07-13,Wales,2,0.2,0
2020-07-14,Wales,1,0.2,2
2020-07-15,Wales,0,0.2,2
2020-07-16,Wales,1,0.2,0
2020-07-17,Wales,0,0.2,1
2020-07-18,Wales,0,0.1,0
2020-07-19,Wales,0,0.1,1
2020-07-20,Wales,0,0.1,0
2020-07-21,Wales,1,0.1,0
2020-07-22,Wales,1,0.1,1
2020-07-23,Wales,0,0.1,0
2020-07-24,Wales,1,0.1,0
2020-07-25,Wales,2,0.2,0
2020-07-26,Wales,2,0.2,1
2020-07-27,Wales,1,0.3,0
2020-07-28,Wales,2,0.3,0
2020-07-29,Wales,4,0.4,5
2020-07-30,Wales,2,0.4,0
2020-07-31,Wales,4,0.5,6
2020-08-01,Wales,2,0.5,2
2020-08-02,Wales,2,0.5,3
2020-08-03,Wales,1,0.5,0
2020-08-04,Wales,4,0.6,1
2020-08-05,Wales,3,0.6,2
2020-08-06,Wales,0,0.5,3
2020-08-07,Wales,5,0.5,7
2020-08-08,Wales,2,0.5,1
2020-08-09,Wales,0,0.5,0
2020-08-10,Wales,2,0.5,0
2020-08-11,Wales,0,0.4,2
2020-08-12,Wales,1,0.3,5
2020-08-13,Wales,1,0.3,0
2020-08-14,Wales,1,0.2,0
2020-08-15,Wales,0,0.2,1
2020-08-16,Wales,0,0.2,2
2020-08-17,Wales,0,0.1,0
2020-08-18,Wales,2,0.2,0
2020-08-19,Wales,0,0.1,0
2020-08-20,Wales,0,0.1,0
2020-08-21,Wales,0,0.1,0
2020-08-22,Wales,1,0.1,1
2020-08-23,Wales,0,0.1,2
2020-08-24,Wales,1,0.1,1
2020-08-25,Wales,0,0.1,0
2020-08-26,Wales,0,0.1,1
2020-08-27,Wales,0,0.1,1
2020-08-28,Wales,0,0.1,0
2020-08-29,Wales,0,0.0,0
2020-08-30,Wales,0,0.0,0
2020-08-31,Wales,2,0.1,0
2020-09-01,Wales,0,0.1,1
2020-09-02,Wales,0,0.1,0
2020-09-03,Wales,1,0.1,0
2020-09-04,Wales,0,0.1,0
2020-09-05,Wales,0,0.1,1
2020-09-06,Wales,0,0.1,0
2020-09-07,Wales,0,0.0,0
2020-09-08,Wales,0,0.0,0
