date,cc_open,cc_occupied
2013-11-04,448,376
2013-11-05,452,382
2013-11-06,459,392
2013-11-07,455,385
2013-11-08,459,370
2013-11-11,460,378
2013-11-12,460,390
2013-11-13,459,398
2013-11-14,460,390
2013-11-15,460,369
2013-11-18,460,380
2013-11-19,460,394
2013-11-20,462,396
2013-11-21,463,394
2013-11-22,461,374
2013-11-25,462,387
2013-11-26,461,385
2013-11-27,461,401
2013-11-28,460,388
2013-11-29,460,372
2013-12-02,458,401
2013-12-03,459,393
2013-12-04,461,393
2013-12-05,464,396
2013-11-06,461,400
2013-12-09,459,391
2013-12-10,463,397
2013-12-11,460,388
2013-12-12,458,392
2013-12-13,463,383
2013-12-16,463,399
2013-12-17,463,408
2013-12-18,463,398
2013-12-19,463,395
2013-12-20,464,360
2013-12-23,459,354
2013-12-24,458,356
2013-12-27,461,366
2013-12-30,464,382
2013-12-31,463,381
2014-01-02,463,392
2014-01-03,461,400
2014-01-06,466,402
2014-01-07,464,400
2014-01-08,466,412
2014-01-09,467,412
2014-01-10,461,390
2014-01-13,463,413
2014-01-14,473,416
2014-01-15,469,412
2014-01-16,446,392
2014-01-17,466,402
2014-01-20,469,416
2014-01-21,466,408
2014-01-22,468,412
2014-01-23,468,425
2014-01-24,469,401
2014-01-27,468,410
2014-01-28,470,418
2014-01-29,467,420
2014-01-30,466,419
2014-01-31,468,395
2014-02-03,464,425
2014-02-04,467,412
2014-02-05,467,416
2014-02-06,465,413
2014-02-07,464,382
2014-02-10,467,384
2014-02-11,391,364
2014-02-12,466,414
2014-02-13,454,387
2014-02-14,466,379
2014-02-17,467,389
2014-02-18,464,393
2014-02-19,466,393
2014-02-20,469,394
2014-02-21,470,386
2014-02-24,469,390
2014-02-25,471,393
2014-02-26,470,414
2014-02-27,468,407
2014-02-28,466,396
2014-03-03,472,407
2014-03-04,469,413
2014-03-05,468,423
2014-03-06,467,415
2014-03-07,469,400
2014-03-10,466,383
2014-03-11,467,405
2014-03-12,467,410
2014-03-13,466,406
2014-03-14,465,395
2014-03-17,466,398
2014-03-18,469,412
2014-03-19,469,417
2014-03-20,465,407
2014-03-21,463,383
2014-03-24,467,387
2014-03-25,475,394
2014-03-26,474,401
2014-03-27,471,398
2014-03-28,468,386
