date,cc_open,cc_occupied
2013-11-04,647,494
2013-11-05,645,495
2013-11-06,644,522
2013-11-07,646,527
2013-11-08,641,483
2013-11-11,641,507
2013-11-12,644,522
2013-11-13,637,529
2013-11-14,646,518
2013-11-15,637,474
2013-11-18,650,507
2013-11-19,651,512
2013-11-20,652,531
2013-11-21,653,542
2013-11-22,637,491
2013-11-25,640,526
2013-11-26,650,523
2013-11-27,650,548
2013-11-28,651,505
2013-11-29,638,490
2013-12-02,651,511
2013-12-03,651,515
2013-12-04,651,522
2013-12-05,652,522
2013-11-06,636,461
2013-12-09,652,522
2013-12-10,650,522
2013-12-11,651,538
2013-12-12,644,529
2013-12-13,643,479
2013-12-16,653,512
2013-12-17,651,540
2013-12-18,650,517
2013-12-19,647,525
2013-12-20,638,472
2013-12-23,651,463
2013-12-24,648,437
2013-12-27,638,496
2013-12-30,642,524
2013-12-31,645,511
2014-01-02,643,536
2014-01-03,640,493
2014-01-06,649,532
2014-01-07,652,546
2014-01-08,654,553
2014-01-09,654,552
2014-01-10,642,497
2014-01-13,651,536
2014-01-14,651,540
2014-01-15,652,536
2014-01-16,655,534
2014-01-17,643,483
2014-01-20,651,507
2014-01-21,652,509
2014-01-22,655,528
2014-01-23,653,537
2014-01-24,641,489
2014-01-27,651,521
2014-01-28,649,525
2014-01-29,654,538
2014-01-30,652,542
2014-01-31,638,480
2014-02-03,643,517
2014-02-04,653,540
2014-02-05,654,548
2014-02-06,654,541
2014-02-07,643,523
2014-02-10,655,538
2014-02-11,654,554
2014-02-12,656,558
2014-02-13,655,565
2014-02-14,642,505
2014-02-17,653,543
2014-02-18,653,548
2014-02-19,655,555
2014-02-20,655,538
2014-02-21,644,478
2014-02-24,653,520
2014-02-25,654,546
2014-02-26,653,525
2014-02-27,654,533
2014-02-28,647,432
2014-03-03,654,529
2014-03-04,653,538
2014-03-05,657,544
2014-03-06,655,551
2014-03-07,638,488
2014-03-10,656,504
2014-03-11,651,516
2014-03-12,652,502
2014-03-13,652,530
2014-03-14,644,473
2014-03-17,655,517
2014-03-18,656,517
2014-03-19,654,525
2014-03-20,654,535
2014-03-21,643,477
2014-03-24,631,522
2014-03-25,652,547
2014-03-26,655,535
2014-03-27,651,545
2014-03-28,646,491
