date,areaName,deaths,deathsRollingRate,deathsReported
2020-01-03,Croydon,,0,0
2020-01-04,Croydon,,0,0
2020-01-05,Croydon,,0,0
2020-01-06,Croydon,,0,0
2020-01-07,Croydon,,0,0
2020-01-08,Croydon,,0,0
2020-01-09,Croydon,,0,0
2020-01-10,Croydon,,0,0
2020-01-11,Croydon,,0,0
2020-01-12,Croydon,,0,0
2020-01-13,Croydon,,0,0
2020-01-14,Croydon,,0,0
2020-01-15,Croydon,,0,0
2020-01-16,Croydon,,0,0
2020-01-17,Croydon,,0,0
2020-01-18,Croydon,,0,0
2020-01-19,Croydon,,0,0
2020-01-20,Croydon,,0,0
2020-01-21,Croydon,,0,0
2020-01-22,Croydon,,0,0
2020-01-23,Croydon,,0,0
2020-01-24,Croydon,,0,0
2020-01-25,Croydon,,0,0
2020-01-26,Croydon,,0,0
2020-01-27,Croydon,,0,0
2020-01-28,Croydon,,0,0
2020-01-29,Croydon,,0,0
2020-01-30,Croydon,,0,0
2020-01-31,Croydon,,0,0
2020-02-01,Croydon,,0,0
2020-02-02,Croydon,,0,0
2020-02-03,Croydon,,0,0
2020-02-04,Croydon,,0,0
2020-02-05,Croydon,,0,0
2020-02-06,Croydon,,0,0
2020-02-07,Croydon,,0,0
2020-02-08,Croydon,,0,0
2020-02-09,Croydon,,0,0
2020-02-10,Croydon,,0,0
2020-02-11,Croydon,,0,0
2020-02-12,Croydon,,0,0
2020-02-13,Croydon,,0,0
2020-02-14,Croydon,,0,0
2020-02-15,Croydon,,0,0
2020-02-16,Croydon,,0,0
2020-02-17,Croydon,,0,0
2020-02-18,Croydon,,0,0
2020-02-19,Croydon,,0,0
2020-02-20,Croydon,,0,0
2020-02-21,Croydon,,0,0
2020-02-22,Croydon,,0,0
2020-02-23,Croydon,,0,0
2020-02-24,Croydon,,0,0
2020-02-25,Croydon,,0,0
2020-02-26,Croydon,,0,0
2020-02-27,Croydon,,0,0
2020-02-28,Croydon,,0,0
2020-02-29,Croydon,,0,0
2020-03-01,Croydon,,0,0
2020-03-02,Croydon,,0,0
2020-03-03,Croydon,,0,0
2020-03-04,Croydon,,0,0
2020-03-05,Croydon,,0,0
2020-03-06,Croydon,,0,0
2020-03-07,Croydon,,0,0
2020-03-08,Croydon,,0,0
2020-03-09,Croydon,,0,0
2020-03-10,Croydon,,0,0
2020-03-11,Croydon,,0,0
2020-03-12,Croydon,,0,0
2020-03-13,Croydon,,0,0
2020-03-14,Croydon,,0,0
2020-03-15,Croydon,2,0,0
2020-03-16,Croydon,0,0,0
2020-03-17,Croydon,5,0,0
2020-03-18,Croydon,1,0,0
2020-03-19,Croydon,0,0,0
2020-03-20,Croydon,3,0,0
2020-03-21,Croydon,3,3.6000000000000000888,0
2020-03-22,Croydon,3,3.8999999999999999112,0
2020-03-23,Croydon,3,4.7000000000000001776,0
2020-03-24,Croydon,8,5.4000000000000003553,0
2020-03-25,Croydon,4,6.2000000000000001776,0
2020-03-26,Croydon,9,8.5,0
2020-03-27,Croydon,9,10.099999999999999645,0
2020-03-28,Croydon,6,10.900000000000000355,0
2020-03-29,Croydon,12,13.199999999999999289,0
2020-03-30,Croydon,9,14.699999999999999289,0
2020-03-31,Croydon,2,13.199999999999999289,0
2020-04-01,Croydon,7,14,0
2020-04-02,Croydon,7,13.400000000000000355,0
2020-04-03,Croydon,16,15.300000000000000711,0
2020-04-04,Croydon,13,17.100000000000001421,0
2020-04-05,Croydon,13,17.300000000000000711,0
2020-04-06,Croydon,9,17.300000000000000711,0
2020-04-07,Croydon,15,20.699999999999999289,0
2020-04-08,Croydon,11,21.699999999999999289,0
2020-04-09,Croydon,8,22,0
2020-04-10,Croydon,15,21.699999999999999289,0
2020-04-11,Croydon,10,20.899999999999998579,0
2020-04-12,Croydon,8,19.699999999999999289,0
2020-04-13,Croydon,8,19.399999999999998579,0
2020-04-14,Croydon,6,17.100000000000001421,0
2020-04-15,Croydon,8,16.300000000000000711,0
2020-04-16,Croydon,10,16.800000000000000711,0
2020-04-17,Croydon,7,14.699999999999999289,0
2020-04-18,Croydon,9,14.5,0
2020-04-19,Croydon,4,13.400000000000000355,0
2020-04-20,Croydon,6,12.900000000000000355,0
2020-04-21,Croydon,2,11.900000000000000355,0
2020-04-22,Croydon,6,11.400000000000000355,0
2020-04-23,Croydon,1,9.0999999999999996447,0
2020-04-24,Croydon,8,9.3000000000000007105,0
2020-04-25,Croydon,6,8.5,0
2020-04-26,Croydon,4,8.5,0
2020-04-27,Croydon,3,7.7999999999999998224,0
2020-04-28,Croydon,5,8.5,0
2020-04-29,Croydon,5,8.3000000000000007105,0
2020-04-30,Croydon,6,9.5999999999999996447,0
2020-05-01,Croydon,1,7.7999999999999998224,0
2020-05-02,Croydon,1,6.5,0
2020-05-03,Croydon,1,5.7000000000000001776,0
2020-05-04,Croydon,2,5.4000000000000003553,0
2020-05-05,Croydon,2,4.7000000000000001776,0
2020-05-06,Croydon,3,4.0999999999999996447,0
