date,areaName,deaths,deathsRollingRate,deathsReported
2020-01-03,Welwyn Hatfield,,0,0
2020-01-04,Welwyn Hatfield,,0,0
2020-01-05,Welwyn Hatfield,,0,0
2020-01-06,Welwyn Hatfield,,0,0
2020-01-07,Welwyn Hatfield,,0,0
2020-01-08,Welwyn Hatfield,,0,0
2020-01-09,Welwyn Hatfield,,0,0
2020-01-10,Welwyn Hatfield,,0,0
2020-01-11,Welwyn Hatfield,,0,0
2020-01-12,Welwyn Hatfield,,0,0
2020-01-13,Welwyn Hatfield,,0,0
2020-01-14,Welwyn Hatfield,,0,0
2020-01-15,Welwyn Hatfield,,0,0
2020-01-16,Welwyn Hatfield,,0,0
2020-01-17,Welwyn Hatfield,,0,0
2020-01-18,Welwyn Hatfield,,0,0
2020-01-19,Welwyn Hatfield,,0,0
2020-01-20,Welwyn Hatfield,,0,0
2020-01-21,Welwyn Hatfield,,0,0
2020-01-22,Welwyn Hatfield,,0,0
2020-01-23,Welwyn Hatfield,,0,0
2020-01-24,Welwyn Hatfield,,0,0
2020-01-25,Welwyn Hatfield,,0,0
2020-01-26,Welwyn Hatfield,,0,0
2020-01-27,Welwyn Hatfield,,0,0
2020-01-28,Welwyn Hatfield,,0,0
2020-01-29,Welwyn Hatfield,,0,0
2020-01-30,Welwyn Hatfield,,0,0
2020-01-31,Welwyn Hatfield,,0,0
2020-02-01,Welwyn Hatfield,,0,0
2020-02-02,Welwyn Hatfield,,0,0
2020-02-03,Welwyn Hatfield,,0,0
2020-02-04,Welwyn Hatfield,,0,0
2020-02-05,Welwyn Hatfield,,0,0
2020-02-06,Welwyn Hatfield,,0,0
2020-02-07,Welwyn Hatfield,,0,0
2020-02-08,Welwyn Hatfield,,0,0
2020-02-09,Welwyn Hatfield,,0,0
2020-02-10,Welwyn Hatfield,,0,0
2020-02-11,Welwyn Hatfield,,0,0
2020-02-12,Welwyn Hatfield,,0,0
2020-02-13,Welwyn Hatfield,,0,0
2020-02-14,Welwyn Hatfield,,0,0
2020-02-15,Welwyn Hatfield,,0,0
2020-02-16,Welwyn Hatfield,,0,0
2020-02-17,Welwyn Hatfield,,0,0
2020-02-18,Welwyn Hatfield,,0,0
2020-02-19,Welwyn Hatfield,,0,0
2020-02-20,Welwyn Hatfield,,0,0
2020-02-21,Welwyn Hatfield,,0,0
2020-02-22,Welwyn Hatfield,,0,0
2020-02-23,Welwyn Hatfield,,0,0
