date,areaName,deaths,deathsRollingRate,deathsReported
2020-01-03,Sandwell,,0,0
2020-01-04,Sandwell,,0,0
2020-01-05,Sandwell,,0,0
2020-01-06,Sandwell,,0,0
2020-01-07,Sandwell,,0,0
2020-01-08,Sandwell,,0,0
2020-01-09,Sandwell,,0,0
2020-01-10,Sandwell,,0,0
2020-01-11,Sandwell,,0,0
2020-01-12,Sandwell,,0,0
2020-01-13,Sandwell,,0,0
2020-01-14,Sandwell,,0,0
2020-01-15,Sandwell,,0,0
2020-01-16,Sandwell,,0,0
2020-01-17,Sandwell,,0,0
2020-01-18,Sandwell,,0,0
2020-01-19,Sandwell,,0,0
2020-01-20,Sandwell,,0,0
2020-01-21,Sandwell,,0,0
2020-01-22,Sandwell,,0,0
2020-01-23,Sandwell,,0,0
2020-01-24,Sandwell,,0,0
2020-01-25,Sandwell,,0,0
2020-01-26,Sandwell,,0,0
2020-01-27,Sandwell,,0,0
2020-01-28,Sandwell,,0,0
2020-01-29,Sandwell,,0,0
2020-01-30,Sandwell,,0,0
2020-01-31,Sandwell,,0,0
2020-02-01,Sandwell,,0,0
2020-02-02,Sandwell,,0,0
2020-02-03,Sandwell,,0,0
2020-02-04,Sandwell,,0,0
2020-02-05,Sandwell,,0,0
2020-02-06,Sandwell,,0,0
2020-02-07,Sandwell,,0,0
2020-02-08,Sandwell,,0,0
2020-02-09,Sandwell,,0,0
2020-02-10,Sandwell,,0,0
2020-02-11,Sandwell,,0,0
2020-02-12,Sandwell,,0,0
2020-02-13,Sandwell,,0,0
2020-02-14,Sandwell,,0,0
2020-02-15,Sandwell,,0,0
2020-02-16,Sandwell,,0,0
2020-02-17,Sandwell,,0,0
2020-02-18,Sandwell,,0,0
2020-02-19,Sandwell,,0,0
2020-02-20,Sandwell,,0,0
2020-02-21,Sandwell,,0,0
2020-02-22,Sandwell,,0,0
2020-02-23,Sandwell,,0,0
2020-02-24,Sandwell,,0,0
2020-02-25,Sandwell,,0,0
2020-02-26,Sandwell,,0,0
2020-02-27,Sandwell,,0,0
2020-02-28,Sandwell,,0,0
2020-02-29,Sandwell,,0,0
2020-03-01,Sandwell,,0,0
2020-03-02,Sandwell,,0,0
2020-03-03,Sandwell,,0,0
2020-03-04,Sandwell,,0,0
2020-03-05,Sandwell,,0,0
2020-03-06,Sandwell,,0,0
2020-03-07,Sandwell,,0,0
2020-03-08,Sandwell,,0,0
2020-03-09,Sandwell,,0,0
2020-03-10,Sandwell,,0,0
2020-03-11,Sandwell,,0,0
2020-03-12,Sandwell,,0,0
2020-03-13,Sandwell,,0,0
2020-03-14,Sandwell,,0,0
2020-03-15,Sandwell,,0,0
2020-03-16,Sandwell,4,0,0
2020-03-17,Sandwell,0,0,0
2020-03-18,Sandwell,1,0,0
2020-03-19,Sandwell,3,0,0
2020-03-20,Sandwell,3,0,0
2020-03-21,Sandwell,1,0,0
2020-03-22,Sandwell,1,4,0
2020-03-23,Sandwell,3,3.7000000000000001776,0
2020-03-24,Sandwell,1,4,0
2020-03-25,Sandwell,1,4,0
2020-03-26,Sandwell,1,3.2999999999999998224,0
2020-03-27,Sandwell,6,4.2999999999999998224,0
2020-03-28,Sandwell,6,5.7999999999999998224,0
2020-03-29,Sandwell,4,6.7000000000000001776,0
2020-03-30,Sandwell,5,7.2999999999999998224,0
2020-03-31,Sandwell,10,10,0
2020-04-01,Sandwell,7,11.900000000000000355,0
2020-04-02,Sandwell,6,13.400000000000000355,0
2020-04-03,Sandwell,5,13.099999999999999645,0
2020-04-04,Sandwell,8,13.699999999999999289,0
2020-04-05,Sandwell,7,14.599999999999999645,0
2020-04-06,Sandwell,8,15.5,0
2020-04-07,Sandwell,10,15.5,0
2020-04-08,Sandwell,15,18,0
2020-04-09,Sandwell,6,18,0
2020-04-10,Sandwell,12,20.100000000000001421,0
2020-04-11,Sandwell,9,20.399999999999998579,0
2020-04-12,Sandwell,7,20.399999999999998579,0
2020-04-13,Sandwell,7,20.100000000000001421,0
2020-04-14,Sandwell,5,18.600000000000001421,0
2020-04-15,Sandwell,7,16.100000000000001421,0
2020-04-16,Sandwell,9,17,0
2020-04-17,Sandwell,4,14.599999999999999645,0
2020-04-18,Sandwell,10,14.900000000000000355,0
2020-04-19,Sandwell,4,14,0
2020-04-20,Sandwell,4,13.099999999999999645,0
2020-04-21,Sandwell,2,12.199999999999999289,0
2020-04-22,Sandwell,6,11.900000000000000355,0
2020-04-23,Sandwell,6,11,0
2020-04-24,Sandwell,6,11.599999999999999645,0
2020-04-25,Sandwell,2,9.0999999999999996447,0
2020-04-26,Sandwell,6,9.6999999999999992895,0
2020-04-27,Sandwell,3,9.4000000000000003553,0
2020-04-28,Sandwell,1,9.0999999999999996447,0
2020-04-29,Sandwell,6,9.0999999999999996447,0
2020-04-30,Sandwell,4,8.5,0
2020-05-01,Sandwell,1,7,0
2020-05-02,Sandwell,1,6.7000000000000001776,0
2020-05-03,Sandwell,2,5.5,0
2020-05-04,Sandwell,2,5.2000000000000001776,0
2020-05-05,Sandwell,1,5.2000000000000001776,0
2020-05-06,Sandwell,3,4.2999999999999998224,0
2020-05-07,Sandwell,3,4,0
2020-05-08,Sandwell,3,4.5999999999999996447,0
2020-05-09,Sandwell,1,4.5999999999999996447,0
2020-05-10,Sandwell,5,5.5,0
2020-05-11,Sandwell,2,5.5,0
2020-05-12,Sandwell,6,7,0
2020-05-13,Sandwell,1,6.4000000000000003553,0
2020-05-14,Sandwell,0,5.5,0
2020-05-15,Sandwell,0,4.5999999999999996447,0
2020-05-16,Sandwell,0,4.2999999999999998224,0
2020-05-17,Sandwell,0,2.7000000000000001776,0
2020-05-18,Sandwell,3,3,0
2020-05-19,Sandwell,2,1.8000000000000000444,0
2020-05-20,Sandwell,2,2.1000000000000000888,0
2020-05-21,Sandwell,0,2.1000000000000000888,0
2020-05-22,Sandwell,1,2.3999999999999999112,0
2020-05-23,Sandwell,1,2.7000000000000001776,0
2020-05-24,Sandwell,1,3,0
2020-05-25,Sandwell,3,3,0
2020-05-26,Sandwell,3,3.2999999999999998224,0
2020-05-27,Sandwell,1,3,0
2020-05-28,Sandwell,1,3.2999999999999998224,0
2020-05-29,Sandwell,1,3.2999999999999998224,0
2020-05-30,Sandwell,0,3,0
2020-05-31,Sandwell,1,3,0
2020-06-01,Sandwell,1,2.3999999999999999112,0
2020-06-02,Sandwell,4,2.7000000000000001776,0
2020-06-03,Sandwell,0,2.3999999999999999112,0
2020-06-04,Sandwell,1,2.3999999999999999112,0
2020-06-05,Sandwell,2,2.7000000000000001776,0
2020-06-06,Sandwell,0,2.7000000000000001776,0
2020-06-07,Sandwell,2,3,0
2020-06-08,Sandwell,2,3.2999999999999998224,0
2020-06-09,Sandwell,1,2.3999999999999999112,0
2020-06-10,Sandwell,0,2.3999999999999999112,0
2020-06-11,Sandwell,0,2.1000000000000000888,0
2020-06-12,Sandwell,0,1.5,0
