date,areaName,deaths,deathsRollingRate,deathsReported
2020-01-03,Derbyshire Dales,,0,0
2020-01-04,Derbyshire Dales,,0,0
2020-01-05,Derbyshire Dales,,0,0
2020-01-06,Derbyshire Dales,,0,0
2020-01-07,Derbyshire Dales,,0,0
2020-01-08,Derbyshire Dales,,0,0
2020-01-09,Derbyshire Dales,,0,0
2020-01-10,Derbyshire Dales,,0,0
2020-01-11,Derbyshire Dales,,0,0
2020-01-12,Derbyshire Dales,,0,0
2020-01-13,Derbyshire Dales,,0,0
2020-01-14,Derbyshire Dales,,0,0
2020-01-15,Derbyshire Dales,,0,0
2020-01-16,Derbyshire Dales,,0,0
2020-01-17,Derbyshire Dales,,0,0
2020-01-18,Derbyshire Dales,,0,0
2020-01-19,Derbyshire Dales,,0,0
2020-01-20,Derbyshire Dales,,0,0
2020-01-21,Derbyshire Dales,,0,0
2020-01-22,Derbyshire Dales,,0,0
2020-01-23,Derbyshire Dales,,0,0
2020-01-24,Derbyshire Dales,,0,0
2020-01-25,Derbyshire Dales,,0,0
2020-01-26,Derbyshire Dales,,0,0
2020-01-27,Derbyshire Dales,,0,0
2020-01-28,Derbyshire Dales,,0,0
2020-01-29,Derbyshire Dales,,0,0
2020-01-30,Derbyshire Dales,,0,0
2020-01-31,Derbyshire Dales,,0,0
2020-02-01,Derbyshire Dales,,0,0
2020-02-02,Derbyshire Dales,,0,0
2020-02-03,Derbyshire Dales,,0,0
2020-02-04,Derbyshire Dales,,0,0
2020-02-05,Derbyshire Dales,,0,0
2020-02-06,Derbyshire Dales,,0,0
2020-02-07,Derbyshire Dales,,0,0
2020-02-08,Derbyshire Dales,,0,0
2020-02-09,Derbyshire Dales,,0,0
2020-02-10,Derbyshire Dales,,0,0
2020-02-11,Derbyshire Dales,,0,0
2020-02-12,Derbyshire Dales,,0,0
2020-02-13,Derbyshire Dales,,0,0
2020-02-14,Derbyshire Dales,,0,0
2020-02-15,Derbyshire Dales,,0,0
2020-02-16,Derbyshire Dales,,0,0
2020-02-17,Derbyshire Dales,,0,0
2020-02-18,Derbyshire Dales,,0,0
2020-02-19,Derbyshire Dales,,0,0
2020-02-20,Derbyshire Dales,,0,0
2020-02-21,Derbyshire Dales,,0,0
2020-02-22,Derbyshire Dales,,0,0
2020-02-23,Derbyshire Dales,,0,0
2020-02-24,Derbyshire Dales,,0,0
2020-02-25,Derbyshire Dales,,0,0
2020-02-26,Derbyshire Dales,,0,0
2020-02-27,Derbyshire Dales,,0,0
2020-02-28,Derbyshire Dales,,0,0
2020-02-29,Derbyshire Dales,,0,0
2020-03-01,Derbyshire Dales,,0,0
2020-03-02,Derbyshire Dales,,0,0
2020-03-03,Derbyshire Dales,,0,0
2020-03-04,Derbyshire Dales,,0,0
2020-03-05,Derbyshire Dales,,0,0
2020-03-06,Derbyshire Dales,,0,0
2020-03-07,Derbyshire Dales,,0,0
2020-03-08,Derbyshire Dales,,0,0
2020-03-09,Derbyshire Dales,,0,0
2020-03-10,Derbyshire Dales,,0,0
2020-03-11,Derbyshire Dales,,0,0
2020-03-12,Derbyshire Dales,,0,0
2020-03-13,Derbyshire Dales,,0,0
2020-03-14,Derbyshire Dales,,0,0
2020-03-15,Derbyshire Dales,,0,0
2020-03-16,Derbyshire Dales,,0,0
2020-03-17,Derbyshire Dales,,0,0
2020-03-18,Derbyshire Dales,,0,0
2020-03-19,Derbyshire Dales,,0,0
2020-03-20,Derbyshire Dales,,0,0
2020-03-21,Derbyshire Dales,,0,0
2020-03-22,Derbyshire Dales,,0,0
2020-03-23,Derbyshire Dales,,0,0
2020-03-24,Derbyshire Dales,1,0,0
2020-03-25,Derbyshire Dales,0,0,0
2020-03-26,Derbyshire Dales,0,0,0
2020-03-27,Derbyshire Dales,0,0,0
2020-03-28,Derbyshire Dales,1,0,0
2020-03-29,Derbyshire Dales,1,0,0
2020-03-30,Derbyshire Dales,2,6.9000000000000003553,0
2020-03-31,Derbyshire Dales,1,6.9000000000000003553,0
2020-04-01,Derbyshire Dales,1,8.3000000000000007105,0
2020-04-02,Derbyshire Dales,0,8.3000000000000007105,0
2020-04-03,Derbyshire Dales,0,8.3000000000000007105,0
2020-04-04,Derbyshire Dales,0,6.9000000000000003553,0
2020-04-05,Derbyshire Dales,1,6.9000000000000003553,0
2020-04-06,Derbyshire Dales,2,6.9000000000000003553,0
2020-04-07,Derbyshire Dales,0,5.5,0
2020-04-08,Derbyshire Dales,1,5.5,0
2020-04-09,Derbyshire Dales,3,9.6999999999999992895,0
2020-04-10,Derbyshire Dales,1,11.099999999999999645,0
2020-04-11,Derbyshire Dales,0,11.099999999999999645,0
2020-04-12,Derbyshire Dales,0,9.6999999999999992895,0
2020-04-13,Derbyshire Dales,1,8.3000000000000007105,0
2020-04-14,Derbyshire Dales,1,9.6999999999999992895,0
2020-04-15,Derbyshire Dales,1,9.6999999999999992895,0
2020-04-16,Derbyshire Dales,1,6.9000000000000003553,0
2020-04-17,Derbyshire Dales,0,5.5,0
2020-04-18,Derbyshire Dales,2,8.3000000000000007105,0
2020-04-19,Derbyshire Dales,0,8.3000000000000007105,0
2020-04-20,Derbyshire Dales,2,9.6999999999999992895,0
2020-04-21,Derbyshire Dales,1,9.6999999999999992895,0
2020-04-22,Derbyshire Dales,0,8.3000000000000007105,0
2020-04-23,Derbyshire Dales,0,6.9000000000000003553,0
2020-04-24,Derbyshire Dales,0,6.9000000000000003553,0
2020-04-25,Derbyshire Dales,1,5.5,0
2020-04-26,Derbyshire Dales,1,6.9000000000000003553,0
2020-04-27,Derbyshire Dales,1,5.5,0
2020-04-28,Derbyshire Dales,0,4.0999999999999996447,0
2020-04-29,Derbyshire Dales,0,4.0999999999999996447,0
2020-04-30,Derbyshire Dales,1,5.5,0
2020-05-01,Derbyshire Dales,0,5.5,0
2020-05-02,Derbyshire Dales,0,4.0999999999999996447,0
2020-05-03,Derbyshire Dales,0,2.7999999999999998224,0
2020-05-04,Derbyshire Dales,1,2.7999999999999998224,0
2020-05-05,Derbyshire Dales,3,6.9000000000000003553,0
2020-05-06,Derbyshire Dales,1,8.3000000000000007105,0
2020-05-07,Derbyshire Dales,0,6.9000000000000003553,0
2020-05-08,Derbyshire Dales,1,8.3000000000000007105,0
2020-05-09,Derbyshire Dales,2,11.099999999999999645,0
2020-05-10,Derbyshire Dales,1,12.400000000000000355,0
2020-05-11,Derbyshire Dales,0,11.099999999999999645,0
2020-05-12,Derbyshire Dales,2,9.6999999999999992895,0
2020-05-13,Derbyshire Dales,0,8.3000000000000007105,0
2020-05-14,Derbyshire Dales,0,8.3000000000000007105,0
2020-05-15,Derbyshire Dales,0,6.9000000000000003553,0
2020-05-16,Derbyshire Dales,0,4.0999999999999996447,0
2020-05-17,Derbyshire Dales,1,4.0999999999999996447,0
2020-05-18,Derbyshire Dales,0,4.0999999999999996447,0
2020-05-19,Derbyshire Dales,0,1.3999999999999999112,0
2020-05-20,Derbyshire Dales,1,2.7999999999999998224,0
2020-05-21,Derbyshire Dales,1,4.0999999999999996447,0
2020-05-22,Derbyshire Dales,1,5.5,0
2020-05-23,Derbyshire Dales,1,6.9000000000000003553,0
2020-05-24,Derbyshire Dales,0,5.5,0
2020-05-25,Derbyshire Dales,1,6.9000000000000003553,0
2020-05-26,Derbyshire Dales,0,6.9000000000000003553,0
2020-05-27,Derbyshire Dales,0,5.5,0
2020-05-28,Derbyshire Dales,0,4.0999999999999996447,0
2020-05-29,Derbyshire Dales,0,2.7999999999999998224,0
2020-05-30,Derbyshire Dales,0,1.3999999999999999112,0
2020-05-31,Derbyshire Dales,0,1.3999999999999999112,0
2020-06-01,Derbyshire Dales,0,0,0
2020-06-02,Derbyshire Dales,2,2.7999999999999998224,0
2020-06-03,Derbyshire Dales,0,2.7999999999999998224,0
2020-06-04,Derbyshire Dales,0,2.7999999999999998224,0
2020-06-05,Derbyshire Dales,0,2.7999999999999998224,0
2020-06-06,Derbyshire Dales,0,2.7999999999999998224,0
2020-06-07,Derbyshire Dales,0,2.7999999999999998224,0
2020-06-08,Derbyshire Dales,0,2.7999999999999998224,0
2020-06-09,Derbyshire Dales,0,0,0
2020-06-10,Derbyshire Dales,0,0,0
2020-06-11,Derbyshire Dales,0,0,0
2020-06-12,Derbyshire Dales,0,0,0
2020-06-13,Derbyshire Dales,0,0,0
2020-06-14,Derbyshire Dales,0,0,0
2020-06-15,Derbyshire Dales,0,0,0
2020-06-16,Derbyshire Dales,0,0,0
2020-06-17,Derbyshire Dales,0,0,0
2020-06-18,Derbyshire Dales,0,0,0
2020-06-19,Derbyshire Dales,0,0,0
2020-06-20,Derbyshire Dales,0,0,0
2020-06-21,Derbyshire Dales,1,1.3999999999999999112,0
