date,areaName,deaths,deathsRollingRate,deathsReported
2020-01-03,"Bournemouth, Christchurch and Poole",,0,0
2020-01-04,"Bournemouth, Christchurch and Poole",,0,0
2020-01-05,"Bournemouth, Christchurch and Poole",,0,0
2020-01-06,"Bournemouth, Christchurch and Poole",,0,0
2020-01-07,"Bournemouth, Christchurch and Poole",,0,0
2020-01-08,"Bournemouth, Christchurch and Poole",,0,0
2020-01-09,"Bournemouth, Christchurch and Poole",,0,0
2020-01-10,"Bournemouth, Christchurch and Poole",,0,0
2020-01-11,"Bournemouth, Christchurch and Poole",,0,0
2020-01-12,"Bournemouth, Christchurch and Poole",,0,0
2020-01-13,"Bournemouth, Christchurch and Poole",,0,0
2020-01-14,"Bournemouth, Christchurch and Poole",,0,0
2020-01-15,"Bournemouth, Christchurch and Poole",,0,0
2020-01-16,"Bournemouth, Christchurch and Poole",,0,0
2020-01-17,"Bournemouth, Christchurch and Poole",,0,0
2020-01-18,"Bournemouth, Christchurch and Poole",,0,0
2020-01-19,"Bournemouth, Christchurch and Poole",,0,0
2020-01-20,"Bournemouth, Christchurch and Poole",,0,0
2020-01-21,"Bournemouth, Christchurch and Poole",,0,0
2020-01-22,"Bournemouth, Christchurch and Poole",,0,0
2020-01-23,"Bournemouth, Christchurch and Poole",,0,0
2020-01-24,"Bournemouth, Christchurch and Poole",,0,0
2020-01-25,"Bournemouth, Christchurch and Poole",,0,0
2020-01-26,"Bournemouth, Christchurch and Poole",,0,0
2020-01-27,"Bournemouth, Christchurch and Poole",,0,0
2020-01-28,"Bournemouth, Christchurch and Poole",,0,0
2020-01-29,"Bournemouth, Christchurch and Poole",,0,0
2020-01-30,"Bournemouth, Christchurch and Poole",,0,0
2020-01-31,"Bournemouth, Christchurch and Poole",,0,0
2020-02-01,"Bournemouth, Christchurch and Poole",,0,0
2020-02-02,"Bournemouth, Christchurch and Poole",,0,0
2020-02-03,"Bournemouth, Christchurch and Poole",,0,0
2020-02-04,"Bournemouth, Christchurch and Poole",,0,0
2020-02-05,"Bournemouth, Christchurch and Poole",,0,0
2020-02-06,"Bournemouth, Christchurch and Poole",,0,0
2020-02-07,"Bournemouth, Christchurch and Poole",,0,0
2020-02-08,"Bournemouth, Christchurch and Poole",,0,0
2020-02-09,"Bournemouth, Christchurch and Poole",,0,0
2020-02-10,"Bournemouth, Christchurch and Poole",,0,0
2020-02-11,"Bournemouth, Christchurch and Poole",,0,0
2020-02-12,"Bournemouth, Christchurch and Poole",,0,0
2020-02-13,"Bournemouth, Christchurch and Poole",,0,0
2020-02-14,"Bournemouth, Christchurch and Poole",,0,0
2020-02-15,"Bournemouth, Christchurch and Poole",,0,0
2020-02-16,"Bournemouth, Christchurch and Poole",,0,0
2020-02-17,"Bournemouth, Christchurch and Poole",,0,0
2020-02-18,"Bournemouth, Christchurch and Poole",,0,0
2020-02-19,"Bournemouth, Christchurch and Poole",,0,0
2020-02-20,"Bournemouth, Christchurch and Poole",,0,0
2020-02-21,"Bournemouth, Christchurch and Poole",,0,0
2020-02-22,"Bournemouth, Christchurch and Poole",,0,0
2020-02-23,"Bournemouth, Christchurch and Poole",,0,0
2020-02-24,"Bournemouth, Christchurch and Poole",,0,0
2020-02-25,"Bournemouth, Christchurch and Poole",,0,0
2020-02-26,"Bournemouth, Christchurch and Poole",,0,0
2020-02-27,"Bournemouth, Christchurch and Poole",,0,0
2020-02-28,"Bournemouth, Christchurch and Poole",,0,0
2020-02-29,"Bournemouth, Christchurch and Poole",,0,0
2020-03-01,"Bournemouth, Christchurch and Poole",,0,0
2020-03-02,"Bournemouth, Christchurch and Poole",,0,0
2020-03-03,"Bournemouth, Christchurch and Poole",,0,0
2020-03-04,"Bournemouth, Christchurch and Poole",,0,0
2020-03-05,"Bournemouth, Christchurch and Poole",,0,0
2020-03-06,"Bournemouth, Christchurch and Poole",,0,0
2020-03-07,"Bournemouth, Christchurch and Poole",,0,0
2020-03-08,"Bournemouth, Christchurch and Poole",,0,0
2020-03-09,"Bournemouth, Christchurch and Poole",,0,0
2020-03-10,"Bournemouth, Christchurch and Poole",,0,0
2020-03-11,"Bournemouth, Christchurch and Poole",,0,0
2020-03-12,"Bournemouth, Christchurch and Poole",,0,0
2020-03-13,"Bournemouth, Christchurch and Poole",,0,0
2020-03-14,"Bournemouth, Christchurch and Poole",,0,0
2020-03-15,"Bournemouth, Christchurch and Poole",,0,0
2020-03-16,"Bournemouth, Christchurch and Poole",,0,0
2020-03-17,"Bournemouth, Christchurch and Poole",,0,0
2020-03-18,"Bournemouth, Christchurch and Poole",,0,0
2020-03-19,"Bournemouth, Christchurch and Poole",,0,0
2020-03-20,"Bournemouth, Christchurch and Poole",,0,0
2020-03-21,"Bournemouth, Christchurch and Poole",,0,0
2020-03-22,"Bournemouth, Christchurch and Poole",,0,0
2020-03-23,"Bournemouth, Christchurch and Poole",,0,0
2020-03-24,"Bournemouth, Christchurch and Poole",,0,0
2020-03-25,"Bournemouth, Christchurch and Poole",,0,0
2020-03-26,"Bournemouth, Christchurch and Poole",1,0,0
2020-03-27,"Bournemouth, Christchurch and Poole",1,0,0
2020-03-28,"Bournemouth, Christchurch and Poole",2,0,0
