date,cc_open,cc_occupied
2019-12-02,656,529
2019-12-03,659,535
2019-12-04,663,542
2019-12-05,664,551
2019-12-06,649,506
2019-12-07,636,474
2019-12-08,648,483
2019-12-09,662,533
2019-12-10,662,556
2019-12-11,666,547
2019-12-12,664,541
2019-12-13,652,534
2019-12-14,640,492
2019-12-15,652,489
2019-12-16,663,543
2019-12-17,663,539
2019-12-18,665,548
2019-12-19,665,538
2019-12-20,653,509
2019-12-21,641,486
2019-12-22,650,491
2019-12-23,664,501
2019-12-24,663,488
2019-12-25,660,478
2019-12-26,659,483
2019-12-27,651,499
2019-12-28,644,488
2019-12-29,649,475
2019-12-30,663,519
2019-12-31,664,523
2020-01-01,666,506
2020-01-02,666,516
2020-01-03,659,528
2020-01-04,643,496
2020-01-05,653,505
2020-01-06,662,529
2020-01-07,663,543
2020-01-08,665,547
2020-01-09,662,548
2020-01-10,657,496
2020-01-11,643,484
2020-01-12,652,494
2020-01-13,664,542
2020-01-14,668,542
2020-01-15,667,529
2020-01-16,666,525
2020-01-17,657,509
2020-01-18,644,473
2020-01-19,652,475
2020-01-20,663,511
2020-01-21,664,515
2020-01-22,665,511
2020-01-23,664,521
2020-01-24,657,516
2020-01-25,642,483
2020-01-26,650,475
2020-01-27,662,514
2020-01-28,666,516
2020-01-29,666,526
2020-01-30,666,526
2020-01-31,657,510
2020-02-01,644,461
2020-02-02,652,457
2020-02-03,664,516
2020-02-04,666,521
2020-02-05,666,528
2020-02-06,667,527
2020-02-07,645,505
2020-02-08,646,478
2020-02-09,651,453
2020-02-10,663,503
2020-02-11,665,527
2020-02-12,666,510
2020-02-13,666,510
2020-02-14,657,513
2020-02-15,640,484
2020-02-16,650,474
2020-02-17,663,510
2020-02-18,663,515
2020-02-19,665,524
2020-02-20,665,510
2020-02-21,651,506
2020-02-22,641,475
2020-02-23,654,454
2020-02-24,663,475
2020-02-25,661,497
2020-02-26,664,523
2020-02-27,666,523
2020-02-28,656,496
2020-02-29,642,462
2020-03-01,652,462
