date,cc_open,cc_occupied
2019-12-02,650,534
2019-12-03,640,540
2019-12-04,646,563
2019-12-05,642,542
2019-12-06,642,529
2019-12-07,642,516
2019-12-08,643,526
2019-12-09,641,535
2019-12-10,650,558
2019-12-11,645,554
2019-12-12,641,536
2019-12-13,639,555
2019-12-14,643,518
2019-12-15,647,513
2019-12-16,647,556
2019-12-17,654,575
2019-12-18,647,562
2019-12-19,640,562
2019-12-20,637,535
2019-12-21,633,507
2019-12-22,639,495
2019-12-23,634,525
2019-12-24,628,493
2019-12-25,630,472
2019-12-26,634,489
2019-12-27,639,510
2019-12-28,642,501
2019-12-29,637,505
2019-12-30,648,512
2019-12-31,645,522
2020-01-01,646,533
2020-01-02,650,562
2020-01-03,651,528
2020-01-04,653,522
2020-01-05,657,554
2020-01-06,651,551
2020-01-07,644,556
2020-01-08,646,532
2020-01-09,648,567
2020-01-10,649,551
2020-01-11,648,533
2020-01-12,643,528
2020-01-13,646,529
2020-01-14,645,540
2020-01-15,649,535
2020-01-16,651,538
2020-01-17,644,507
2020-01-18,649,496
2020-01-19,648,501
2020-01-20,640,496
2020-01-21,640,518
2020-01-22,647,531
2020-01-23,646,547
2020-01-24,644,525
2020-01-25,638,505
2020-01-26,639,509
2020-01-27,637,526
2020-01-28,640,542
2020-01-29,642,533
2020-01-30,608,501
2020-01-31,644,529
2020-02-01,641,513
2020-02-02,648,518
2020-02-03,647,534
2020-02-04,650,553
2020-02-05,647,536
2020-02-06,652,542
2020-02-07,640,521
2020-02-08,639,510
2020-02-09,640,496
2020-02-10,645,527
2020-02-11,647,522
2020-02-12,646,536
2020-02-13,649,545
2020-02-14,642,529
2020-02-15,634,493
2020-02-16,636,494
2020-02-17,637,503
2020-02-18,641,511
2020-02-19,644,526
2020-02-20,645,542
2020-02-21,645,536
2020-02-22,648,523
2020-02-23,642,513
2020-02-24,642,515
2020-02-25,650,530
2020-02-26,645,533
2020-02-27,642,525
2020-02-28,646,526
2020-02-29,647,511
2020-03-01,645,504
