date,areaName,deathsRegistered
2021-11-05,East of England,97
2021-11-04,East of England,
2021-11-03,East of England,
2021-11-02,East of England,
2021-11-01,East of England,
2021-10-31,East of England,
2021-10-30,East of England,
2021-10-29,East of England,84
2021-10-28,East of England,
2021-10-27,East of England,
2021-10-26,East of England,
2021-10-25,East of England,
2021-10-24,East of England,
2021-10-23,East of England,
2021-10-22,East of England,51
2021-10-21,East of England,
2021-10-20,East of England,
2021-10-19,East of England,
2021-10-18,East of England,
2021-10-17,East of England,
2021-10-16,East of England,
2021-10-15,East of England,52
2021-10-14,East of England,
2021-10-13,East of England,
2021-10-12,East of England,
2021-10-11,East of England,
2021-10-10,East of England,
2021-10-09,East of England,
2021-10-08,East of England,38
2021-10-07,East of England,
2021-10-06,East of England,
2021-10-05,East of England,
2021-10-04,East of England,
2021-10-03,East of England,
2021-10-02,East of England,
2021-10-01,East of England,62
2021-09-30,East of England,
2021-09-29,East of England,
2021-09-28,East of England,
2021-09-27,East of England,
2021-09-26,East of England,
2021-09-25,East of England,
2021-09-24,East of England,81
2021-09-23,East of England,
2021-09-22,East of England,
2021-09-21,East of England,
2021-09-20,East of England,
2021-09-19,East of England,
2021-09-18,East of England,
2021-09-17,East of England,68
2021-09-16,East of England,
2021-09-15,East of England,
2021-09-14,East of England,
2021-09-13,East of England,
2021-09-12,East of England,
2021-09-11,East of England,
2021-09-10,East of England,70
2021-09-09,East of England,
2021-09-08,East of England,
2021-09-07,East of England,
2021-09-06,East of England,
2021-09-05,East of England,
2021-09-04,East of England,
2021-09-03,East of England,65
2021-09-02,East of England,
2021-09-01,East of England,
2021-08-31,East of England,
2021-08-30,East of England,
2021-08-29,East of England,
2021-08-28,East of England,
2021-08-27,East of England,51
2021-08-26,East of England,
2021-08-25,East of England,
2021-08-24,East of England,
2021-08-23,East of England,
2021-08-22,East of England,
2021-08-21,East of England,
2021-08-20,East of England,42
2021-08-19,East of England,
2021-08-18,East of England,
2021-08-17,East of England,
2021-08-16,East of England,
2021-08-15,East of England,
2021-08-14,East of England,
2021-08-13,East of England,45
2021-08-12,East of England,
2021-08-11,East of England,
2021-08-10,East of England,
2021-08-09,East of England,
2021-08-08,East of England,
2021-08-07,East of England,
2021-08-06,East of England,33
2021-08-05,East of England,
2021-08-04,East of England,
2021-08-03,East of England,
2021-08-02,East of England,
2021-08-01,East of England,
2021-07-31,East of England,
2021-07-30,East of England,25
2021-07-29,East of England,
2021-07-28,East of England,
2021-07-27,East of England,
2021-07-26,East of England,
2021-07-25,East of England,
2021-07-24,East of England,
2021-07-23,East of England,21
2021-07-22,East of England,
2021-07-21,East of England,
2021-07-20,East of England,
2021-07-19,East of England,
2021-07-18,East of England,
2021-07-17,East of England,
2021-07-16,East of England,12
2021-07-15,East of England,
2021-07-14,East of England,
2021-07-13,East of England,
2021-07-12,East of England,
2021-07-11,East of England,
2021-07-10,East of England,
2021-07-09,East of England,11
2021-07-08,East of England,
2021-07-07,East of England,
2021-07-06,East of England,
2021-07-05,East of England,
2021-07-04,East of England,
2021-07-03,East of England,
2021-07-02,East of England,6
2021-07-01,East of England,
2021-06-30,East of England,
2021-06-29,East of England,
2021-06-28,East of England,
2021-06-27,East of England,
2021-06-26,East of England,
2021-06-25,East of England,5
2021-06-24,East of England,
2021-06-23,East of England,
2021-06-22,East of England,
2021-06-21,East of England,
2021-06-20,East of England,
2021-06-19,East of England,
2021-06-18,East of England,9
2021-06-17,East of England,
2021-06-16,East of England,
2021-06-15,East of England,
2021-06-14,East of England,
2021-06-13,East of England,
2021-06-12,East of England,
2021-06-11,East of England,9
2021-06-10,East of England,
2021-06-09,East of England,
2021-06-08,East of England,
2021-06-07,East of England,
2021-06-06,East of England,
2021-06-05,East of England,
2021-06-04,East of England,5
2021-06-03,East of England,
2021-06-02,East of England,
2021-06-01,East of England,
2021-05-31,East of England,
2021-05-30,East of England,
2021-05-29,East of England,
2021-05-28,East of England,11
2021-05-27,East of England,
2021-05-26,East of England,
2021-05-25,East of England,
2021-05-24,East of England,
2021-05-23,East of England,
2021-05-22,East of England,
2021-05-21,East of England,12
2021-05-20,East of England,
2021-05-19,East of England,
2021-05-18,East of England,
2021-05-17,East of England,
2021-05-16,East of England,
2021-05-15,East of England,
2021-05-14,East of England,20
2021-05-13,East of England,
2021-05-12,East of England,
2021-05-11,East of England,
2021-05-10,East of England,
2021-05-09,East of England,
2021-05-08,East of England,
2021-05-07,East of England,13
2021-05-06,East of England,
2021-05-05,East of England,
2021-05-04,East of England,
2021-05-03,East of England,
2021-05-02,East of England,
2021-05-01,East of England,
2021-04-30,East of England,20
2021-04-29,East of England,
2021-04-28,East of England,
2021-04-27,East of England,
2021-04-26,East of England,
2021-04-25,East of England,
2021-04-24,East of England,
2021-04-23,East of England,33
2021-04-22,East of England,
2021-04-21,East of England,
2021-04-20,East of England,
2021-04-19,East of England,
2021-04-18,East of England,
2021-04-17,East of England,
2021-04-16,East of England,33
2021-04-15,East of England,
2021-04-14,East of England,
2021-04-13,East of England,
2021-04-12,East of England,
2021-04-11,East of England,
2021-04-10,East of England,
2021-04-09,East of England,40
2021-04-08,East of England,
2021-04-07,East of England,
2021-04-06,East of England,
2021-04-05,East of England,
2021-04-04,East of England,
2021-04-03,East of England,
2021-04-02,East of England,43
2021-04-01,East of England,
2021-03-31,East of England,
2021-03-30,East of England,
2021-03-29,East of England,
2021-03-28,East of England,
2021-03-27,East of England,
2021-03-26,East of England,68
2021-03-25,East of England,
2021-03-24,East of England,
2021-03-23,East of England,
2021-03-22,East of England,
2021-03-21,East of England,
2021-03-20,East of England,
2021-03-19,East of England,112
2021-03-18,East of England,
2021-03-17,East of England,
2021-03-16,East of England,
2021-03-15,East of England,
2021-03-14,East of England,
2021-03-13,East of England,
2021-03-12,East of England,182
2021-03-11,East of England,
2021-03-10,East of England,
2021-03-09,East of England,
2021-03-08,East of England,
2021-03-07,East of England,
2021-03-06,East of England,
2021-03-05,East of England,277
2021-03-04,East of England,
2021-03-03,East of England,
2021-03-02,East of England,
2021-03-01,East of England,
2021-02-28,East of England,
2021-02-27,East of England,
2021-02-26,East of England,337
2021-02-25,East of England,
2021-02-24,East of England,
2021-02-23,East of England,
2021-02-22,East of England,
2021-02-21,East of England,
2021-02-20,East of England,
2021-02-19,East of England,566
2021-02-18,East of England,
2021-02-17,East of England,
2021-02-16,East of England,
2021-02-15,East of England,
2021-02-14,East of England,
2021-02-13,East of England,
2021-02-12,East of England,808
2021-02-11,East of England,
2021-02-10,East of England,
2021-02-09,East of England,
2021-02-08,East of England,
2021-02-07,East of England,
2021-02-06,East of England,
2021-02-05,East of England,1098
2021-02-04,East of England,
2021-02-03,East of England,
2021-02-02,East of England,
2021-02-01,East of England,
2021-01-31,East of England,
2021-01-30,East of England,
2021-01-29,East of England,1297
2021-01-28,East of England,
2021-01-27,East of England,
2021-01-26,East of England,
2021-01-25,East of England,
2021-01-24,East of England,
2021-01-23,East of England,
2021-01-22,East of England,1216
2021-01-21,East of England,
2021-01-20,East of England,
2021-01-19,East of England,
2021-01-18,East of England,
2021-01-17,East of England,
2021-01-16,East of England,
2021-01-15,East of England,1096
2021-01-14,East of England,
2021-01-13,East of England,
2021-01-12,East of England,
2021-01-11,East of England,
2021-01-10,East of England,
2021-01-09,East of England,
2021-01-08,East of England,816
2021-01-07,East of England,
2021-01-06,East of England,
2021-01-05,East of England,
2021-01-04,East of England,
2021-01-03,East of England,
2021-01-02,East of England,
2021-01-01,East of England,325
2020-12-31,East of England,
2020-12-30,East of England,
2020-12-29,East of England,
2020-12-28,East of England,
2020-12-27,East of England,
2020-12-26,East of England,
2020-12-25,East of England,301
2020-12-24,East of England,
2020-12-23,East of England,
2020-12-22,East of England,
2020-12-21,East of England,
2020-12-20,East of England,
2020-12-19,East of England,
2020-12-18,East of England,237
2020-12-17,East of England,
2020-12-16,East of England,
2020-12-15,East of England,
2020-12-14,East of England,
2020-12-13,East of England,
2020-12-12,East of England,
2020-12-11,East of England,201
2020-12-10,East of England,
2020-12-09,East of England,
2020-12-08,East of England,
2020-12-07,East of England,
2020-12-06,East of England,
2020-12-05,East of England,
2020-12-04,East of England,182
2020-12-03,East of England,
2020-12-02,East of England,
2020-12-01,East of England,
2020-11-30,East of England,
2020-11-29,East of England,
2020-11-28,East of England,
2020-11-27,East of England,155
2020-11-26,East of England,
2020-11-25,East of England,
2020-11-24,East of England,
2020-11-23,East of England,
2020-11-22,East of England,
2020-11-21,East of England,
2020-11-20,East of England,131
2020-11-19,East of England,
2020-11-18,East of England,
2020-11-17,East of England,
2020-11-16,East of England,
2020-11-15,East of England,
2020-11-14,East of England,
2020-11-13,East of England,132
2020-11-12,East of England,
2020-11-11,East of England,
2020-11-10,East of England,
2020-11-09,East of England,
2020-11-08,East of England,
2020-11-07,East of England,
2020-11-06,East of England,116
2020-11-05,East of England,
