date,cc_open,cc_occupied
2010-11-01,474,381
2010-11-02,535,454
2010-11-03,617,486
2010-11-04,605,519
2010-11-07,611,444
2010-11-08,607,485
2010-11-09,616,512
2010-11-10,614,520
2010-11-11,584,492
2010-11-14,606,482
2010-11-15,611,503
2010-11-16,611,505
2010-11-17,586,491
2010-11-18,587,487
2010-11-21,614,488
2010-11-22,615,500
2010-11-23,585,508
2010-11-24,611,513
2010-11-25,608,506
2010-11-28,605,441
2010-11-29,608,472
2010-11-30,518,438
2010-12-01,530,429
2010-12-02,609,496
2010-12-05,610,459
2010-12-06,607,490
2010-12-07,612,507
2010-12-08,611,514
2010-12-09,616,503
2010-12-12,610,463
2010-12-13,615,489
2010-12-14,614,503
2010-12-15,612,503
2010-12-16,616,512
2010-12-19,609,455
2010-12-20,614,521
2010-12-21,530,447
2010-12-22,610,495
2010-12-23,609,497
2010-12-29,612,500
2010-12-30,612,514
2011-01-03,614,499
2011-01-04,614,523
2011-01-05,618,513
2011-01-06,626,529
2011-01-09,622,533
2011-01-10,626,553
2011-01-11,626,567
2011-01-12,626,554
2011-01-13,621,553
2011-01-16,624,495
2011-01-17,620,525
2011-01-18,622,514
2011-01-19,617,511
2011-01-20,616,501
2011-01-23,614,457
2011-01-24,617,483
2011-01-25,617,493
2011-01-26,619,483
2011-01-27,618,483
2011-01-30,615,429
2011-01-31,613,465
2011-02-01,617,487
2011-02-02,616,482
2011-02-03,617,479
2011-02-06,614,460
2011-02-07,614,483
2011-02-08,616,511
2011-02-09,618,516
2011-02-10,617,504
2011-02-13,615,468
2011-02-14,619,481
2011-02-15,617,484
2011-02-16,612,489
2011-02-17,617,514
2011-02-20,607,456
