date,cc_open,cc_occupied
2010-11-01,643,577
2010-11-02,661,598
2010-11-03,677,626
2010-11-04,677,613
2010-11-07,672,581
2010-11-08,682,609
2010-11-09,683,611
2010-11-10,685,618
2010-11-11,635,546
2010-11-14,632,543
2010-11-15,634,552
2010-11-16,681,604
2010-11-17,680,585
2010-11-18,679,600
2010-11-21,680,579
2010-11-22,682,592
2010-11-23,683,620
2010-11-24,679,622
2010-11-25,674,603
2010-11-28,680,593
2010-11-29,679,593
2010-11-30,678,614
2010-12-01,683,619
2010-12-02,681,615
2010-12-05,1222,621
2010-12-06,680,581
2010-12-07,680,624
2010-12-08,679,627
2010-12-09,679,631
2010-12-12,681,625
2010-12-13,680,643
2010-12-14,685,649
2010-12-15,684,639
2010-12-16,679,641
2010-12-19,678,630
2010-12-20,673,613
2010-12-21,674,611
2010-12-22,681,588
2010-12-23,677,602
2010-12-29,683,621
2010-12-30,679,622
2011-01-03,674,602
2011-01-04,686,623
2011-01-05,690,633
2011-01-06,687,620
2011-01-09,676,612
2011-01-10,682,623
2011-01-11,690,640
2011-01-12,684,616
2011-01-13,684,641
2011-01-16,683,616
2011-01-17,682,616
2011-01-18,683,621
2011-01-19,687,631
2011-01-20,684,626
2011-01-23,680,608
2011-01-24,670,599
2011-01-25,679,612
2011-01-26,686,626
2011-01-27,699,632
2011-01-30,686,617
2011-01-31,701,628
2011-02-01,701,631
2011-02-02,697,634
2011-02-03,697,637
2011-02-06,688,625
2011-02-07,696,623
2011-02-08,698,620
2011-02-09,697,612
2011-02-10,698,619
2011-02-13,694,601
2011-02-14,701,622
2011-02-15,707,644
2011-02-16,702,641
2011-02-17,702,633
2011-02-20,621,551
