date,areaName,admissions,admissionsRollingRate,patients,patientsMv,cumAdmissionsByAge
2021-07-31,East of England,29,5.3,416,65,"[{'age': '18_to_64', 'rate': 350.0, 'value': 13427}, {'age': '65_to_84', 'rate': 1528.2, 'value': 17044}, {'age': '85+', 'rate': 5601.7, 'value': 10121}, {'age': '0_to_5', 'rate': 60.8, 'value': 282}, {'age': '6_to_17', 'rate': 28.2, 'value': 273}]"
2021-07-30,East of England,43,5.9,361,63,"[{'age': '18_to_64', 'rate': 349.6, 'value': 13413}, {'age': '65_to_84', 'rate': 1527.4, 'value': 17035}, {'age': '85+', 'rate': 5598.4, 'value': 10115}, {'age': '0_to_5', 'rate': 60.8, 'value': 282}, {'age': '6_to_17', 'rate': 28.2, 'value': 273}]"
2021-07-29,East of England,55,6.0,372,61,"[{'age': '18_to_64', 'rate': 348.9, 'value': 13385}, {'age': '65_to_84', 'rate': 1526.7, 'value': 17027}, {'age': '85+', 'rate': 5595.6, 'value': 10110}, {'age': '0_to_5', 'rate': 60.4, 'value': 280}, {'age': '6_to_17', 'rate': 28.2, 'value': 273}]"
2021-07-28,East of England,43,5.9,369,57,"[{'age': '18_to_64', 'rate': 348.0, 'value': 13350}, {'age': '65_to_84', 'rate': 1525.5, 'value': 17014}, {'age': '85+', 'rate': 5592.9, 'value': 10105}, {'age': '0_to_5', 'rate': 60.2, 'value': 279}, {'age': '6_to_17', 'rate': 28.1, 'value': 272}]"
2021-07-27,East of England,50,5.7,354,51,"[{'age': '18_to_64', 'rate': 347.3, 'value': 13324}, {'age': '65_to_84', 'rate': 1524.3, 'value': 17001}, {'age': '85+', 'rate': 5591.2, 'value': 10102}, {'age': '0_to_5', 'rate': 60.2, 'value': 279}, {'age': '6_to_17', 'rate': 28.0, 'value': 271}]"
2021-07-26,East of England,61,5.8,377,52,"[{'age': '18_to_64', 'rate': 346.4, 'value': 13290}, {'age': '65_to_84', 'rate': 1523.5, 'value': 16992}, {'age': '85+', 'rate': 5590.1, 'value': 10100}, {'age': '0_to_5', 'rate': 59.3, 'value': 275}, {'age': '6_to_17', 'rate': 27.9, 'value': 270}]"
2021-07-25,East of England,68,5.6,340,48,"[{'age': '18_to_64', 'rate': 345.5, 'value': 13253}, {'age': '65_to_84', 'rate': 1522.4, 'value': 16979}, {'age': '85+', 'rate': 5585.7, 'value': 10092}, {'age': '0_to_5', 'rate': 58.7, 'value': 272}, {'age': '6_to_17', 'rate': 27.9, 'value': 270}]"
2021-07-24,East of England,69,5.4,284,43,"[{'age': '18_to_64', 'rate': 344.4, 'value': 13210}, {'age': '65_to_84', 'rate': 1521.1, 'value': 16965}, {'age': '85+', 'rate': 5581.8, 'value': 10085}, {'age': '0_to_5', 'rate': 58.7, 'value': 272}, {'age': '6_to_17', 'rate': 27.5, 'value': 266}]"
2021-07-23,East of England,48,5.1,302,43,"[{'age': '18_to_64', 'rate': 343.1, 'value': 13163}, {'age': '65_to_84', 'rate': 1519.9, 'value': 16951}, {'age': '85+', 'rate': 5577.9, 'value': 10078}, {'age': '0_to_5', 'rate': 58.7, 'value': 272}, {'age': '6_to_17', 'rate': 27.4, 'value': 265}]"
2021-07-22,East of England,47,4.8,299,42,"[{'age': '18_to_64', 'rate': 342.2, 'value': 13129}, {'age': '65_to_84', 'rate': 1519.2, 'value': 16944}, {'age': '85+', 'rate': 5575.1, 'value': 10073}, {'age': '0_to_5', 'rate': 58.5, 'value': 271}, {'age': '6_to_17', 'rate': 27.3, 'value': 264}]"
2021-07-21,East of England,33,4.7,277,35,"[{'age': '18_to_64', 'rate': 341.4, 'value': 13095}, {'age': '65_to_84', 'rate': 1518.7, 'value': 16938}, {'age': '85+', 'rate': 5572.9, 'value': 10069}, {'age': '0_to_5', 'rate': 58.0, 'value': 269}, {'age': '6_to_17', 'rate': 27.2, 'value': 263}]"
2021-07-20,East of England,56,4.7,254,32,"[{'age': '18_to_64', 'rate': 340.8, 'value': 13074}, {'age': '65_to_84', 'rate': 1518.1, 'value': 16931}, {'age': '85+', 'rate': 5571.3, 'value': 10066}, {'age': '0_to_5', 'rate': 57.8, 'value': 268}, {'age': '6_to_17', 'rate': 27.1, 'value': 262}]"
2021-07-19,East of England,47,4.3,242,30,"[{'age': '18_to_64', 'rate': 339.8, 'value': 13035}, {'age': '65_to_84', 'rate': 1517.3, 'value': 16922}, {'age': '85+', 'rate': 5567.9, 'value': 10060}, {'age': '0_to_5', 'rate': 57.6, 'value': 267}, {'age': '6_to_17', 'rate': 27.0, 'value': 261}]"
2021-07-18,East of England,57,4.1,206,29,"[{'age': '18_to_64', 'rate': 339.0, 'value': 13005}, {'age': '65_to_84', 'rate': 1516.4, 'value': 16912}, {'age': '85+', 'rate': 5566.3, 'value': 10057}, {'age': '0_to_5', 'rate': 57.2, 'value': 265}, {'age': '6_to_17', 'rate': 26.8, 'value': 259}]"
2021-07-17,East of England,44,3.6,184,29,"[{'age': '18_to_64', 'rate': 338.0, 'value': 12967}, {'age': '65_to_84', 'rate': 1515.4, 'value': 16901}, {'age': '85+', 'rate': 5563.5, 'value': 10052}, {'age': '0_to_5', 'rate': 56.7, 'value': 263}, {'age': '6_to_17', 'rate': 26.7, 'value': 258}]"
2021-07-16,East of England,31,3.4,181,28,"[{'age': '18_to_64', 'rate': 337.3, 'value': 12941}, {'age': '65_to_84', 'rate': 1514.6, 'value': 16892}, {'age': '85+', 'rate': 5560.2, 'value': 10046}, {'age': '0_to_5', 'rate': 56.5, 'value': 262}, {'age': '6_to_17', 'rate': 26.5, 'value': 256}]"
2021-07-15,East of England,38,3.3,164,29,"[{'age': '18_to_64', 'rate': 336.8, 'value': 12921}, {'age': '65_to_84', 'rate': 1514.0, 'value': 16886}, {'age': '85+', 'rate': 5558.5, 'value': 10043}, {'age': '0_to_5', 'rate': 56.3, 'value': 261}, {'age': '6_to_17', 'rate': 26.4, 'value': 255}]"
2021-07-14,East of England,35,3.2,154,30,"[{'age': '18_to_64', 'rate': 336.3, 'value': 12901}, {'age': '65_to_84', 'rate': 1513.0, 'value': 16875}, {'age': '85+', 'rate': 5554.7, 'value': 10036}, {'age': '0_to_5', 'rate': 56.3, 'value': 261}, {'age': '6_to_17', 'rate': 26.4, 'value': 255}]"
2021-07-13,East of England,31,3.0,151,26,"[{'age': '18_to_64', 'rate': 335.8, 'value': 12881}, {'age': '65_to_84', 'rate': 1512.2, 'value': 16866}, {'age': '85+', 'rate': 5553.0, 'value': 10033}, {'age': '0_to_5', 'rate': 56.1, 'value': 260}, {'age': '6_to_17', 'rate': 26.2, 'value': 253}]"
2021-07-12,East of England,36,2.8,142,19,"[{'age': '18_to_64', 'rate': 335.3, 'value': 12862}, {'age': '65_to_84', 'rate': 1511.7, 'value': 16860}, {'age': '85+', 'rate': 5550.8, 'value': 10029}, {'age': '0_to_5', 'rate': 55.9, 'value': 259}, {'age': '6_to_17', 'rate': 26.0, 'value': 252}]"
2021-07-11,East of England,24,2.6,117,16,"[{'age': '18_to_64', 'rate': 334.6, 'value': 12837}, {'age': '65_to_84', 'rate': 1511.1, 'value': 16853}, {'age': '85+', 'rate': 5549.7, 'value': 10027}, {'age': '0_to_5', 'rate': 55.7, 'value': 258}, {'age': '6_to_17', 'rate': 25.9, 'value': 251}]"
2021-07-10,East of England,25,2.5,113,15,"[{'age': '18_to_64', 'rate': 334.2, 'value': 12821}, {'age': '65_to_84', 'rate': 1510.8, 'value': 16850}, {'age': '85+', 'rate': 5548.0, 'value': 10024}, {'age': '0_to_5', 'rate': 55.5, 'value': 257}, {'age': '6_to_17', 'rate': 25.8, 'value': 250}]"
2021-07-09,East of England,28,2.3,108,16,"[{'age': '18_to_64', 'rate': 333.9, 'value': 12808}, {'age': '65_to_84', 'rate': 1509.9, 'value': 16840}, {'age': '85+', 'rate': 5547.5, 'value': 10023}, {'age': '0_to_5', 'rate': 55.2, 'value': 256}, {'age': '6_to_17', 'rate': 25.8, 'value': 250}]"
2021-07-08,East of England,32,2.1,102,15,"[{'age': '18_to_64', 'rate': 333.3, 'value': 12786}, {'age': '65_to_84', 'rate': 1509.5, 'value': 16836}, {'age': '85+', 'rate': 5546.9, 'value': 10022}, {'age': '0_to_5', 'rate': 55.0, 'value': 255}, {'age': '6_to_17', 'rate': 25.8, 'value': 250}]"
2021-07-07,East of England,22,2.0,105,18,"[{'age': '18_to_64', 'rate': 332.7, 'value': 12763}, {'age': '65_to_84', 'rate': 1508.8, 'value': 16828}, {'age': '85+', 'rate': 5546.4, 'value': 10021}, {'age': '0_to_5', 'rate': 55.0, 'value': 255}, {'age': '6_to_17', 'rate': 25.8, 'value': 250}]"
2021-07-06,East of England,19,1.9,98,19,"[{'age': '18_to_64', 'rate': 332.3, 'value': 12748}, {'age': '65_to_84', 'rate': 1508.6, 'value': 16825}, {'age': '85+', 'rate': 5544.7, 'value': 10018}, {'age': '0_to_5', 'rate': 54.8, 'value': 254}, {'age': '6_to_17', 'rate': 25.8, 'value': 250}]"
2021-07-05,East of England,21,1.7,101,18,"[{'age': '18_to_64', 'rate': 332.2, 'value': 12742}, {'age': '65_to_84', 'rate': 1508.2, 'value': 16821}, {'age': '85+', 'rate': 5541.4, 'value': 10012}, {'age': '0_to_5', 'rate': 54.6, 'value': 253}, {'age': '6_to_17', 'rate': 25.6, 'value': 248}]"
2021-07-04,East of England,18,1.5,86,16,"[{'age': '18_to_64', 'rate': 331.8, 'value': 12727}, {'age': '65_to_84', 'rate': 1507.9, 'value': 16818}, {'age': '85+', 'rate': 5540.3, 'value': 10010}, {'age': '0_to_5', 'rate': 54.6, 'value': 253}, {'age': '6_to_17', 'rate': 25.5, 'value': 247}]"
2021-07-03,East of England,12,1.4,86,16,"[{'age': '18_to_64', 'rate': 331.5, 'value': 12716}, {'age': '65_to_84', 'rate': 1507.7, 'value': 16815}, {'age': '85+', 'rate': 5538.6, 'value': 10007}, {'age': '0_to_5', 'rate': 54.6, 'value': 253}, {'age': '6_to_17', 'rate': 25.4, 'value': 246}]"
2021-07-02,East of England,17,1.4,82,15,"[{'age': '18_to_64', 'rate': 331.2, 'value': 12706}, {'age': '65_to_84', 'rate': 1507.5, 'value': 16813}, {'age': '85+', 'rate': 5538.6, 'value': 10007}, {'age': '0_to_5', 'rate': 54.6, 'value': 253}, {'age': '6_to_17', 'rate': 25.4, 'value': 246}]"
2021-07-01,East of England,22,1.4,79,16,"[{'age': '18_to_64', 'rate': 331.0, 'value': 12699}, {'age': '65_to_84', 'rate': 1507.0, 'value': 16808}, {'age': '85+', 'rate': 5535.8, 'value': 10002}, {'age': '0_to_5', 'rate': 54.6, 'value': 253}, {'age': '6_to_17', 'rate': 25.4, 'value': 246}]"
2021-06-30,East of England,13,1.2,83,14,"[{'age': '18_to_64', 'rate': 330.8, 'value': 12689}, {'age': '65_to_84', 'rate': 1506.5, 'value': 16802}, {'age': '85+', 'rate': 5533.6, 'value': 9998}, {'age': '0_to_5', 'rate': 54.2, 'value': 251}, {'age': '6_to_17', 'rate': 25.4, 'value': 246}]"
2021-06-29,East of England,7,1.1,86,11,"[{'age': '18_to_64', 'rate': 330.6, 'value': 12682}, {'age': '65_to_84', 'rate': 1506.1, 'value': 16798}, {'age': '85+', 'rate': 5533.1, 'value': 9997}, {'age': '0_to_5', 'rate': 54.2, 'value': 251}, {'age': '6_to_17', 'rate': 25.3, 'value': 245}]"
2021-06-28,East of England,12,1.2,82,12,"[{'age': '18_to_64', 'rate': 330.5, 'value': 12677}, {'age': '65_to_84', 'rate': 1506.0, 'value': 16797}, {'age': '85+', 'rate': 5533.1, 'value': 9997}, {'age': '0_to_5', 'rate': 54.2, 'value': 251}, {'age': '6_to_17', 'rate': 25.2, 'value': 244}]"
2021-06-27,East of England,9,1.2,77,11,"[{'age': '18_to_64', 'rate': 330.2, 'value': 12666}, {'age': '65_to_84', 'rate': 1506.0, 'value': 16797}, {'age': '85+', 'rate': 5532.5, 'value': 9996}, {'age': '0_to_5', 'rate': 54.2, 'value': 251}, {'age': '6_to_17', 'rate': 25.2, 'value': 244}]"
2021-06-26,East of England,12,1.2,75,10,"[{'age': '18_to_64', 'rate': 330.0, 'value': 12661}, {'age': '65_to_84', 'rate': 1505.8, 'value': 16794}, {'age': '85+', 'rate': 5532.0, 'value': 9995}, {'age': '0_to_5', 'rate': 54.2, 'value': 251}, {'age': '6_to_17', 'rate': 25.2, 'value': 244}]"
2021-06-25,East of England,14,1.2,69,10,"[{'age': '18_to_64', 'rate': 329.8, 'value': 12651}, {'age': '65_to_84', 'rate': 1505.8, 'value': 16794}, {'age': '85+', 'rate': 5532.0, 'value': 9995}, {'age': '0_to_5', 'rate': 53.9, 'value': 250}, {'age': '6_to_17', 'rate': 25.1, 'value': 243}]"
2021-06-24,East of England,9,1.1,65,9,"[{'age': '18_to_64', 'rate': 329.6, 'value': 12645}, {'age': '65_to_84', 'rate': 1505.4, 'value': 16790}, {'age': '85+', 'rate': 5530.9, 'value': 9993}, {'age': '0_to_5', 'rate': 53.7, 'value': 249}, {'age': '6_to_17', 'rate': 25.0, 'value': 242}]"
2021-06-23,East of England,11,1.2,66,9,"[{'age': '18_to_64', 'rate': 329.4, 'value': 12637}, {'age': '65_to_84', 'rate': 1505.3, 'value': 16789}, {'age': '85+', 'rate': 5530.9, 'value': 9993}, {'age': '0_to_5', 'rate': 53.7, 'value': 249}, {'age': '6_to_17', 'rate': 25.0, 'value': 242}]"
2021-06-22,East of England,13,1.2,67,10,"[{'age': '18_to_64', 'rate': 329.2, 'value': 12630}, {'age': '65_to_84', 'rate': 1505.2, 'value': 16787}, {'age': '85+', 'rate': 5530.3, 'value': 9992}, {'age': '0_to_5', 'rate': 53.5, 'value': 248}, {'age': '6_to_17', 'rate': 25.0, 'value': 242}]"
2021-06-21,East of England,11,1.3,67,9,"[{'age': '18_to_64', 'rate': 329.0, 'value': 12621}, {'age': '65_to_84', 'rate': 1505.0, 'value': 16785}, {'age': '85+', 'rate': 5529.8, 'value': 9991}, {'age': '0_to_5', 'rate': 53.5, 'value': 248}, {'age': '6_to_17', 'rate': 24.9, 'value': 241}]"
2021-06-20,East of England,12,1.3,53,7,"[{'age': '18_to_64', 'rate': 328.8, 'value': 12612}, {'age': '65_to_84', 'rate': 1505.0, 'value': 16785}, {'age': '85+', 'rate': 5529.8, 'value': 9991}, {'age': '0_to_5', 'rate': 53.1, 'value': 246}, {'age': '6_to_17', 'rate': 24.9, 'value': 241}]"
2021-06-19,East of England,10,1.2,58,10,"[{'age': '18_to_64', 'rate': 328.6, 'value': 12605}, {'age': '65_to_84', 'rate': 1504.7, 'value': 16782}, {'age': '85+', 'rate': 5529.8, 'value': 9991}, {'age': '0_to_5', 'rate': 52.9, 'value': 245}, {'age': '6_to_17', 'rate': 24.8, 'value': 240}]"
2021-06-18,East of England,7,1.2,60,10,"[{'age': '18_to_64', 'rate': 328.4, 'value': 12597}, {'age': '65_to_84', 'rate': 1504.6, 'value': 16781}, {'age': '85+', 'rate': 5529.8, 'value': 9991}, {'age': '0_to_5', 'rate': 52.6, 'value': 244}, {'age': '6_to_17', 'rate': 24.8, 'value': 240}]"
2021-06-17,East of England,15,1.3,57,10,"[{'age': '18_to_64', 'rate': 328.3, 'value': 12594}, {'age': '65_to_84', 'rate': 1504.3, 'value': 16778}, {'age': '85+', 'rate': 5529.8, 'value': 9991}, {'age': '0_to_5', 'rate': 52.6, 'value': 244}, {'age': '6_to_17', 'rate': 24.7, 'value': 239}]"
2021-06-16,East of England,12,1.2,52,11,"[{'age': '18_to_64', 'rate': 328.0, 'value': 12583}, {'age': '65_to_84', 'rate': 1504.1, 'value': 16775}, {'age': '85+', 'rate': 5529.2, 'value': 9990}, {'age': '0_to_5', 'rate': 52.6, 'value': 244}, {'age': '6_to_17', 'rate': 24.7, 'value': 239}]"
2021-06-15,East of England,19,1.1,47,12,"[{'age': '18_to_64', 'rate': 327.8, 'value': 12575}, {'age': '65_to_84', 'rate': 1503.9, 'value': 16773}, {'age': '85+', 'rate': 5528.7, 'value': 9989}, {'age': '0_to_5', 'rate': 52.6, 'value': 244}, {'age': '6_to_17', 'rate': 24.6, 'value': 238}]"
2021-06-14,East of England,8,0.9,51,9,"[{'age': '18_to_64', 'rate': 327.5, 'value': 12562}, {'age': '65_to_84', 'rate': 1503.5, 'value': 16769}, {'age': '85+', 'rate': 5527.5, 'value': 9987}, {'age': '0_to_5', 'rate': 52.6, 'value': 244}, {'age': '6_to_17', 'rate': 24.6, 'value': 238}]"
2021-06-13,East of England,9,1.0,52,11,"[{'age': '18_to_64', 'rate': 327.4, 'value': 12558}, {'age': '65_to_84', 'rate': 1503.3, 'value': 16766}, {'age': '85+', 'rate': 5527.0, 'value': 9986}, {'age': '0_to_5', 'rate': 52.6, 'value': 244}, {'age': '6_to_17', 'rate': 24.6, 'value': 238}]"
2021-06-12,East of England,9,1.0,55,8,"[{'age': '18_to_64', 'rate': 327.2, 'value': 12551}, {'age': '65_to_84', 'rate': 1503.1, 'value': 16764}, {'age': '85+', 'rate': 5527.0, 'value': 9986}, {'age': '0_to_5', 'rate': 52.6, 'value': 244}, {'age': '6_to_17', 'rate': 24.6, 'value': 238}]"
2021-06-11,East of England,11,0.9,49,7,"[{'age': '18_to_64', 'rate': 327.0, 'value': 12546}, {'age': '65_to_84', 'rate': 1503.1, 'value': 16764}, {'age': '85+', 'rate': 5525.3, 'value': 9983}, {'age': '0_to_5', 'rate': 52.6, 'value': 244}, {'age': '6_to_17', 'rate': 24.5, 'value': 237}]"
2021-06-10,East of England,9,0.9,55,7,"[{'age': '18_to_64', 'rate': 326.9, 'value': 12541}, {'age': '65_to_84', 'rate': 1502.7, 'value': 16760}, {'age': '85+', 'rate': 5524.8, 'value': 9982}, {'age': '0_to_5', 'rate': 52.6, 'value': 244}, {'age': '6_to_17', 'rate': 24.4, 'value': 236}]"
2021-06-09,East of England,10,0.9,57,11,"[{'age': '18_to_64', 'rate': 326.8, 'value': 12535}, {'age': '65_to_84', 'rate': 1502.6, 'value': 16759}, {'age': '85+', 'rate': 5523.7, 'value': 9980}, {'age': '0_to_5', 'rate': 52.6, 'value': 244}, {'age': '6_to_17', 'rate': 24.4, 'value': 236}]"
2021-06-08,East of England,6,0.8,68,10,"[{'age': '18_to_64', 'rate': 326.6, 'value': 12528}, {'age': '65_to_84', 'rate': 1502.5, 'value': 16757}, {'age': '85+', 'rate': 5523.7, 'value': 9980}, {'age': '0_to_5', 'rate': 52.4, 'value': 243}, {'age': '6_to_17', 'rate': 24.4, 'value': 236}]"
2021-06-07,East of England,9,0.9,62,11,"[{'age': '18_to_64', 'rate': 326.5, 'value': 12526}, {'age': '65_to_84', 'rate': 1502.2, 'value': 16754}, {'age': '85+', 'rate': 5523.1, 'value': 9979}, {'age': '0_to_5', 'rate': 52.4, 'value': 243}, {'age': '6_to_17', 'rate': 24.4, 'value': 236}]"
2021-06-06,East of England,10,0.9,63,11,"[{'age': '18_to_64', 'rate': 326.4, 'value': 12520}, {'age': '65_to_84', 'rate': 1502.1, 'value': 16753}, {'age': '85+', 'rate': 5523.1, 'value': 9979}, {'age': '0_to_5', 'rate': 52.2, 'value': 242}, {'age': '6_to_17', 'rate': 24.3, 'value': 235}]"
2021-06-05,East of England,3,0.8,57,9,"[{'age': '18_to_64', 'rate': 326.2, 'value': 12513}, {'age': '65_to_84', 'rate': 1501.9, 'value': 16751}, {'age': '85+', 'rate': 5523.1, 'value': 9979}, {'age': '0_to_5', 'rate': 52.2, 'value': 242}, {'age': '6_to_17', 'rate': 24.2, 'value': 234}]"
2021-06-04,East of England,12,0.9,53,9,"[{'age': '18_to_64', 'rate': 326.2, 'value': 12512}, {'age': '65_to_84', 'rate': 1501.7, 'value': 16749}, {'age': '85+', 'rate': 5523.1, 'value': 9979}, {'age': '0_to_5', 'rate': 52.2, 'value': 242}, {'age': '6_to_17', 'rate': 24.2, 'value': 234}]"
2021-06-03,East of England,8,0.9,49,10,"[{'age': '18_to_64', 'rate': 325.9, 'value': 12502}, {'age': '65_to_84', 'rate': 1501.7, 'value': 16748}, {'age': '85+', 'rate': 5522.6, 'value': 9978}, {'age': '0_to_5', 'rate': 52.2, 'value': 242}, {'age': '6_to_17', 'rate': 24.2, 'value': 234}]"
2021-06-02,East of England,7,0.9,49,8,"[{'age': '18_to_64', 'rate': 325.8, 'value': 12497}, {'age': '65_to_84', 'rate': 1501.5, 'value': 16746}, {'age': '85+', 'rate': 5522.0, 'value': 9977}, {'age': '0_to_5', 'rate': 52.2, 'value': 242}, {'age': '6_to_17', 'rate': 24.2, 'value': 234}]"
2021-06-01,East of England,7,0.9,49,8,"[{'age': '18_to_64', 'rate': 325.6, 'value': 12492}, {'age': '65_to_84', 'rate': 1501.5, 'value': 16746}, {'age': '85+', 'rate': 5521.5, 'value': 9976}, {'age': '0_to_5', 'rate': 52.0, 'value': 241}, {'age': '6_to_17', 'rate': 24.2, 'value': 234}]"
2021-05-31,East of England,11,0.9,51,4,"[{'age': '18_to_64', 'rate': 325.6, 'value': 12490}, {'age': '65_to_84', 'rate': 1501.1, 'value': 16742}, {'age': '85+', 'rate': 5521.5, 'value': 9976}, {'age': '0_to_5', 'rate': 52.0, 'value': 241}, {'age': '6_to_17', 'rate': 24.1, 'value': 233}]"
2021-05-30,East of England,5,0.9,51,7,"[{'age': '18_to_64', 'rate': 325.4, 'value': 12483}, {'age': '65_to_84', 'rate': 1500.8, 'value': 16739}, {'age': '85+', 'rate': 5521.5, 'value': 9976}, {'age': '0_to_5', 'rate': 52.0, 'value': 241}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-29,East of England,8,0.8,48,7,"[{'age': '18_to_64', 'rate': 325.3, 'value': 12479}, {'age': '65_to_84', 'rate': 1500.8, 'value': 16738}, {'age': '85+', 'rate': 5521.5, 'value': 9976}, {'age': '0_to_5', 'rate': 52.0, 'value': 241}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-28,East of England,12,0.7,37,7,"[{'age': '18_to_64', 'rate': 325.2, 'value': 12474}, {'age': '65_to_84', 'rate': 1500.6, 'value': 16736}, {'age': '85+', 'rate': 5520.9, 'value': 9975}, {'age': '0_to_5', 'rate': 52.0, 'value': 241}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-27,East of England,10,0.6,32,5,"[{'age': '18_to_64', 'rate': 324.9, 'value': 12465}, {'age': '65_to_84', 'rate': 1500.4, 'value': 16734}, {'age': '85+', 'rate': 5520.3, 'value': 9974}, {'age': '0_to_5', 'rate': 52.0, 'value': 241}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-26,East of England,5,0.5,38,5,"[{'age': '18_to_64', 'rate': 324.7, 'value': 12457}, {'age': '65_to_84', 'rate': 1500.2, 'value': 16732}, {'age': '85+', 'rate': 5520.3, 'value': 9974}, {'age': '0_to_5', 'rate': 52.0, 'value': 241}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-25,East of England,9,0.6,39,5,"[{'age': '18_to_64', 'rate': 324.6, 'value': 12453}, {'age': '65_to_84', 'rate': 1500.1, 'value': 16731}, {'age': '85+', 'rate': 5520.3, 'value': 9974}, {'age': '0_to_5', 'rate': 52.0, 'value': 241}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-24,East of England,7,0.5,43,5,"[{'age': '18_to_64', 'rate': 324.5, 'value': 12449}, {'age': '65_to_84', 'rate': 1499.9, 'value': 16728}, {'age': '85+', 'rate': 5519.2, 'value': 9972}, {'age': '0_to_5', 'rate': 52.0, 'value': 241}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-23,East of England,2,0.5,40,5,"[{'age': '18_to_64', 'rate': 324.4, 'value': 12445}, {'age': '65_to_84', 'rate': 1499.7, 'value': 16726}, {'age': '85+', 'rate': 5519.2, 'value': 9972}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-22,East of England,4,0.5,39,4,"[{'age': '18_to_64', 'rate': 324.4, 'value': 12445}, {'age': '65_to_84', 'rate': 1499.5, 'value': 16724}, {'age': '85+', 'rate': 5519.2, 'value': 9972}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-21,East of England,4,0.6,40,3,"[{'age': '18_to_64', 'rate': 324.3, 'value': 12442}, {'age': '65_to_84', 'rate': 1499.4, 'value': 16723}, {'age': '85+', 'rate': 5519.2, 'value': 9972}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-20,East of England,4,0.7,44,3,"[{'age': '18_to_64', 'rate': 324.3, 'value': 12440}, {'age': '65_to_84', 'rate': 1499.2, 'value': 16721}, {'age': '85+', 'rate': 5519.2, 'value': 9972}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-19,East of England,10,0.7,43,3,"[{'age': '18_to_64', 'rate': 324.2, 'value': 12436}, {'age': '65_to_84', 'rate': 1499.2, 'value': 16721}, {'age': '85+', 'rate': 5519.2, 'value': 9972}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-18,East of England,5,0.7,47,4,"[{'age': '18_to_64', 'rate': 324.1, 'value': 12432}, {'age': '65_to_84', 'rate': 1498.8, 'value': 16716}, {'age': '85+', 'rate': 5518.7, 'value': 9971}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-17,East of England,4,0.8,56,4,"[{'age': '18_to_64', 'rate': 324.0, 'value': 12430}, {'age': '65_to_84', 'rate': 1498.7, 'value': 16715}, {'age': '85+', 'rate': 5517.6, 'value': 9969}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 24.0, 'value': 232}]"
2021-05-16,East of England,2,0.8,59,4,"[{'age': '18_to_64', 'rate': 324.0, 'value': 12428}, {'age': '65_to_84', 'rate': 1498.7, 'value': 16715}, {'age': '85+', 'rate': 5517.0, 'value': 9968}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 23.9, 'value': 231}]"
2021-05-15,East of England,10,0.9,59,5,"[{'age': '18_to_64', 'rate': 324.0, 'value': 12428}, {'age': '65_to_84', 'rate': 1498.6, 'value': 16714}, {'age': '85+', 'rate': 5517.0, 'value': 9968}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 23.8, 'value': 230}]"
2021-05-14,East of England,8,0.9,60,4,"[{'age': '18_to_64', 'rate': 323.8, 'value': 12422}, {'age': '65_to_84', 'rate': 1498.2, 'value': 16710}, {'age': '85+', 'rate': 5517.0, 'value': 9968}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 23.8, 'value': 230}]"
2021-05-13,East of England,5,0.9,63,4,"[{'age': '18_to_64', 'rate': 323.7, 'value': 12417}, {'age': '65_to_84', 'rate': 1498.1, 'value': 16708}, {'age': '85+', 'rate': 5517.0, 'value': 9968}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 23.7, 'value': 229}]"
2021-05-12,East of England,12,0.9,66,4,"[{'age': '18_to_64', 'rate': 323.6, 'value': 12413}, {'age': '65_to_84', 'rate': 1498.0, 'value': 16707}, {'age': '85+', 'rate': 5517.0, 'value': 9968}, {'age': '0_to_5', 'rate': 51.8, 'value': 240}, {'age': '6_to_17', 'rate': 23.7, 'value': 229}]"
