date,areaName,admissions,admissionsRollingRate,patients,patientsMv,cumAdmissionsByAge
2021-09-30,South West,64,7.7,345,44,"[{'age': '0_to_5', 'rate': 91.3, 'value': 317}, {'age': '85+', 'rate': 3650.5, 'value': 6460}, {'age': '6_to_17', 'rate': 44.4, 'value': 341}, {'age': '65_to_84', 'rate': 1083.6, 'value': 11859}, {'age': '18_to_64', 'rate': 371.2, 'value': 12175}]"
2021-09-29,South West,62,7.6,341,44,"[{'age': '0_to_5', 'rate': 90.4, 'value': 314}, {'age': '85+', 'rate': 3644.8, 'value': 6450}, {'age': '6_to_17', 'rate': 43.9, 'value': 337}, {'age': '65_to_84', 'rate': 1081.8, 'value': 11840}, {'age': '18_to_64', 'rate': 370.4, 'value': 12147}]"
2021-09-28,South West,62,7.7,350,48,"[{'age': '0_to_5', 'rate': 89.2, 'value': 310}, {'age': '85+', 'rate': 3639.2, 'value': 6440}, {'age': '6_to_17', 'rate': 43.7, 'value': 335}, {'age': '65_to_84', 'rate': 1080.4, 'value': 11824}, {'age': '18_to_64', 'rate': 369.4, 'value': 12117}]"
2021-09-27,South West,75,7.5,328,51,"[{'age': '0_to_5', 'rate': 89.2, 'value': 310}, {'age': '85+', 'rate': 3635.8, 'value': 6434}, {'age': '6_to_17', 'rate': 43.3, 'value': 332}, {'age': '65_to_84', 'rate': 1078.2, 'value': 11800}, {'age': '18_to_64', 'rate': 368.6, 'value': 12088}]"
2021-09-26,South West,59,7.3,324,50,"[{'age': '0_to_5', 'rate': 88.7, 'value': 308}, {'age': '85+', 'rate': 3631.8, 'value': 6427}, {'age': '6_to_17', 'rate': 42.8, 'value': 328}, {'age': '65_to_84', 'rate': 1075.9, 'value': 11775}, {'age': '18_to_64', 'rate': 367.4, 'value': 12051}]"
2021-09-25,South West,58,7.1,329,53,"[{'age': '0_to_5', 'rate': 88.7, 'value': 308}, {'age': '85+', 'rate': 3628.4, 'value': 6421}, {'age': '6_to_17', 'rate': 42.8, 'value': 328}, {'age': '65_to_84', 'rate': 1074.3, 'value': 11758}, {'age': '18_to_64', 'rate': 366.3, 'value': 12015}]"
2021-09-24,South West,56,6.9,338,54,"[{'age': '0_to_5', 'rate': 87.2, 'value': 303}, {'age': '85+', 'rate': 3622.8, 'value': 6411}, {'age': '6_to_17', 'rate': 42.5, 'value': 326}, {'age': '65_to_84', 'rate': 1073.3, 'value': 11747}, {'age': '18_to_64', 'rate': 365.4, 'value': 11985}]"
2021-09-23,South West,58,7.1,362,51,"[{'age': '0_to_5', 'rate': 86.4, 'value': 300}, {'age': '85+', 'rate': 3617.7, 'value': 6402}, {'age': '6_to_17', 'rate': 42.5, 'value': 326}, {'age': '65_to_84', 'rate': 1071.6, 'value': 11728}, {'age': '18_to_64', 'rate': 364.7, 'value': 11960}]"
2021-09-22,South West,67,7.3,393,61,"[{'age': '0_to_5', 'rate': 85.8, 'value': 298}, {'age': '85+', 'rate': 3616.6, 'value': 6400}, {'age': '6_to_17', 'rate': 42.2, 'value': 324}, {'age': '65_to_84', 'rate': 1069.8, 'value': 11708}, {'age': '18_to_64', 'rate': 363.7, 'value': 11928}]"
2021-09-21,South West,52,7.5,416,56,"[{'age': '0_to_5', 'rate': 85.5, 'value': 297}, {'age': '85+', 'rate': 3611.5, 'value': 6391}, {'age': '6_to_17', 'rate': 42.0, 'value': 322}, {'age': '65_to_84', 'rate': 1067.5, 'value': 11683}, {'age': '18_to_64', 'rate': 362.8, 'value': 11899}]"
2021-09-20,South West,61,7.9,442,54,"[{'age': '0_to_5', 'rate': 84.1, 'value': 292}, {'age': '85+', 'rate': 3606.4, 'value': 6382}, {'age': '6_to_17', 'rate': 41.7, 'value': 320}, {'age': '65_to_84', 'rate': 1066.8, 'value': 11675}, {'age': '18_to_64', 'rate': 361.9, 'value': 11871}]"
2021-09-19,South West,49,8.1,430,50,"[{'age': '0_to_5', 'rate': 83.2, 'value': 289}, {'age': '85+', 'rate': 3601.9, 'value': 6374}, {'age': '6_to_17', 'rate': 41.6, 'value': 319}, {'age': '65_to_84', 'rate': 1065.2, 'value': 11658}, {'age': '18_to_64', 'rate': 361.0, 'value': 11839}]"
2021-09-18,South West,49,8.3,447,56,"[{'age': '0_to_5', 'rate': 82.9, 'value': 288}, {'age': '85+', 'rate': 3599.0, 'value': 6369}, {'age': '6_to_17', 'rate': 41.3, 'value': 317}, {'age': '65_to_84', 'rate': 1064.0, 'value': 11645}, {'age': '18_to_64', 'rate': 360.1, 'value': 11811}]"
2021-09-17,South West,69,8.5,451,58,"[{'age': '0_to_5', 'rate': 82.9, 'value': 288}, {'age': '85+', 'rate': 3594.5, 'value': 6361}, {'age': '6_to_17', 'rate': 41.3, 'value': 317}, {'age': '65_to_84', 'rate': 1062.5, 'value': 11628}, {'age': '18_to_64', 'rate': 359.4, 'value': 11787}]"
2021-09-16,South West,69,8.6,479,61,"[{'age': '0_to_5', 'rate': 82.3, 'value': 286}, {'age': '85+', 'rate': 3592.8, 'value': 6358}, {'age': '6_to_17', 'rate': 41.2, 'value': 316}, {'age': '65_to_84', 'rate': 1060.3, 'value': 11604}, {'age': '18_to_64', 'rate': 358.2, 'value': 11748}]"
2021-09-15,South West,78,8.8,486,66,"[{'age': '0_to_5', 'rate': 81.8, 'value': 284}, {'age': '85+', 'rate': 3586.6, 'value': 6347}, {'age': '6_to_17', 'rate': 41.1, 'value': 315}, {'age': '65_to_84', 'rate': 1058.5, 'value': 11585}, {'age': '18_to_64', 'rate': 357.1, 'value': 11712}]"
2021-09-14,South West,72,9.0,491,58,"[{'age': '0_to_5', 'rate': 81.5, 'value': 283}, {'age': '85+', 'rate': 3581.0, 'value': 6337}, {'age': '6_to_17', 'rate': 40.5, 'value': 311}, {'age': '65_to_84', 'rate': 1056.2, 'value': 11559}, {'age': '18_to_64', 'rate': 356.0, 'value': 11675}]"
2021-09-13,South West,73,9.1,515,62,"[{'age': '0_to_5', 'rate': 81.2, 'value': 282}, {'age': '85+', 'rate': 3577.0, 'value': 6330}, {'age': '6_to_17', 'rate': 40.1, 'value': 308}, {'age': '65_to_84', 'rate': 1053.6, 'value': 11531}, {'age': '18_to_64', 'rate': 355.0, 'value': 11642}]"
2021-09-12,South West,60,9.4,512,65,"[{'age': '0_to_5', 'rate': 81.2, 'value': 282}, {'age': '85+', 'rate': 3573.6, 'value': 6324}, {'age': '6_to_17', 'rate': 39.8, 'value': 305}, {'age': '65_to_84', 'rate': 1051.3, 'value': 11506}, {'age': '18_to_64', 'rate': 353.8, 'value': 11603}]"
2021-09-11,South West,59,9.4,512,67,"[{'age': '0_to_5', 'rate': 80.9, 'value': 281}, {'age': '85+', 'rate': 3569.7, 'value': 6317}, {'age': '6_to_17', 'rate': 39.4, 'value': 302}, {'age': '65_to_84', 'rate': 1049.5, 'value': 11486}, {'age': '18_to_64', 'rate': 352.9, 'value': 11574}]"
2021-09-10,South West,75,9.9,507,66,"[{'age': '0_to_5', 'rate': 80.6, 'value': 280}, {'age': '85+', 'rate': 3564.0, 'value': 6307}, {'age': '6_to_17', 'rate': 39.0, 'value': 299}, {'age': '65_to_84', 'rate': 1047.6, 'value': 11465}, {'age': '18_to_64', 'rate': 352.1, 'value': 11550}]"
2021-09-09,South West,82,10.0,514,59,"[{'age': '0_to_5', 'rate': 79.5, 'value': 276}, {'age': '85+', 'rate': 3561.7, 'value': 6303}, {'age': '6_to_17', 'rate': 38.3, 'value': 294}, {'age': '65_to_84', 'rate': 1045.2, 'value': 11439}, {'age': '18_to_64', 'rate': 351.1, 'value': 11514}]"
2021-09-08,South West,88,10.3,501,60,"[{'age': '0_to_5', 'rate': 79.2, 'value': 275}, {'age': '85+', 'rate': 3558.9, 'value': 6298}, {'age': '6_to_17', 'rate': 38.1, 'value': 292}, {'age': '65_to_84', 'rate': 1042.8, 'value': 11413}, {'age': '18_to_64', 'rate': 349.6, 'value': 11466}]"
2021-09-07,South West,80,10.2,482,65,"[{'age': '0_to_5', 'rate': 79.2, 'value': 275}, {'age': '85+', 'rate': 3552.1, 'value': 6286}, {'age': '6_to_17', 'rate': 37.9, 'value': 291}, {'age': '65_to_84', 'rate': 1039.4, 'value': 11375}, {'age': '18_to_64', 'rate': 348.5, 'value': 11429}]"
2021-09-06,South West,89,10.0,521,67,"[{'age': '0_to_5', 'rate': 78.9, 'value': 274}, {'age': '85+', 'rate': 3548.2, 'value': 6279}, {'age': '6_to_17', 'rate': 37.8, 'value': 290}, {'age': '65_to_84', 'rate': 1036.1, 'value': 11339}, {'age': '18_to_64', 'rate': 347.4, 'value': 11394}]"
2021-09-05,South West,62,9.7,497,55,"[{'age': '0_to_5', 'rate': 78.0, 'value': 271}, {'age': '85+', 'rate': 3539.7, 'value': 6264}, {'age': '6_to_17', 'rate': 37.3, 'value': 286}, {'age': '65_to_84', 'rate': 1033.4, 'value': 11310}, {'age': '18_to_64', 'rate': 346.2, 'value': 11356}]"
2021-09-04,South West,83,9.8,494,60,"[{'age': '0_to_5', 'rate': 78.0, 'value': 271}, {'age': '85+', 'rate': 3531.8, 'value': 6250}, {'age': '6_to_17', 'rate': 37.1, 'value': 285}, {'age': '65_to_84', 'rate': 1031.3, 'value': 11287}, {'age': '18_to_64', 'rate': 345.5, 'value': 11332}]"
2021-09-03,South West,82,9.7,470,59,"[{'age': '0_to_5', 'rate': 77.4, 'value': 269}, {'age': '85+', 'rate': 3527.3, 'value': 6242}, {'age': '6_to_17', 'rate': 36.8, 'value': 282}, {'age': '65_to_84', 'rate': 1027.8, 'value': 11249}, {'age': '18_to_64', 'rate': 344.5, 'value': 11300}]"
2021-09-02,South West,97,9.5,471,62,"[{'age': '0_to_5', 'rate': 76.9, 'value': 267}, {'age': '85+', 'rate': 3521.6, 'value': 6232}, {'age': '6_to_17', 'rate': 36.5, 'value': 280}, {'age': '65_to_84', 'rate': 1025.2, 'value': 11220}, {'age': '18_to_64', 'rate': 343.3, 'value': 11261}]"
2021-09-01,South West,84,9.5,471,58,"[{'age': '0_to_5', 'rate': 76.3, 'value': 265}, {'age': '85+', 'rate': 3513.7, 'value': 6218}, {'age': '6_to_17', 'rate': 36.0, 'value': 276}, {'age': '65_to_84', 'rate': 1021.8, 'value': 11183}, {'age': '18_to_64', 'rate': 342.1, 'value': 11221}]"
2021-08-31,South West,71,9.7,479,59,"[{'age': '0_to_5', 'rate': 76.0, 'value': 264}, {'age': '85+', 'rate': 3510.3, 'value': 6212}, {'age': '6_to_17', 'rate': 35.6, 'value': 273}, {'age': '65_to_84', 'rate': 1018.9, 'value': 11151}, {'age': '18_to_64', 'rate': 340.8, 'value': 11179}]"
2021-08-30,South West,71,9.6,460,60,"[{'age': '0_to_5', 'rate': 75.1, 'value': 261}, {'age': '85+', 'rate': 3507.5, 'value': 6207}, {'age': '6_to_17', 'rate': 35.1, 'value': 269}, {'age': '65_to_84', 'rate': 1017.2, 'value': 11133}, {'age': '18_to_64', 'rate': 339.6, 'value': 11138}]"
2021-08-29,South West,69,9.8,466,65,"[{'age': '0_to_5', 'rate': 74.8, 'value': 260}, {'age': '85+', 'rate': 3503.5, 'value': 6200}, {'age': '6_to_17', 'rate': 34.8, 'value': 267}, {'age': '65_to_84', 'rate': 1014.8, 'value': 11106}, {'age': '18_to_64', 'rate': 338.6, 'value': 11104}]"
2021-08-28,South West,76,9.5,467,66,"[{'age': '0_to_5', 'rate': 74.0, 'value': 257}, {'age': '85+', 'rate': 3499.0, 'value': 6192}, {'age': '6_to_17', 'rate': 34.7, 'value': 266}, {'age': '65_to_84', 'rate': 1012.0, 'value': 11076}, {'age': '18_to_64', 'rate': 337.7, 'value': 11077}]"
2021-08-27,South West,71,9.5,455,64,"[{'age': '0_to_5', 'rate': 73.7, 'value': 256}, {'age': '85+', 'rate': 3493.9, 'value': 6183}, {'age': '6_to_17', 'rate': 34.3, 'value': 263}, {'age': '65_to_84', 'rate': 1010.3, 'value': 11057}, {'age': '18_to_64', 'rate': 336.4, 'value': 11033}]"
2021-08-26,South West,97,9.4,443,64,"[{'age': '0_to_5', 'rate': 72.8, 'value': 253}, {'age': '85+', 'rate': 3489.4, 'value': 6175}, {'age': '6_to_17', 'rate': 33.9, 'value': 260}, {'age': '65_to_84', 'rate': 1008.3, 'value': 11035}, {'age': '18_to_64', 'rate': 335.3, 'value': 10998}]"
2021-08-25,South West,92,8.9,427,69,"[{'age': '0_to_5', 'rate': 72.3, 'value': 251}, {'age': '85+', 'rate': 3482.6, 'value': 6163}, {'age': '6_to_17', 'rate': 33.8, 'value': 259}, {'age': '65_to_84', 'rate': 1005.5, 'value': 11004}, {'age': '18_to_64', 'rate': 333.8, 'value': 10947}]"
2021-08-24,South West,70,8.2,432,61,"[{'age': '0_to_5', 'rate': 71.7, 'value': 249}, {'age': '85+', 'rate': 3476.4, 'value': 6152}, {'age': '6_to_17', 'rate': 33.4, 'value': 256}, {'age': '65_to_84', 'rate': 1003.5, 'value': 10983}, {'age': '18_to_64', 'rate': 332.1, 'value': 10892}]"
2021-08-23,South West,83,8.4,431,63,"[{'age': '0_to_5', 'rate': 71.4, 'value': 248}, {'age': '85+', 'rate': 3473.0, 'value': 6146}, {'age': '6_to_17', 'rate': 33.1, 'value': 254}, {'age': '65_to_84', 'rate': 1001.6, 'value': 10962}, {'age': '18_to_64', 'rate': 330.9, 'value': 10852}]"
2021-08-22,South West,50,8.2,427,71,"[{'age': '0_to_5', 'rate': 70.5, 'value': 245}, {'age': '85+', 'rate': 3467.9, 'value': 6137}, {'age': '6_to_17', 'rate': 32.8, 'value': 252}, {'age': '65_to_84', 'rate': 998.5, 'value': 10928}, {'age': '18_to_64', 'rate': 329.8, 'value': 10817}]"
2021-08-21,South West,73,8.3,411,73,"[{'age': '0_to_5', 'rate': 70.2, 'value': 244}, {'age': '85+', 'rate': 3465.7, 'value': 6133}, {'age': '6_to_17', 'rate': 32.7, 'value': 251}, {'age': '65_to_84', 'rate': 997.0, 'value': 10912}, {'age': '18_to_64', 'rate': 328.9, 'value': 10789}]"
2021-08-20,South West,69,8.2,391,68,"[{'age': '0_to_5', 'rate': 70.0, 'value': 243}, {'age': '85+', 'rate': 3458.9, 'value': 6121}, {'age': '6_to_17', 'rate': 32.1, 'value': 246}, {'age': '65_to_84', 'rate': 995.0, 'value': 10890}, {'age': '18_to_64', 'rate': 327.9, 'value': 10756}]"
2021-08-19,South West,66,8.2,400,72,"[{'age': '0_to_5', 'rate': 69.1, 'value': 240}, {'age': '85+', 'rate': 3456.1, 'value': 6116}, {'age': '6_to_17', 'rate': 31.7, 'value': 243}, {'age': '65_to_84', 'rate': 992.3, 'value': 10860}, {'age': '18_to_64', 'rate': 327.1, 'value': 10728}]"
2021-08-18,South West,56,8.4,400,68,"[{'age': '0_to_5', 'rate': 69.1, 'value': 240}, {'age': '85+', 'rate': 3453.8, 'value': 6112}, {'age': '6_to_17', 'rate': 31.2, 'value': 239}, {'age': '65_to_84', 'rate': 990.4, 'value': 10839}, {'age': '18_to_64', 'rate': 326.0, 'value': 10691}]"
2021-08-17,South West,80,8.4,398,68,"[{'age': '0_to_5', 'rate': 69.1, 'value': 240}, {'age': '85+', 'rate': 3449.3, 'value': 6104}, {'age': '6_to_17', 'rate': 31.2, 'value': 239}, {'age': '65_to_84', 'rate': 988.7, 'value': 10821}, {'age': '18_to_64', 'rate': 325.0, 'value': 10661}]"
2021-08-16,South West,70,8.2,409,63,"[{'age': '0_to_5', 'rate': 68.5, 'value': 238}, {'age': '85+', 'rate': 3444.8, 'value': 6096}, {'age': '6_to_17', 'rate': 31.0, 'value': 238}, {'age': '65_to_84', 'rate': 986.4, 'value': 10796}, {'age': '18_to_64', 'rate': 323.7, 'value': 10617}]"
2021-08-15,South West,55,8.0,399,61,"[{'age': '0_to_5', 'rate': 68.2, 'value': 237}, {'age': '85+', 'rate': 3439.7, 'value': 6087}, {'age': '6_to_17', 'rate': 31.0, 'value': 238}, {'age': '65_to_84', 'rate': 984.6, 'value': 10776}, {'age': '18_to_64', 'rate': 322.5, 'value': 10577}]"
2021-08-14,South West,66,7.8,379,57,"[{'age': '0_to_5', 'rate': 67.4, 'value': 234}, {'age': '85+', 'rate': 3435.2, 'value': 6079}, {'age': '6_to_17', 'rate': 30.5, 'value': 234}, {'age': '65_to_84', 'rate': 983.4, 'value': 10763}, {'age': '18_to_64', 'rate': 321.7, 'value': 10550}]"
2021-08-13,South West,71,7.6,369,57,"[{'age': '0_to_5', 'rate': 66.5, 'value': 231}, {'age': '85+', 'rate': 3428.9, 'value': 6068}, {'age': '6_to_17', 'rate': 30.4, 'value': 233}, {'age': '65_to_84', 'rate': 981.8, 'value': 10745}, {'age': '18_to_64', 'rate': 320.7, 'value': 10517}]"
2021-08-12,South West,77,7.5,356,50,"[{'age': '0_to_5', 'rate': 65.9, 'value': 229}, {'age': '85+', 'rate': 3425.6, 'value': 6062}, {'age': '6_to_17', 'rate': 30.2, 'value': 232}, {'age': '65_to_84', 'rate': 979.9, 'value': 10724}, {'age': '18_to_64', 'rate': 319.4, 'value': 10476}]"
2021-08-11,South West,58,7.1,368,50,"[{'age': '0_to_5', 'rate': 64.8, 'value': 225}, {'age': '85+', 'rate': 3422.2, 'value': 6056}, {'age': '6_to_17', 'rate': 30.0, 'value': 230}, {'age': '65_to_84', 'rate': 977.6, 'value': 10699}, {'age': '18_to_64', 'rate': 318.2, 'value': 10436}]"
2021-08-10,South West,65,7.6,349,51,"[{'age': '0_to_5', 'rate': 64.5, 'value': 224}, {'age': '85+', 'rate': 3419.9, 'value': 6052}, {'age': '6_to_17', 'rate': 30.0, 'value': 230}, {'age': '65_to_84', 'rate': 975.6, 'value': 10677}, {'age': '18_to_64', 'rate': 317.2, 'value': 10405}]"
2021-08-09,South West,59,7.2,345,48,"[{'age': '0_to_5', 'rate': 63.9, 'value': 222}, {'age': '85+', 'rate': 3417.1, 'value': 6047}, {'age': '6_to_17', 'rate': 30.0, 'value': 230}, {'age': '65_to_84', 'rate': 974.5, 'value': 10665}, {'age': '18_to_64', 'rate': 315.8, 'value': 10359}]"
2021-08-08,South West,46,7.4,345,56,"[{'age': '0_to_5', 'rate': 62.8, 'value': 218}, {'age': '85+', 'rate': 3414.3, 'value': 6042}, {'age': '6_to_17', 'rate': 29.5, 'value': 226}, {'age': '65_to_84', 'rate': 973.1, 'value': 10650}, {'age': '18_to_64', 'rate': 314.9, 'value': 10328}]"
2021-08-07,South West,52,7.7,324,50,"[{'age': '0_to_5', 'rate': 62.5, 'value': 217}, {'age': '85+', 'rate': 3409.7, 'value': 6034}, {'age': '6_to_17', 'rate': 28.7, 'value': 220}, {'age': '65_to_84', 'rate': 972.3, 'value': 10641}, {'age': '18_to_64', 'rate': 314.2, 'value': 10306}]"
