date,areaName,newCasesBySpecimenDateAgeDemographics
2020-12-28,East of England,"[{'age': '00_04', 'cases': 117, 'rollingRate': 230.1, 'rollingSum': 847}, {'age': '05_09', 'cases': 154, 'rollingRate': 262.5, 'rollingSum': 1044}, {'age': '10_14', 'cases': 230, 'rollingRate': 417.2, 'rollingSum': 1569}, {'age': '15_19', 'cases': 309, 'rollingRate': 615.9, 'rollingSum': 2049}, {'age': '20_24', 'cases': 539, 'rollingRate': 880.8, 'rollingSum': 2962}, {'age': '25_29', 'cases': 536, 'rollingRate': 890.0, 'rollingSum': 3304}, {'age': '30_34', 'cases': 511, 'rollingRate': 847.2, 'rollingSum': 3357}, {'age': '35_39', 'cases': 513, 'rollingRate': 807.3, 'rollingSum': 3258}, {'age': '40_44', 'cases': 525, 'rollingRate': 823.6, 'rollingSum': 3160}, {'age': '45_49', 'cases': 499, 'rollingRate': 761.1, 'rollingSum': 3190}, {'age': '50_54', 'cases': 520, 'rollingRate': 728.1, 'rollingSum': 3235}, {'age': '55_59', 'cases': 446, 'rollingRate': 648.9, 'rollingSum': 2693}, {'age': '60_64', 'cases': 319, 'rollingRate': 505.1, 'rollingSum': 1786}, {'age': '65_69', 'cases': 177, 'rollingRate': 309.9, 'rollingSum': 1005}, {'age': '70_74', 'cases': 135, 'rollingRate': 255.4, 'rollingSum': 858}, {'age': '75_79', 'cases': 96, 'rollingRate': 257.8, 'rollingSum': 595}, {'age': '80_84', 'cases': 84, 'rollingRate': 314.8, 'rollingSum': 547}, {'age': '85_89', 'cases': 69, 'rollingRate': 433.8, 'rollingSum': 473}, {'age': '90+', 'cases': 70, 'rollingRate': 651.9, 'rollingSum': 422}, {'age': 'unassigned', 'cases': 7, 'rollingRate': None, 'rollingSum': 36}, {'age': '60+', 'cases': 950, 'rollingRate': 357.1, 'rollingSum': 5686}, {'age': '00_59', 'cases': 4906, 'rollingRate': 661.2, 'rollingSum': 30704}]"
2020-12-27,East of England,"[{'age': '00_04', 'cases': 139, 'rollingRate': 238.0, 'rollingSum': 876}, {'age': '05_09', 'cases': 164, 'rollingRate': 278.6, 'rollingSum': 1108}, {'age': '10_14', 'cases': 257, 'rollingRate': 461.1, 'rollingSum': 1734}, {'age': '15_19', 'cases': 343, 'rollingRate': 644.7, 'rollingSum': 2145}, {'age': '20_24', 'cases': 562, 'rollingRate': 878.7, 'rollingSum': 2955}, {'age': '25_29', 'cases': 627, 'rollingRate': 901.5, 'rollingSum': 3347}, {'age': '30_34', 'cases': 589, 'rollingRate': 870.9, 'rollingSum': 3451}, {'age': '35_39', 'cases': 620, 'rollingRate': 832.1, 'rollingSum': 3358}, {'age': '40_44', 'cases': 570, 'rollingRate': 842.9, 'rollingSum': 3234}, {'age': '45_49', 'cases': 544, 'rollingRate': 788.3, 'rollingSum': 3304}, {'age': '50_54', 'cases': 628, 'rollingRate': 734.4, 'rollingSum': 3263}, {'age': '55_59', 'cases': 490, 'rollingRate': 655.2, 'rollingSum': 2719}, {'age': '60_64', 'cases': 310, 'rollingRate': 498.6, 'rollingSum': 1763}, {'age': '65_69', 'cases': 182, 'rollingRate': 316.7, 'rollingSum': 1027}, {'age': '70_74', 'cases': 152, 'rollingRate': 254.8, 'rollingSum': 856}, {'age': '75_79', 'cases': 107, 'rollingRate': 250.0, 'rollingSum': 577}, {'age': '80_84', 'cases': 94, 'rollingRate': 321.7, 'rollingSum': 559}, {'age': '85_89', 'cases': 89, 'rollingRate': 431.0, 'rollingSum': 470}, {'age': '90+', 'cases': 67, 'rollingRate': 675.1, 'rollingSum': 437}, {'age': 'unassigned', 'cases': 2, 'rollingRate': None, 'rollingSum': 38}, {'age': '60+', 'cases': 1001, 'rollingRate': 357.3, 'rollingSum': 5689}, {'age': '00_59', 'cases': 5535, 'rollingRate': 679.0, 'rollingSum': 31532}]"
2020-12-26,East of England,"[{'age': '00_04', 'cases': 165, 'rollingRate': 233.7, 'rollingSum': 860}, {'age': '05_09', 'cases': 172, 'rollingRate': 271.8, 'rollingSum': 1081}, {'age': '10_14', 'cases': 244, 'rollingRate': 466.7, 'rollingSum': 1755}, {'age': '15_19', 'cases': 325, 'rollingRate': 632.7, 'rollingSum': 2105}, {'age': '20_24', 'cases': 426, 'rollingRate': 827.8, 'rollingSum': 2784}, {'age': '25_29', 'cases': 494, 'rollingRate': 849.0, 'rollingSum': 3152}, {'age': '30_34', 'cases': 543, 'rollingRate': 827.5, 'rollingSum': 3279}, {'age': '35_39', 'cases': 530, 'rollingRate': 766.9, 'rollingSum': 3095}, {'age': '40_44', 'cases': 542, 'rollingRate': 793.4, 'rollingSum': 3044}, {'age': '45_49', 'cases': 524, 'rollingRate': 757.0, 'rollingSum': 3173}, {'age': '50_54', 'cases': 517, 'rollingRate': 673.9, 'rollingSum': 2994}, {'age': '55_59', 'cases': 399, 'rollingRate': 629.6, 'rollingSum': 2613}, {'age': '60_64', 'cases': 260, 'rollingRate': 475.4, 'rollingSum': 1681}, {'age': '65_69', 'cases': 143, 'rollingRate': 298.8, 'rollingSum': 969}, {'age': '70_74', 'cases': 146, 'rollingRate': 236.1, 'rollingSum': 793}, {'age': '75_79', 'cases': 80, 'rollingRate': 234.9, 'rollingSum': 542}, {'age': '80_84', 'cases': 81, 'rollingRate': 295.8, 'rollingSum': 514}, {'age': '85_89', 'cases': 70, 'rollingRate': 388.8, 'rollingSum': 424}, {'age': '90+', 'cases': 70, 'rollingRate': 599.4, 'rollingSum': 388}, {'age': 'unassigned', 'cases': 1, 'rollingRate': None, 'rollingSum': 39}, {'age': '60+', 'cases': 850, 'rollingRate': 333.6, 'rollingSum': 5311}, {'age': '00_59', 'cases': 4882, 'rollingRate': 645.4, 'rollingSum': 29974}]"
2020-12-25,East of England,"[{'age': '00_04', 'cases': 43, 'rollingRate': 214.9, 'rollingSum': 791}, {'age': '05_09', 'cases': 36, 'rollingRate': 257.5, 'rollingSum': 1024}, {'age': '10_14', 'cases': 53, 'rollingRate': 460.8, 'rollingSum': 1733}, {'age': '15_19', 'cases': 95, 'rollingRate': 605.4, 'rollingSum': 2014}, {'age': '20_24', 'cases': 116, 'rollingRate': 772.5, 'rollingSum': 2598}, {'age': '25_29', 'cases': 165, 'rollingRate': 794.6, 'rollingSum': 2950}, {'age': '30_34', 'cases': 140, 'rollingRate': 763.9, 'rollingSum': 3027}, {'age': '35_39', 'cases': 158, 'rollingRate': 710.6, 'rollingSum': 2868}, {'age': '40_44', 'cases': 162, 'rollingRate': 729.8, 'rollingSum': 2800}, {'age': '45_49', 'cases': 171, 'rollingRate': 710.5, 'rollingSum': 2978}, {'age': '50_54', 'cases': 139, 'rollingRate': 624.1, 'rollingSum': 2773}, {'age': '55_59', 'cases': 131, 'rollingRate': 587.7, 'rollingSum': 2439}, {'age': '60_64', 'cases': 94, 'rollingRate': 445.4, 'rollingSum': 1575}, {'age': '65_69', 'cases': 49, 'rollingRate': 277.5, 'rollingSum': 900}, {'age': '70_74', 'cases': 41, 'rollingRate': 214.3, 'rollingSum': 720}, {'age': '75_79', 'cases': 44, 'rollingRate': 218.0, 'rollingSum': 503}, {'age': '80_84', 'cases': 41, 'rollingRate': 270.5, 'rollingSum': 470}, {'age': '85_89', 'cases': 29, 'rollingRate': 361.3, 'rollingSum': 394}, {'age': '90+', 'cases': 24, 'rollingRate': 537.6, 'rollingSum': 348}, {'age': 'unassigned', 'cases': 0, 'rollingRate': None, 'rollingSum': 44}, {'age': '60+', 'cases': 322, 'rollingRate': 308.4, 'rollingSum': 4910}, {'age': '00_59', 'cases': 1409, 'rollingRate': 603.8, 'rollingSum': 28039}]"
2020-12-24,East of England,"[{'age': '00_04', 'cases': 88, 'rollingRate': 238.6, 'rollingSum': 878}, {'age': '05_09', 'cases': 124, 'rollingRate': 289.9, 'rollingSum': 1153}, {'age': '10_14', 'cases': 197, 'rollingRate': 532.9, 'rollingSum': 2004}, {'age': '15_19', 'cases': 265, 'rollingRate': 684.4, 'rollingSum': 2277}, {'age': '20_24', 'cases': 330, 'rollingRate': 858.4, 'rollingSum': 2887}, {'age': '25_29', 'cases': 341, 'rollingRate': 870.8, 'rollingSum': 3233}, {'age': '30_34', 'cases': 398, 'rollingRate': 840.9, 'rollingSum': 3332}, {'age': '35_39', 'cases': 377, 'rollingRate': 791.2, 'rollingSum': 3193}, {'age': '40_44', 'cases': 375, 'rollingRate': 795.0, 'rollingSum': 3050}, {'age': '45_49', 'cases': 397, 'rollingRate': 782.8, 'rollingSum': 3281}, {'age': '50_54', 'cases': 417, 'rollingRate': 685.4, 'rollingSum': 3045}, {'age': '55_59', 'cases': 353, 'rollingRate': 637.6, 'rollingSum': 2646}, {'age': '60_64', 'cases': 223, 'rollingRate': 485.3, 'rollingSum': 1716}, {'age': '65_69', 'cases': 127, 'rollingRate': 304.7, 'rollingSum': 988}, {'age': '70_74', 'cases': 95, 'rollingRate': 228.3, 'rollingSum': 767}, {'age': '75_79', 'cases': 70, 'rollingRate': 230.5, 'rollingSum': 532}, {'age': '80_84', 'cases': 56, 'rollingRate': 283.1, 'rollingSum': 492}, {'age': '85_89', 'cases': 49, 'rollingRate': 403.5, 'rollingSum': 440}, {'age': '90+', 'cases': 49, 'rollingRate': 599.4, 'rollingSum': 388}, {'age': 'unassigned', 'cases': 1, 'rollingRate': None, 'rollingSum': 46}, {'age': '60+', 'cases': 669, 'rollingRate': 334.3, 'rollingSum': 5323}, {'age': '00_59', 'cases': 3663, 'rollingRate': 668.1, 'rollingSum': 31025}]"
2020-12-23,East of England,"[{'age': '00_04', 'cases': 152, 'rollingRate': 241.8, 'rollingSum': 890}, {'age': '05_09', 'cases': 182, 'rollingRate': 298.7, 'rollingSum': 1188}, {'age': '10_14', 'cases': 253, 'rollingRate': 561.8, 'rollingSum': 2113}, {'age': '15_19', 'cases': 363, 'rollingRate': 704.9, 'rollingSum': 2345}, {'age': '20_24', 'cases': 480, 'rollingRate': 872.1, 'rollingSum': 2933}, {'age': '25_29', 'cases': 547, 'rollingRate': 891.6, 'rollingSum': 3310}, {'age': '30_34', 'cases': 549, 'rollingRate': 845.2, 'rollingSum': 3349}, {'age': '35_39', 'cases': 517, 'rollingRate': 793.9, 'rollingSum': 3204}, {'age': '40_44', 'cases': 475, 'rollingRate': 801.5, 'rollingSum': 3075}, {'age': '45_49', 'cases': 519, 'rollingRate': 785.6, 'rollingSum': 3293}, {'age': '50_54', 'cases': 481, 'rollingRate': 669.8, 'rollingSum': 2976}, {'age': '55_59', 'cases': 400, 'rollingRate': 633.9, 'rollingSum': 2631}, {'age': '60_64', 'cases': 289, 'rollingRate': 482.7, 'rollingSum': 1707}, {'age': '65_69', 'cases': 158, 'rollingRate': 302.2, 'rollingSum': 980}, {'age': '70_74', 'cases': 140, 'rollingRate': 227.1, 'rollingSum': 763}, {'age': '75_79', 'cases': 104, 'rollingRate': 225.8, 'rollingSum': 521}, {'age': '80_84', 'cases': 97, 'rollingRate': 286.0, 'rollingSum': 497}, {'age': '85_89', 'cases': 87, 'rollingRate': 392.5, 'rollingSum': 428}, {'age': '90+', 'cases': 66, 'rollingRate': 590.1, 'rollingSum': 382}, {'age': 'unassigned', 'cases': 7, 'rollingRate': None, 'rollingSum': 49}, {'age': '60+', 'cases': 941, 'rollingRate': 331.5, 'rollingSum': 5278}, {'age': '00_59', 'cases': 4925, 'rollingRate': 675.2, 'rollingSum': 31356}]"
2020-12-22,East of England,"[{'age': '00_04', 'cases': 143, 'rollingRate': 233.9, 'rollingSum': 861}, {'age': '05_09', 'cases': 212, 'rollingRate': 296.2, 'rollingSum': 1178}, {'age': '10_14', 'cases': 335, 'rollingRate': 578.9, 'rollingSum': 2177}, {'age': '15_19', 'cases': 349, 'rollingRate': 701.9, 'rollingSum': 2335}, {'age': '20_24', 'cases': 509, 'rollingRate': 843.6, 'rollingSum': 2837}, {'age': '25_29', 'cases': 594, 'rollingRate': 866.3, 'rollingSum': 3216}, {'age': '30_34', 'cases': 627, 'rollingRate': 812.4, 'rollingSum': 3219}, {'age': '35_39', 'cases': 543, 'rollingRate': 765.6, 'rollingSum': 3090}, {'age': '40_44', 'cases': 511, 'rollingRate': 783.8, 'rollingSum': 3007}, {'age': '45_49', 'cases': 536, 'rollingRate': 754.1, 'rollingSum': 3161}, {'age': '50_54', 'cases': 533, 'rollingRate': 643.3, 'rollingSum': 2858}, {'age': '55_59', 'cases': 474, 'rollingRate': 615.6, 'rollingSum': 2555}, {'age': '60_64', 'cases': 291, 'rollingRate': 452.5, 'rollingSum': 1600}, {'age': '65_69', 'cases': 169, 'rollingRate': 288.0, 'rollingSum': 934}, {'age': '70_74', 'cases': 149, 'rollingRate': 207.5, 'rollingSum': 697}, {'age': '75_79', 'cases': 94, 'rollingRate': 214.1, 'rollingSum': 494}, {'age': '80_84', 'cases': 94, 'rollingRate': 262.4, 'rollingSum': 456}, {'age': '85_89', 'cases': 80, 'rollingRate': 365.0, 'rollingSum': 398}, {'age': '90+', 'cases': 76, 'rollingRate': 565.4, 'rollingSum': 366}, {'age': 'unassigned', 'cases': 18, 'rollingRate': None, 'rollingSum': 45}, {'age': '60+', 'cases': 953, 'rollingRate': 310.6, 'rollingSum': 4945}, {'age': '00_59', 'cases': 5384, 'rollingRate': 657.6, 'rollingSum': 30539}]"
2020-12-21,East of England,"[{'age': '00_04', 'cases': 146, 'rollingRate': 222.0, 'rollingSum': 817}, {'age': '05_09', 'cases': 218, 'rollingRate': 279.6, 'rollingSum': 1112}, {'age': '10_14', 'cases': 395, 'rollingRate': 589.8, 'rollingSum': 2218}, {'age': '15_19', 'cases': 405, 'rollingRate': 708.8, 'rollingSum': 2358}, {'age': '20_24', 'cases': 532, 'rollingRate': 791.8, 'rollingSum': 2663}, {'age': '25_29', 'cases': 579, 'rollingRate': 807.0, 'rollingSum': 2996}, {'age': '30_34', 'cases': 605, 'rollingRate': 745.0, 'rollingSum': 2952}, {'age': '35_39', 'cases': 613, 'rollingRate': 716.8, 'rollingSum': 2893}, {'age': '40_44', 'cases': 599, 'rollingRate': 736.8, 'rollingSum': 2827}, {'age': '45_49', 'cases': 613, 'rollingRate': 714.8, 'rollingSum': 2996}, {'age': '50_54', 'cases': 548, 'rollingRate': 597.8, 'rollingSum': 2656}, {'age': '55_59', 'cases': 472, 'rollingRate': 569.4, 'rollingSum': 2363}, {'age': '60_64', 'cases': 296, 'rollingRate': 417.1, 'rollingSum': 1475}, {'age': '65_69', 'cases': 199, 'rollingRate': 271.7, 'rollingSum': 881}, {'age': '70_74', 'cases': 133, 'rollingRate': 185.8, 'rollingSum': 624}, {'age': '75_79', 'cases': 78, 'rollingRate': 196.7, 'rollingSum': 454}, {'age': '80_84', 'cases': 96, 'rollingRate': 248.0, 'rollingSum': 431}, {'age': '85_89', 'cases': 66, 'rollingRate': 361.3, 'rollingSum': 394}, {'age': '90+', 'cases': 85, 'rollingRate': 542.3, 'rollingSum': 351}, {'age': 'unassigned', 'cases': 9, 'rollingRate': None, 'rollingSum': 29}, {'age': '60+', 'cases': 953, 'rollingRate': 289.6, 'rollingSum': 4610}, {'age': '00_59', 'cases': 5734, 'rollingRate': 621.9, 'rollingSum': 28880}]"
2020-12-20,East of England,"[{'age': '00_04', 'cases': 123, 'rollingRate': 210.3, 'rollingSum': 774}, {'age': '05_09', 'cases': 137, 'rollingRate': 270.6, 'rollingSum': 1076}, {'age': '10_14', 'cases': 278, 'rollingRate': 597.7, 'rollingSum': 2248}, {'age': '15_19', 'cases': 303, 'rollingRate': 710.6, 'rollingSum': 2364}, {'age': '20_24', 'cases': 391, 'rollingRate': 725.2, 'rollingSum': 2439}, {'age': '25_29', 'cases': 432, 'rollingRate': 737.8, 'rollingSum': 2739}, {'age': '30_34', 'cases': 417, 'rollingRate': 678.1, 'rollingSum': 2687}, {'age': '35_39', 'cases': 357, 'rollingRate': 657.9, 'rollingSum': 2655}, {'age': '40_44', 'cases': 380, 'rollingRate': 683.1, 'rollingSum': 2621}, {'age': '45_49', 'cases': 413, 'rollingRate': 652.3, 'rollingSum': 2734}, {'age': '50_54', 'cases': 359, 'rollingRate': 553.0, 'rollingSum': 2457}, {'age': '55_59', 'cases': 384, 'rollingRate': 522.9, 'rollingSum': 2170}, {'age': '60_64', 'cases': 228, 'rollingRate': 379.5, 'rollingSum': 1342}, {'age': '65_69', 'cases': 124, 'rollingRate': 237.5, 'rollingSum': 770}, {'age': '70_74', 'cases': 89, 'rollingRate': 170.0, 'rollingSum': 571}, {'age': '75_79', 'cases': 72, 'rollingRate': 195.0, 'rollingSum': 450}, {'age': '80_84', 'cases': 49, 'rollingRate': 225.0, 'rollingSum': 391}, {'age': '85_89', 'cases': 43, 'rollingRate': 354.9, 'rollingSum': 387}, {'age': '90+', 'cases': 18, 'rollingRate': 512.9, 'rollingSum': 332}, {'age': 'unassigned', 'cases': 3, 'rollingRate': None, 'rollingSum': 22}, {'age': '60+', 'cases': 623, 'rollingRate': 266.5, 'rollingSum': 4243}, {'age': '00_59', 'cases': 3977, 'rollingRate': 581.1, 'rollingSum': 26986}]"
2020-12-19,East of England,"[{'age': '00_04', 'cases': 96, 'rollingRate': 193.2, 'rollingSum': 711}, {'age': '05_09', 'cases': 115, 'rollingRate': 264.8, 'rollingSum': 1053}, {'age': '10_14', 'cases': 222, 'rollingRate': 602.3, 'rollingSum': 2265}, {'age': '15_19', 'cases': 234, 'rollingRate': 692.8, 'rollingSum': 2305}, {'age': '20_24', 'cases': 240, 'rollingRate': 664.9, 'rollingSum': 2236}, {'age': '25_29', 'cases': 292, 'rollingRate': 676.9, 'rollingSum': 2513}, {'age': '30_34', 'cases': 291, 'rollingRate': 622.6, 'rollingSum': 2467}, {'age': '35_39', 'cases': 303, 'rollingRate': 625.2, 'rollingSum': 2523}, {'age': '40_44', 'cases': 298, 'rollingRate': 647.2, 'rollingSum': 2483}, {'age': '45_49', 'cases': 329, 'rollingRate': 610.5, 'rollingSum': 2559}, {'age': '50_54', 'cases': 296, 'rollingRate': 523.1, 'rollingSum': 2324}, {'age': '55_59', 'cases': 225, 'rollingRate': 469.1, 'rollingSum': 1947}, {'age': '60_64', 'cases': 154, 'rollingRate': 342.5, 'rollingSum': 1211}, {'age': '65_69', 'cases': 74, 'rollingRate': 218.3, 'rollingSum': 708}, {'age': '70_74', 'cases': 73, 'rollingRate': 160.2, 'rollingSum': 538}, {'age': '75_79', 'cases': 41, 'rollingRate': 181.6, 'rollingSum': 419}, {'age': '80_84', 'cases': 37, 'rollingRate': 225.0, 'rollingSum': 391}, {'age': '85_89', 'cases': 40, 'rollingRate': 335.6, 'rollingSum': 366}, {'age': '90+', 'cases': 30, 'rollingRate': 526.8, 'rollingSum': 341}, {'age': 'unassigned', 'cases': 6, 'rollingRate': None, 'rollingSum': 20}, {'age': '60+', 'cases': 449, 'rollingRate': 249.6, 'rollingSum': 3974}, {'age': '00_59', 'cases': 2947, 'rollingRate': 547.1, 'rollingSum': 25406}]"
