week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2010-01-08,0,12049,0,0,0
2010-01-15,0,11763,0,0,0
2010-01-22,0,10969,0,0,0
2010-01-29,0,10367,0,0,0
2010-02-05,0,9813,0,0,0
2010-02-12,0,9476,0,0,0
2010-02-19,0,9452,0,0,0
2010-02-26,0,9598,0,0,0
2010-03-05,0,9344,0,0,0
2010-03-12,0,9160,0,0,0
2010-03-19,0,9088,0,0,0
2010-03-26,0,9026,0,0,0
2010-04-02,0,7488,0,0,0
2010-04-09,0,9118,0,0,0
2010-04-16,0,9222,0,0,0
2010-04-23,0,8870,0,0,0
2010-04-30,0,8864,0,0,0
2010-05-07,0,7765,0,0,0
2010-05-14,0,8901,0,0,0
2010-05-21,0,8579,0,0,0
2010-05-28,0,8858,0,0,0
2010-06-04,0,7623,0,0,0
2010-06-11,0,8645,0,0,0
2010-06-18,0,7967,0,0,0
2010-06-25,0,7926,0,0,0
2010-07-02,0,8362,0,0,0
2010-07-09,0,8045,0,0,0
2010-07-16,0,7944,0,0,0
2010-07-23,0,7711,0,0,0
2010-07-30,0,7683,0,0,0
2010-08-06,0,7897,0,0,0
2010-08-13,0,7784,0,0,0
2010-08-20,0,8033,0,0,0
2010-08-27,0,8089,0,0,0
2010-09-03,0,7178,0,0,0
2010-09-10,0,8385,0,0,0
2010-09-17,0,8172,0,0,0
2010-09-24,0,8352,0,0,0
2010-10-01,0,8153,0,0,0
2010-10-08,0,8601,0,0,0
2010-10-15,0,8638,0,0,0
2010-10-22,0,8670,0,0,0
2010-10-29,0,8723,0,0,0
2010-11-05,0,9075,0,0,0
2010-11-12,0,8819,0,0,0
2010-11-19,0,8816,0,0,0
2010-11-26,0,8844,0,0,0
2010-12-03,0,8553,0,0,0
2010-12-10,0,10475,0,0,0
2010-12-17,0,10171,0,0,0
2010-12-24,0,10705,0,0,0
2010-12-31,0,8951,0,0,0
2011-01-07,0,11768,0,0,0
2011-01-14,0,12333,0,0,0
2011-01-21,0,10775,0,0,0
2011-01-28,0,9876,0,0,0
2011-02-04,0,9529,0,0,0
2011-02-11,0,9316,0,0,0
2011-02-18,0,9130,0,0,0
2011-02-25,0,8834,0,0,0
2011-03-04,0,8842,0,0,0
2011-03-11,0,8999,0,0,0
2011-03-18,0,9219,0,0,0
2011-03-25,0,9051,0,0,0
2011-04-01,0,8718,0,0,0
2011-04-08,0,8969,0,0,0
2011-04-15,0,8733,0,0,0
2011-04-22,0,7767,0,0,0
2011-04-29,0,7482,0,0,0
2011-05-06,0,9177,0,0,0
2011-05-13,0,9492,0,0,0
2011-05-20,0,8344,0,0,0
2011-05-27,0,8548,0,0,0
2011-06-03,0,7348,0,0,0
2011-06-10,0,8622,0,0,0
2011-06-17,0,8427,0,0,0
2011-06-24,0,8144,0,0,0
2011-07-01,0,8160,0,0,0
2011-07-08,0,8099,0,0,0
2011-07-15,0,7891,0,0,0
2011-07-22,0,7942,0,0,0
2011-07-29,0,7907,0,0,0
2011-08-05,0,8208,0,0,0
2011-08-12,0,8038,0,0,0
2011-08-19,0,7907,0,0,0
2011-08-26,0,7876,0,0,0
2011-09-02,0,7227,0,0,0
2011-09-09,0,8160,0,0,0
2011-09-16,0,8080,0,0,0
2011-09-23,0,7998,0,0,0
2011-09-30,0,8354,0,0,0
2011-10-07,0,8131,0,0,0
2011-10-14,0,8180,0,0,0
2011-10-21,0,8055,0,0,0
2011-10-28,0,8514,0,0,0
2011-11-04,0,9001,0,0,0
2011-11-11,0,8456,0,0,0
2011-11-18,0,8735,0,0,0
2011-11-25,0,8535,0,0,0
2011-12-02,0,8602,0,0,0
2011-12-09,0,9202,0,0,0
2011-12-16,0,9703,0,0,0
2011-12-23,0,10436,0,0,0
2011-12-30,0,7896,0,0,0
2012-01-06,0,9831,0,0,0
2012-01-13,0,10601,0,0,0
2012-01-20,0,9739,0,0,0
2012-01-27,0,9659,0,0,0
2012-02-03,0,9516,0,0,0
2012-02-10,0,9652,0,0,0
2012-02-17,0,9886,0,0,0
2012-02-24,0,10433,0,0,0
2012-03-02,0,10242,0,0,0
2012-03-09,0,9811,0,0,0
2012-03-16,0,9416,0,0,0
2012-03-23,0,9204,0,0,0
2012-03-30,0,9023,0,0,0
2012-04-06,0,7904,0,0,0
2012-04-13,0,9309,0,0,0
2012-04-20,0,10149,0,0,0
2012-04-27,0,9555,0,0,0
2012-05-04,0,9323,0,0,0
2012-05-11,0,8259,0,0,0
2012-05-18,0,9244,0,0,0
2012-05-25,0,8980,0,0,0
