date,cc_open,cc_occupied
2017-11-20,638,532
2017-11-21,580,495
2017-11-22,579,499
2017-11-23,641,540
2017-11-24,572,466
2017-11-25,573,461
2017-11-26,574,453
2017-11-27,641,514
2017-11-28,644,537
2017-11-29,645,522
2017-11-30,640,539
2017-12-01,635,518
2017-12-02,667,524
2017-12-03,633,501
2017-12-04,643,543
2017-12-05,639,531
2017-12-06,641,559
2017-12-07,635,554
2017-12-08,627,538
2017-12-09,642,526
2017-12-10,638,514
2017-12-11,636,533
2017-12-12,635,529
2017-12-13,642,561
2017-12-14,640,556
2017-12-15,641,540
2017-12-16,618,508
2017-12-17,642,528
2017-12-18,641,539
2017-12-19,634,536
2017-12-20,641,531
2017-12-21,645,508
2017-12-22,632,501
2017-12-23,601,474
2017-12-24,595,449
2017-12-25,625,449
2017-12-26,622,467
2017-12-27,639,493
2017-12-28,643,515
2017-12-29,645,506
2017-12-30,640,506
2017-12-31,565,442
2018-01-01,641,507
2018-01-02,643,554
2018-01-03,649,559
2018-01-04,646,551
2018-01-05,644,558
2018-01-06,652,569
2018-01-07,657,530
2018-01-08,657,578
2018-01-09,656,570
2018-01-10,655,563
2018-01-11,646,558
2018-01-12,642,557
2018-01-13,640,547
2018-01-14,646,557
2018-01-15,647,570
2018-01-16,643,547
2018-01-17,645,565
2018-01-18,640,556
2018-01-19,614,551
2018-01-20,618,528
2018-01-21,648,545
2018-01-22,647,560
2018-01-23,651,553
2018-01-24,652,567
2018-01-25,658,572
2018-01-26,648,543
2018-01-27,648,539
2018-01-28,643,547
2018-01-29,648,564
2018-01-30,650,561
2018-01-31,649,532
2018-02-01,653,569
2018-02-02,653,568
2018-02-03,648,551
2018-02-04,649,529
2018-02-05,657,576
2018-02-06,650,557
2018-02-07,646,561
2018-02-08,649,561
2018-02-09,650,553
2018-02-10,624,511
2018-02-11,656,543
2018-02-12,653,542
2018-02-13,657,545
2018-02-14,649,560
2018-02-15,648,561
2018-02-16,648,562
2018-02-17,650,542
2018-02-18,649,539
2018-02-19,651,566
2018-02-20,642,542
2018-02-21,635,520
2018-02-22,644,544
2018-02-23,649,535
2018-02-24,648,539
2018-02-25,650,530
2018-02-26,648,553
2018-02-27,647,569
2018-02-28,647,581
2018-03-01,649,583
2018-03-02,643,550
2018-03-03,643,534
2018-03-04,646,541
