date,cc_open,cc_occupied
2017-11-20,319,244
2017-11-21,323,245
2017-11-22,323,232
2017-11-23,323,242
2017-11-24,318,230
2017-11-25,318,231
2017-11-26,318,241
2017-11-27,341,265
2017-11-28,343,265
2017-11-29,340,260
2017-11-30,342,248
2017-12-01,312,234
2017-12-02,293,222
2017-12-03,335,261
2017-12-04,335,247
2017-12-05,342,280
2017-12-06,343,259
2017-12-07,336,252
2017-12-08,302,219
2017-12-09,302,220
2017-12-10,325,245
2017-12-11,338,257
2017-12-12,340,259
2017-12-13,317,239
2017-12-14,318,246
2017-12-15,297,223
2017-12-16,298,228
2017-12-17,321,246
2017-12-18,330,251
2017-12-19,340,258
2017-12-20,344,249
2017-12-21,339,248
2017-12-22,352,235
2017-12-23,329,221
2017-12-24,290,229
2017-12-25,326,261
2017-12-26,333,245
2017-12-27,317,258
2017-12-28,322,273
2017-12-29,328,280
2017-12-30,341,291
2017-12-31,338,304
2018-01-01,342,280
2018-01-02,331,278
2018-01-03,330,280
2018-01-04,330,270
2018-01-05,335,291
2018-01-06,333,294
2018-01-07,337,271
2018-01-08,336,266
2018-01-09,338,258
2018-01-10,332,267
2018-01-11,335,263
2018-01-12,323,250
2018-01-13,304,235
2018-01-14,332,258
2018-01-15,336,270
2018-01-16,334,268
2018-01-17,331,259
2018-01-18,332,267
2018-01-19,307,239
2018-01-20,309,241
2018-01-21,333,260
2018-01-22,335,254
2018-01-23,336,262
2018-01-24,335,251
2018-01-25,333,249
2018-01-26,310,237
2018-01-27,306,236
2018-01-28,331,262
2018-01-29,338,265
2018-01-30,337,262
2018-01-31,333,250
2018-02-01,335,252
2018-02-02,335,237
2018-02-03,306,224
2018-02-04,308,234
2018-02-05,332,257
2018-02-06,335,285
2018-02-07,334,285
2018-02-08,335,287
2018-02-09,309,255
2018-02-10,307,252
2018-02-11,294,251
2018-02-12,333,274
2018-02-13,332,276
2018-02-14,333,272
2018-02-15,311,262
2018-02-16,291,228
2018-02-17,309,249
2018-02-18,334,271
2018-02-19,332,291
2018-02-20,331,284
2018-02-21,329,286
2018-02-22,328,275
2018-02-23,307,257
2018-02-24,308,268
2018-02-25,312,266
2018-02-26,334,273
2018-02-27,329,282
2018-02-28,331,286
2018-03-01,336,290
2018-03-02,301,262
2018-03-03,304,261
2018-03-04,337,282
