date,cc_open,cc_occupied
2017-11-20,309,245
2017-11-21,296,249
2017-11-22,312,248
2017-11-23,310,266
2017-11-24,296,240
2017-11-25,295,240
2017-11-26,306,250
2017-11-27,307,259
2017-11-28,309,269
2017-11-29,311,274
2017-11-30,311,271
2017-12-01,296,241
2017-12-02,297,237
2017-12-03,307,246
2017-12-04,300,250
2017-12-05,309,270
2017-12-06,313,273
2017-12-07,312,273
2017-12-08,299,239
2017-12-09,298,243
2017-12-10,308,253
2017-12-11,306,263
2017-12-12,308,273
2017-12-13,309,272
2017-12-14,308,275
2017-12-15,310,263
2017-12-16,309,259
2017-12-17,286,243
2017-12-18,309,272
2017-12-19,310,272
2017-12-20,311,266
2017-12-21,308,253
2017-12-22,307,247
2017-12-23,308,231
2017-12-24,309,230
2017-12-25,307,226
2017-12-26,306,227
2017-12-27,307,244
2017-12-28,306,245
2017-12-29,308,258
2017-12-30,307,251
2017-12-31,309,257
2018-01-01,310,268
2018-01-02,308,276
2018-01-03,307,274
2018-01-04,311,281
2018-01-05,309,273
2018-01-06,309,273
2018-01-07,311,287
2018-01-08,310,277
2018-01-09,310,266
2018-01-10,315,283
2018-01-11,317,286
2018-01-12,313,269
2018-01-13,314,260
2018-01-14,311,262
2018-01-15,315,277
2018-01-16,315,281
2018-01-17,315,278
2018-01-18,311,266
2018-01-19,316,275
2018-01-20,315,258
2018-01-21,313,262
2018-01-22,311,263
2018-01-23,311,264
2018-01-24,316,277
2018-01-25,311,270
2018-01-26,314,278
2018-01-27,314,264
2018-01-28,316,252
2018-01-29,310,263
2018-01-30,316,275
2018-01-31,314,266
2018-02-01,309,264
2018-02-02,308,255
2018-02-03,308,251
2018-02-04,311,252
2018-02-05,315,270
2018-02-06,312,263
2018-02-07,313,266
2018-02-08,314,263
2018-02-09,312,254
2018-02-10,312,255
2018-02-11,314,268
2018-02-12,310,212
2018-02-13,310,259
2018-02-14,318,272
2018-02-15,314,264
2018-02-16,314,244
2018-02-17,312,247
2018-02-18,313,260
2018-02-19,313,261
2018-02-20,313,259
2018-02-21,313,259
2018-02-22,315,264
2018-02-23,313,258
2018-02-24,311,236
2018-02-25,309,237
2018-02-26,312,247
2018-02-27,311,248
2018-02-28,314,258
2018-03-01,315,260
2018-03-02,314,250
2018-03-03,312,237
2018-03-04,314,240
