date,cc_open,cc_occupied
2017-11-20,678,508
2017-11-21,657,505
2017-11-22,678,550
2017-11-23,677,526
2017-11-24,645,545
2017-11-25,633,510
2017-11-26,670,524
2017-11-27,678,523
2017-11-28,680,550
2017-11-29,679,573
2017-11-30,681,578
2017-12-01,682,528
2017-12-02,675,519
2017-12-03,683,502
2017-12-04,678,562
2017-12-05,679,561
2017-12-06,681,576
2017-12-07,678,564
2017-12-08,661,541
2017-12-09,653,529
2017-12-10,669,520
2017-12-11,681,554
2017-12-12,680,552
2017-12-13,679,569
2017-12-14,676,554
2017-12-15,658,534
2017-12-16,646,509
2017-12-17,659,527
2017-12-18,677,561
2017-12-19,677,556
2017-12-20,670,544
2017-12-21,676,545
2017-12-22,663,542
2017-12-23,646,474
2017-12-24,645,450
2017-12-25,653,461
2017-12-26,665,496
2017-12-27,666,526
2017-12-28,672,568
2017-12-29,655,541
2017-12-30,643,518
2017-12-31,646,530
2018-01-01,667,546
2018-01-02,673,585
2018-01-03,684,579
2018-01-04,674,589
2018-01-05,657,564
2018-01-06,652,542
2018-01-07,656,516
2018-01-08,674,572
2018-01-09,674,576
2018-01-10,676,578
2018-01-11,676,581
2018-01-12,660,549
2018-01-13,650,531
2018-01-14,666,544
2018-01-15,677,566
2018-01-16,672,553
2018-01-17,672,555
2018-01-18,672,568
2018-01-19,656,555
2018-01-20,643,528
2018-01-21,657,538
2018-01-22,671,569
2018-01-23,674,579
2018-01-24,674,569
2018-01-25,674,571
2018-01-26,664,536
2018-01-27,644,508
2018-01-28,660,505
2018-01-29,672,547
2018-01-30,675,557
2018-01-31,675,558
2018-02-01,676,553
2018-02-02,664,540
2018-02-03,643,504
2018-02-04,657,514
2018-02-05,669,544
2018-02-06,670,563
2018-02-07,671,563
2018-02-08,671,566
2018-02-09,658,548
2018-02-10,642,507
2018-02-11,641,489
2018-02-12,670,533
2018-02-13,669,553
2018-02-14,669,534
2018-02-15,669,536
2018-02-16,659,513
2018-02-17,641,511
2018-02-18,660,491
2018-02-19,665,533
2018-02-20,673,562
2018-02-21,671,567
2018-02-22,672,546
2018-02-23,662,519
2018-02-24,647,517
2018-02-25,658,526
2018-02-26,672,543
2018-02-27,672,557
2018-02-28,672,540
2018-03-01,671,547
2018-03-02,660,516
2018-03-03,646,495
2018-03-04,660,491
