week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2001-03-02,9,0,702,0,0
2001-03-09,10,0,722,0,0
2001-03-16,11,0,695,0,0
2001-03-23,12,0,648,0,0
2001-03-30,13,0,664,0,0
2001-04-06,14,0,667,0,0
2001-04-13,15,0,671,0,0
2001-04-20,16,0,653,0,0
2001-04-27,17,0,669,0,0
2001-05-04,18,0,636,0,0
2001-05-11,19,0,622,0,0
2001-05-18,20,0,616,0,0
2001-05-25,21,0,606,0,0
2001-06-01,22,0,579,0,0
2001-06-08,23,0,583,0,0
2001-06-15,24,0,578,0,0
2001-06-22,25,0,581,0,0
2001-06-29,26,0,585,0,0
2001-07-06,27,0,569,0,0
2001-07-13,28,0,546,0,0
2001-07-20,29,0,568,0,0
2001-07-27,30,0,606,0,0
2001-08-03,31,0,561,0,0
2001-08-10,32,0,570,0,0
2001-08-17,33,0,592,0,0
2001-08-24,34,0,533,0,0
2001-08-31,35,0,590,0,0
2001-09-07,36,0,543,0,0
2001-09-14,37,0,589,0,0
2001-09-21,38,0,607,0,0
2001-09-28,39,0,642,0,0
2001-10-05,40,0,572,0,0
2001-10-12,41,0,620,0,0
2001-10-19,42,0,587,0,0
2001-10-26,43,0,645,0,0
2001-11-02,44,0,619,0,0
2001-11-09,45,0,596,0,0
2001-11-16,46,0,620,0,0
2001-11-23,47,0,624,0,0
2001-11-30,48,0,654,0,0
2001-12-07,49,0,637,0,0
2001-12-14,50,0,660,0,0
2001-12-21,51,0,687,0,0
2001-12-28,52,0,726,0,0
2002-01-04,1,0,748,0,0
2002-01-11,2,0,805,0,0
2002-01-18,3,0,793,0,0
2002-01-25,4,0,675,0,0
2002-02-01,5,0,707,0,0
2002-02-08,6,0,714,0,0
2002-02-15,7,0,680,0,0
2002-02-22,8,0,665,0,0
2002-03-01,9,0,684,0,0
2002-03-08,10,0,682,0,0
2002-03-15,11,0,704,0,0
2002-03-22,12,0,646,0,0
2002-03-29,13,0,626,0,0
2002-04-05,14,0,624,0,0
2002-04-12,15,0,653,0,0
2002-04-19,16,0,659,0,0
2002-04-26,17,0,643,0,0
2002-05-03,18,0,673,0,0
2002-05-10,19,0,595,0,0
2002-05-17,20,0,600,0,0
2002-05-24,21,0,605,0,0
2002-05-31,22,0,598,0,0
2002-06-07,23,0,623,0,0
2002-06-14,24,0,584,0,0
2002-06-21,25,0,549,0,0
2002-06-28,26,0,553,0,0
2002-07-05,27,0,594,0,0
2002-07-12,28,0,613,0,0
2002-07-19,29,0,590,0,0
2002-07-26,30,0,598,0,0
2002-08-02,31,0,563,0,0
2002-08-09,32,0,577,0,0
2002-08-16,33,0,583,0,0
2002-08-23,34,0,589,0,0
2002-08-30,35,0,588,0,0
2002-09-06,36,0,570,0,0
2002-09-13,37,0,618,0,0
2002-09-20,38,0,571,0,0
2002-09-27,39,0,625,0,0
2002-10-04,40,0,590,0,0
2002-10-11,41,0,582,0,0
2002-10-18,42,0,595,0,0
2002-10-25,43,0,603,0,0
2002-11-01,44,0,665,0,0
2002-11-08,45,0,630,0,0
2002-11-15,46,0,633,0,0
2002-11-22,47,0,659,0,0
2002-11-29,48,0,628,0,0
2002-12-06,49,0,661,0,0
2002-12-13,50,0,647,0,0
2002-12-20,51,0,707,0,0
2002-12-27,52,0,820,0,0
2003-01-03,1,0,770,0,0
2003-01-10,2,0,741,0,0
2003-01-17,3,0,735,0,0
2003-01-24,4,0,666,0,0
2003-01-31,5,0,639,0,0
2003-02-07,6,0,700,0,0
2003-02-14,7,0,668,0,0
2003-02-21,8,0,755,0,0
2003-02-28,9,0,686,0,0
2003-03-07,10,0,714,0,0
2003-03-14,11,0,661,0,0
2003-03-21,12,0,665,0,0
2003-03-28,13,0,696,0,0
2003-04-04,14,0,711,0,0
2003-04-11,15,0,702,0,0
2003-04-18,16,0,743,0,0
2003-04-25,17,0,664,0,0
2003-05-02,18,0,638,0,0
2003-05-09,19,0,620,0,0
2003-05-16,20,0,660,0,0
2003-05-23,21,0,629,0,0
2003-05-30,22,0,632,0,0
2003-06-06,23,0,603,0,0
2003-06-13,24,0,599,0,0
2003-06-20,25,0,607,0,0
2003-06-27,26,0,600,0,0
2003-07-04,27,0,552,0,0
2003-07-11,28,0,541,0,0
2003-07-18,29,0,603,0,0
2003-07-25,30,0,571,0,0
2003-08-01,31,0,626,0,0
2003-08-08,32,0,625,0,0
2003-08-15,33,0,593,0,0
2003-08-22,34,0,553,0,0
2003-08-29,35,0,555,0,0
2003-09-05,36,0,581,0,0
2003-09-12,37,0,551,0,0
2003-09-19,38,0,601,0,0
2003-09-26,39,0,603,0,0
2003-10-03,40,0,580,0,0
2003-10-10,41,0,639,0,0
2003-10-17,42,0,589,0,0
2003-10-24,43,0,615,0,0
2003-10-31,44,0,631,0,0
2003-11-07,45,0,713,0,0
2003-11-14,46,0,688,0,0
2003-11-21,47,0,685,0,0
2003-11-28,48,0,720,0,0
2003-12-05,49,0,645,0,0
2003-12-12,50,0,719,0,0
2003-12-19,51,0,742,0,0
2003-12-26,52,0,718,0,0
2004-01-02,1,0,770,0,0
2004-01-09,2,0,792,0,0
2004-01-16,3,0,746,0,0
2004-01-23,4,0,688,0,0
2004-01-30,5,0,662,0,0
2004-02-06,6,0,687,0,0
2004-02-13,7,0,652,0,0
2004-02-20,8,0,613,0,0
2004-02-27,9,0,715,0,0
2004-03-05,10,0,652,0,0
2004-03-12,11,0,634,0,0
2004-03-19,12,0,650,0,0
2004-03-26,13,0,678,0,0
2004-04-02,14,0,650,0,0
2004-04-09,15,0,627,0,0
2004-04-16,16,0,606,0,0
2004-04-23,17,0,602,0,0
2004-04-30,18,0,633,0,0
2004-05-07,19,0,592,0,0
2004-05-14,20,0,597,0,0
2004-05-21,21,0,555,0,0
2004-05-28,22,0,594,0,0
2004-06-04,23,0,587,0,0
2004-06-11,24,0,583,0,0
2004-06-18,25,0,552,0,0
2004-06-25,26,0,595,0,0
2004-07-02,27,0,539,0,0
2004-07-09,28,0,558,0,0
2004-07-16,29,0,546,0,0
2004-07-23,30,0,588,0,0
2004-07-30,31,0,592,0,0
2004-08-06,32,0,574,0,0
2004-08-13,33,0,590,0,0
2004-08-20,34,0,535,0,0
2004-08-27,35,0,582,0,0
2004-09-03,36,0,533,0,0
2004-09-10,37,0,618,0,0
2004-09-17,38,0,592,0,0
2004-09-24,39,0,563,0,0
2004-10-01,40,0,609,0,0
2004-10-08,41,0,578,0,0
2004-10-15,42,0,631,0,0
2004-10-22,43,0,653,0,0
2004-10-29,44,0,603,0,0
2004-11-05,45,0,618,0,0
2004-11-12,46,0,577,0,0
2004-11-19,47,0,618,0,0
2004-11-26,48,0,577,0,0
2004-12-03,49,0,636,0,0
2004-12-10,50,0,645,0,0
2004-12-17,51,0,642,0,0
2004-12-24,52,0,655,0,0
2004-12-31,53,0,740,0,0
2005-01-07,1,0,724,0,0
2005-01-14,2,0,742,0,0
2005-01-21,3,0,735,0,0
2005-01-28,4,0,671,0,0
2005-02-04,5,0,701,0,0
2005-02-11,6,0,696,0,0
2005-02-18,7,0,709,0,0
2005-02-25,8,0,737,0,0
2005-03-04,9,0,765,0,0
2005-03-11,10,0,743,0,0
2005-03-18,11,0,753,0,0
2005-03-25,12,0,724,0,0
2005-04-01,13,0,664,0,0
2005-04-08,14,0,593,0,0
2005-04-15,15,0,616,0,0
2005-04-22,16,0,674,0,0
2005-04-29,17,0,652,0,0
2005-05-06,18,0,633,0,0
2005-05-13,19,0,575,0,0
2005-05-20,20,0,592,0,0
2005-05-27,21,0,590,0,0
2005-06-03,22,0,554,0,0
2005-06-10,23,0,579,0,0
2005-06-17,24,0,597,0,0
2005-06-24,25,0,590,0,0
2005-07-01,26,0,601,0,0
2005-07-08,27,0,540,0,0
2005-07-15,28,0,598,0,0
2005-07-22,29,0,532,0,0
2005-07-29,30,0,558,0,0
2005-08-05,31,0,546,0,0
2005-08-12,32,0,582,0,0
2005-08-19,33,0,506,0,0
2005-08-26,34,0,548,0,0
2005-09-02,35,0,508,0,0
2005-09-09,36,0,526,0,0
2005-09-16,37,0,540,0,0
2005-09-23,38,0,545,0,0
2005-09-30,39,0,583,0,0
2005-10-07,40,0,546,0,0
2005-10-14,41,0,554,0,0
2005-10-21,42,0,592,0,0
2005-10-28,43,0,581,0,0
2005-11-04,44,0,534,0,0
2005-11-11,45,0,583,0,0
2005-11-18,46,0,586,0,0
2005-11-25,47,0,604,0,0
2005-12-02,48,0,706,0,0
2005-12-09,49,0,617,0,0
2005-12-16,50,0,677,0,0
2005-12-23,51,0,663,0,0
2005-12-30,52,0,685,0,0
2006-01-06,1,0,694,0,0
2006-01-13,2,0,704,0,0
2006-01-20,3,0,634,0,0
2006-01-27,4,0,617,0,0
2006-02-03,5,0,646,0,0
2006-02-10,6,0,695,0,0
2006-02-17,7,0,723,0,0
2006-02-24,8,0,650,0,0
2006-03-03,9,0,705,0,0
2006-03-10,10,0,649,0,0
2006-03-17,11,0,606,0,0
2006-03-24,12,0,659,0,0
2006-03-31,13,0,703,0,0
2006-04-07,14,0,641,0,0
2006-04-14,15,0,671,0,0
2006-04-21,16,0,657,0,0
2006-04-28,17,0,558,0,0
2006-05-05,18,0,566,0,0
2006-05-12,19,0,589,0,0
2006-05-19,20,0,576,0,0
2006-05-26,21,0,550,0,0
2006-06-02,22,0,507,0,0
2006-06-09,23,0,598,0,0
2006-06-16,24,0,573,0,0
2006-06-23,25,0,576,0,0
2006-06-30,26,0,556,0,0
2006-07-07,27,0,586,0,0
2006-07-14,28,0,531,0,0
2006-07-21,29,0,611,0,0
2006-07-28,30,0,580,0,0
2006-08-04,31,0,528,0,0
2006-08-11,32,0,578,0,0
2006-08-18,33,0,523,0,0
2006-08-25,34,0,552,0,0
2006-09-01,35,0,537,0,0
2006-09-08,36,0,546,0,0
2006-09-15,37,0,585,0,0
2006-09-22,38,0,530,0,0
2006-09-29,39,0,514,0,0
2006-10-06,40,0,523,0,0
2006-10-13,41,0,548,0,0
2006-10-20,42,0,539,0,0
2006-10-27,43,0,590,0,0
2006-11-03,44,0,574,0,0
2006-11-10,45,0,587,0,0
2006-11-17,46,0,617,0,0
2006-11-24,47,0,588,0,0
2006-12-01,48,0,583,0,0
2006-12-08,49,0,615,0,0
2006-12-15,50,0,591,0,0
2006-12-22,51,0,626,0,0
2006-12-29,52,0,637,0,0
2007-01-05,1,0,677,0,0
2007-01-12,2,0,707,0,0
2007-01-19,3,0,672,0,0
2007-01-26,4,0,639,0,0
2007-02-02,5,0,712,0,0
2007-02-09,6,0,679,0,0
2007-02-16,7,0,772,0,0
2007-02-23,8,0,713,0,0
2007-03-02,9,0,706,0,0
2007-03-09,10,0,645,0,0
2007-03-16,11,0,634,0,0
2007-03-23,12,0,574,0,0
2007-03-30,13,0,629,0,0
2007-04-06,14,0,659,0,0
2007-04-13,15,0,654,0,0
2007-04-20,16,0,608,0,0
2007-04-27,17,0,627,0,0
2007-05-04,18,0,581,0,0
2007-05-11,19,0,591,0,0
2007-05-18,20,0,601,0,0
2007-05-25,21,0,575,0,0
2007-06-01,22,0,620,0,0
2007-06-08,23,0,575,0,0
2007-06-15,24,0,576,0,0
2007-06-22,25,0,545,0,0
2007-06-29,26,0,584,0,0
2007-07-06,27,0,550,0,0
2007-07-13,28,0,614,0,0
2007-07-20,29,0,542,0,0
2007-07-27,30,0,525,0,0
2007-08-03,31,0,547,0,0
2007-08-10,32,0,549,0,0
2007-08-17,33,0,540,0,0
2007-08-24,34,0,569,0,0
2007-08-31,35,0,568,0,0
2007-09-07,36,0,553,0,0
2007-09-14,37,0,525,0,0
2007-09-21,38,0,557,0,0
2007-09-28,39,0,544,0,0
2007-10-05,40,0,585,0,0
2007-10-12,41,0,598,0,0
2007-10-19,42,0,581,0,0
2007-10-26,43,0,595,0,0
2007-11-02,44,0,596,0,0
2007-11-09,45,0,606,0,0
2007-11-16,46,0,569,0,0
2007-11-23,47,0,652,0,0
2007-11-30,48,0,704,0,0
2007-12-07,49,0,637,0,0
2007-12-14,50,0,658,0,0
2007-12-21,51,0,621,0,0
2007-12-28,52,0,761,0,0
2008-01-04,1,0,730,0,0
2008-01-11,2,0,702,0,0
2008-01-18,3,0,699,0,0
2008-01-25,4,0,621,0,0
2008-02-01,5,0,633,0,0
2008-02-08,6,0,619,0,0
2008-02-15,7,0,601,0,0
2008-02-22,8,0,652,0,0
2008-02-29,9,0,721,0,0
2008-03-07,10,0,630,0,0
2008-03-14,11,0,712,0,0
2008-03-21,12,0,635,0,0
2008-03-28,13,0,653,0,0
2008-04-04,14,0,640,0,0
2008-04-11,15,0,655,0,0
2008-04-18,16,0,624,0,0
2008-04-25,17,0,627,0,0
2008-05-02,18,0,635,0,0
2008-05-09,19,0,605,0,0
2008-05-16,20,0,532,0,0
2008-05-23,21,0,592,0,0
2008-05-30,22,0,619,0,0
2008-06-06,23,0,548,0,0
2008-06-13,24,0,542,0,0
2008-06-20,25,0,502,0,0
2008-06-27,26,0,546,0,0
2008-07-04,27,0,563,0,0
2008-07-11,28,0,510,0,0
2008-07-18,29,0,564,0,0
2008-07-25,30,0,553,0,0
2008-08-01,31,0,604,0,0
2008-08-08,32,0,536,0,0
2008-08-15,33,0,534,0,0
2008-08-22,34,0,511,0,0
2008-08-29,35,0,511,0,0
2008-09-05,36,0,546,0,0
2008-09-12,37,0,575,0,0
2008-09-19,38,0,520,0,0
2008-09-26,39,0,524,0,0
2008-10-03,40,0,553,0,0
2008-10-10,41,0,621,0,0
2008-10-17,42,0,595,0,0
2008-10-24,43,0,608,0,0
2008-10-31,44,0,600,0,0
2008-11-07,45,0,640,0,0
2008-11-14,46,0,632,0,0
2008-11-21,47,0,597,0,0
2008-11-28,48,0,574,0,0
2008-12-05,49,0,692,0,0
2008-12-12,50,0,725,0,0
2008-12-19,51,0,772,0,0
2008-12-26,52,0,829,0,0
2009-01-02,1,0,860,0,0
2009-01-09,2,0,878,0,0
2009-01-16,3,0,853,0,0
2009-01-23,4,0,789,0,0
2009-01-30,5,0,713,0,0
2009-02-06,6,0,659,0,0
2009-02-13,7,0,682,0,0
2009-02-20,8,0,633,0,0
2009-02-27,9,0,636,0,0
2009-03-06,10,0,615,0,0
2009-03-13,11,0,606,0,0
2009-03-20,12,0,602,0,0
2009-03-27,13,0,605,0,0
2009-04-03,14,0,561,0,0
2009-04-10,15,0,591,0,0
2009-04-17,16,0,616,0,0
2009-04-24,17,0,570,0,0
2009-05-01,18,0,526,0,0
2009-05-08,19,0,551,0,0
2009-05-15,20,0,551,0,0
2009-05-22,21,0,568,0,0
2009-05-29,22,0,565,0,0
2009-06-05,23,0,511,0,0
2009-06-12,24,0,542,0,0
2009-06-19,25,0,561,0,0
2009-06-26,26,0,535,0,0
2009-07-03,27,0,572,0,0
2009-07-10,28,0,514,0,0
2009-07-17,29,0,544,0,0
2009-07-24,30,0,520,0,0
2009-07-31,31,0,534,0,0
2009-08-07,32,0,511,0,0
2009-08-14,33,0,509,0,0
2009-08-21,34,0,507,0,0
2009-08-28,35,0,480,0,0
2009-09-04,36,0,529,0,0
2009-09-11,37,0,511,0,0
2009-09-18,38,0,542,0,0
2009-09-25,39,0,525,0,0
2009-10-02,40,0,563,0,0
2009-10-09,41,0,615,0,0
2009-10-16,42,0,577,0,0
2009-10-23,43,0,603,0,0
2009-10-30,44,0,573,0,0
2009-11-06,45,0,605,0,0
2009-11-13,46,0,594,0,0
2009-11-20,47,0,586,0,0
2009-11-27,48,0,574,0,0
2009-12-04,49,0,638,0,0
2009-12-11,50,0,629,0,0
2009-12-18,51,0,635,0,0
2009-12-25,52,0,697,0,0
2010-01-01,53,0,715,0,0
2010-01-08,1,879,784,0,0
2010-01-15,2,758,726,0,0
2010-01-22,3,774,729,0,0
2010-01-29,4,663,653,0,0
2010-02-05,5,688,653,0,0
2010-02-12,6,622,637,0,0
2010-02-19,7,636,657,0,0
2010-02-26,8,665,667,0,0
2010-03-05,9,623,575,0,0
2010-03-12,10,607,606,0,0
2010-03-19,11,617,625,0,0
2010-03-26,12,591,622,0,0
2010-04-02,13,501,557,0,0
2010-04-09,14,608,576,0,0
2010-04-16,15,639,568,0,0
2010-04-23,16,557,558,0,0
2010-04-30,17,616,596,0,0
2010-05-07,18,555,588,0,0
2010-05-14,19,565,582,0,0
2010-05-21,20,591,605,0,0
2010-05-28,21,563,536,0,0
2010-06-04,22,541,568,0,0
2010-06-11,23,591,579,0,0
2010-06-18,24,525,491,0,0
2010-06-25,25,510,549,0,0
2010-07-02,26,592,577,0,0
2010-07-09,27,555,508,0,0
2010-07-16,28,573,551,0,0
2010-07-23,29,528,518,0,0
2010-07-30,30,552,533,0,0
2010-08-06,31,538,494,0,0
2010-08-13,32,510,515,0,0
2010-08-20,33,526,527,0,0
2010-08-27,34,511,474,0,0
2010-09-03,35,514,536,0,0
2010-09-10,36,531,491,0,0
2010-09-17,37,508,502,0,0
2010-09-24,38,567,578,0,0
2010-10-01,39,579,572,0,0
2010-10-08,40,580,589,0,0
2010-10-15,41,562,547,0,0
2010-10-22,42,599,570,0,0
2010-10-29,43,531,530,0,0
2010-11-05,44,572,589,0,0
2010-11-12,45,564,591,0,0
2010-11-19,46,597,562,0,0
2010-11-26,47,605,638,0,0
2010-12-03,48,651,678,0,0
2010-12-10,49,695,676,0,0
2010-12-17,50,690,750,0,0
2010-12-24,51,751,838,0,0
2010-12-31,52,707,822,0,0
2011-01-07,1,846,807,0,0
2011-01-14,2,772,694,0,0
2011-01-21,3,638,639,0,0
2011-01-28,4,656,674,0,0
2011-02-04,5,687,660,0,0
2011-02-11,6,679,640,0,0
2011-02-18,7,609,584,0,0
2011-02-25,8,580,582,0,0
2011-03-04,9,590,582,0,0
2011-03-11,10,630,610,0,0
2011-03-18,11,593,599,0,0
2011-03-25,12,633,593,0,0
2011-04-01,13,574,603,0,0
2011-04-08,14,566,584,0,0
2011-04-15,15,573,543,0,0
2011-04-22,16,535,646,0,0
2011-04-29,17,565,571,0,0
2011-05-06,18,654,576,0,0
2011-05-13,19,616,593,0,0
2011-05-20,20,577,585,0,0
2011-05-27,21,583,579,0,0
2011-06-03,22,544,562,0,0
2011-06-10,23,601,583,0,0
2011-06-17,24,512,484,0,0
2011-06-24,25,544,507,0,0
2011-07-01,26,526,527,0,0
2011-07-08,27,579,593,0,0
2011-07-15,28,538,471,0,0
2011-07-22,29,529,536,0,0
2011-07-29,30,526,536,0,0
2011-08-05,31,547,521,0,0
2011-08-12,32,515,485,0,0
2011-08-19,33,491,487,0,0
2011-08-26,34,563,537,0,0
2011-09-02,35,471,551,0,0
2011-09-09,36,580,536,0,0
2011-09-16,37,505,493,0,0
2011-09-23,38,506,525,0,0
2011-09-30,39,544,558,0,0
2011-10-07,40,567,572,0,0
2011-10-14,41,511,522,0,0
2011-10-21,42,557,552,0,0
2011-10-28,43,604,630,0,0
2011-11-04,44,617,605,0,0
2011-11-11,45,571,553,0,0
2011-11-18,46,554,586,0,0
2011-11-25,47,599,571,0,0
2011-12-02,48,591,590,0,0
2011-12-09,49,602,614,0,0
2011-12-16,50,623,660,0,0
2011-12-23,51,680,693,0,0
2011-12-30,52,554,665,0,0
2012-01-06,1,660,642,0,0
2012-01-13,2,707,651,0,0
2012-01-20,3,635,656,0,0
2012-01-27,4,644,612,0,0
2012-02-03,5,586,603,0,0
2012-02-10,6,622,638,0,0
2012-02-17,7,628,641,0,0
2012-02-24,8,630,646,0,0
2012-03-02,9,668,665,0,0
2012-03-09,10,679,638,0,0
2012-03-16,11,610,641,0,0
2012-03-23,12,637,611,0,0
2012-03-30,13,593,630,0,0
2012-04-06,14,596,657,0,0
2012-04-13,15,662,592,0,0
2012-04-20,16,644,656,0,0
2012-04-27,17,655,627,0,0
2012-05-04,18,609,613,0,0
2012-05-11,19,590,612,0,0
2012-05-18,20,636,617,0,0
2012-05-25,21,603,600,0,0
2012-06-01,22,605,547,0,0
2012-06-08,23,489,582,0,0
2012-06-15,24,630,569,0,0
2012-06-22,25,559,575,0,0
2012-06-29,26,509,525,0,0
2012-07-06,27,573,540,0,0
2012-07-13,28,572,561,0,0
2012-07-20,29,567,549,0,0
2012-07-27,30,558,581,0,0
2012-08-03,31,576,551,0,0
2012-08-10,32,548,565,0,0
2012-08-17,33,604,595,0,0
2012-08-24,34,553,493,0,0
2012-08-31,35,478,501,0,0
2012-09-07,36,534,543,0,0
2012-09-14,37,511,501,0,0
2012-09-21,38,538,564,0,0
2012-09-28,39,615,580,0,0
2012-10-05,40,561,597,0,0
2012-10-12,41,613,578,0,0
2012-10-19,42,543,558,0,0
2012-10-26,43,574,586,0,0
2012-11-02,44,609,591,0,0
2012-11-09,45,609,616,0,0
2012-11-16,46,586,621,0,0
2012-11-23,47,608,665,0,0
2012-11-30,48,629,669,0,0
2012-12-07,49,668,647,0,0
2012-12-14,50,650,687,0,0
2012-12-21,51,744,677,0,0
2012-12-28,52,552,687,0,0
2013-01-04,1,725,771,0,0
2013-01-11,2,755,685,0,0
2013-01-18,3,647,689,0,0
2013-01-25,4,738,739,0,0
2013-02-01,5,749,705,0,0
2013-02-08,6,682,665,0,0
2013-02-15,7,697,693,0,0
2013-02-22,8,688,667,0,0
2013-03-01,9,642,665,0,0
2013-03-08,10,719,729,0,0
2013-03-15,11,720,747,0,0
2013-03-22,12,729,695,0,0
2013-03-29,13,617,727,0,0
2013-04-05,14,736,724,0,0
2013-04-12,15,792,771,0,0
2013-04-19,16,770,722,0,0
2013-04-26,17,708,674,0,0
2013-05-03,18,657,608,0,0
2013-05-10,19,547,582,0,0
2013-05-17,20,603,601,0,0
2013-05-24,21,606,595,0,0
2013-05-31,22,557,592,0,0
2013-06-07,23,603,582,0,0
2013-06-14,24,556,548,0,0
2013-06-21,25,583,558,0,0
2013-06-28,26,533,505,0,0
2013-07-05,27,520,547,0,0
2013-07-12,28,534,516,0,0
2013-07-19,29,513,565,0,0
2013-07-26,30,553,533,0,0
2013-08-02,31,518,493,0,0
2013-08-09,32,516,505,0,0
2013-08-16,33,524,514,0,0
2013-08-23,34,524,505,0,0
2013-08-30,35,511,553,0,0
2013-09-06,36,569,552,0,0
2013-09-13,37,530,504,0,0
2013-09-20,38,543,534,0,0
2013-09-27,39,558,566,0,0
2013-10-04,40,589,547,0,0
2013-10-11,41,555,567,0,0
2013-10-18,42,594,572,0,0
2013-10-25,43,551,538,0,0
2013-11-01,44,559,551,0,0
2013-11-08,45,591,609,0,0
2013-11-15,46,597,586,0,0
2013-11-22,47,609,625,0,0
2013-11-29,48,627,581,0,0
2013-12-06,49,621,606,0,0
2013-12-13,50,654,652,0,0
2013-12-20,51,644,605,0,0
2013-12-27,52,404,606,0,0
2014-01-03,1,751,672,0,0
2014-01-10,2,725,692,0,0
2014-01-17,3,690,677,0,0
2014-01-24,4,604,578,0,0
2014-01-31,5,622,626,0,0
2014-02-07,6,655,637,0,0
2014-02-14,7,590,663,0,0
2014-02-21,8,681,654,0,0
2014-02-28,9,621,587,0,0
2014-03-07,10,605,618,0,0
2014-03-14,11,617,608,0,0
2014-03-21,12,607,585,0,0
2014-03-28,13,604,611,0,0
2014-04-04,14,626,588,0,0
2014-04-11,15,589,592,0,0
2014-04-18,16,527,604,0,0
2014-04-25,17,634,623,0,0
2014-05-02,18,686,614,0,0
2014-05-09,19,515,551,0,0
2014-05-16,20,576,547,0,0
2014-05-23,21,602,603,0,0
2014-05-30,22,514,523,0,0
2014-06-06,23,588,591,0,0
2014-06-13,24,574,579,0,0
2014-06-20,25,552,554,0,0
2014-06-27,26,541,539,0,0
2014-07-04,27,568,552,0,0
2014-07-11,28,551,567,0,0
2014-07-18,29,601,612,0,0
2014-07-25,30,590,547,0,0
2014-08-01,31,545,553,0,0
2014-08-08,32,545,516,0,0
2014-08-15,33,526,539,0,0
2014-08-22,34,526,546,0,0
2014-08-29,35,515,554,0,0
2014-09-05,36,582,599,0,0
2014-09-12,37,562,567,0,0
2014-09-19,38,568,598,0,0
2014-09-26,39,571,532,0,0
2014-10-03,40,569,583,0,0
2014-10-10,41,556,564,0,0
2014-10-17,42,627,678,0,0
2014-10-24,43,670,650,0,0
2014-10-31,44,673,618,0,0
2014-11-07,45,573,570,0,0
2014-11-14,46,592,630,0,0
2014-11-21,47,612,594,0,0
2014-11-28,48,622,637,0,0
2014-12-05,49,650,644,0,0
2014-12-12,50,731,733,0,0
2014-12-19,51,723,748,0,0
2014-12-26,52,503,726,0,0
2015-01-02,1,725,912,0,0
2015-01-09,2,1031,874,0,0
2015-01-16,3,936,853,0,0
2015-01-23,4,828,776,0,0
2015-01-30,5,801,736,0,0
2015-02-06,6,720,723,0,0
2015-02-13,7,710,745,0,0
2015-02-20,8,739,722,0,0
2015-02-27,9,736,711,0,0
2015-03-06,10,712,720,0,0
2015-03-13,11,661,638,0,0
2015-03-20,12,680,670,0,0
2015-03-27,13,666,709,0,0
2015-04-03,14,580,639,0,0
2015-04-10,15,660,619,0,0
2015-04-17,16,671,626,0,0
2015-04-24,17,662,640,0,0
2015-05-01,18,628,617,0,0
2015-05-08,19,589,629,0,0
2015-05-15,20,622,596,0,0
2015-05-22,21,614,583,0,0
2015-05-29,22,588,631,0,0
2015-06-05,23,648,601,0,0
2015-06-12,24,606,590,0,0
2015-06-19,25,595,585,0,0
2015-06-26,26,597,581,0,0
2015-07-03,27,535,537,0,0
2015-07-10,28,554,559,0,0
2015-07-17,29,574,524,0,0
2015-07-24,30,529,526,0,0
2015-07-31,31,546,562,0,0
2015-08-07,32,564,578,0,0
2015-08-14,33,548,542,0,0
2015-08-21,34,557,574,0,0
2015-08-28,35,603,554,0,0
2015-09-04,36,489,527,0,0
2015-09-11,37,554,556,0,0
