week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2000-01-07,1,0,1131,0,0
2000-01-14,2,0,923,0,0
2000-01-21,3,0,853,0,0
2000-01-28,4,0,790,0,0
2000-02-04,5,0,723,0,0
2000-02-11,6,0,702,0,0
2000-02-18,7,0,666,0,0
2000-02-25,8,0,611,0,0
2000-03-03,9,0,666,0,0
2000-03-10,10,0,665,0,0
2000-03-17,11,0,615,0,0
2000-03-24,12,0,643,0,0
2000-03-31,13,0,616,0,0
2000-04-07,14,0,619,0,0
2000-04-14,15,0,621,0,0
2000-04-21,16,0,635,0,0
2000-04-28,17,0,626,0,0
2000-05-05,18,0,606,0,0
2000-05-12,19,0,547,0,0
2000-05-19,20,0,580,0,0
2000-05-26,21,0,618,0,0
2000-06-02,22,0,613,0,0
2000-06-09,23,0,572,0,0
2000-06-16,24,0,657,0,0
2000-06-23,25,0,620,0,0
2000-06-30,26,0,592,0,0
2000-07-07,27,0,577,0,0
2000-07-14,28,0,565,0,0
2000-07-21,29,0,513,0,0
2000-07-28,30,0,591,0,0
2000-08-04,31,0,559,0,0
2000-08-11,32,0,602,0,0
2000-08-18,33,0,554,0,0
2000-08-25,34,0,573,0,0
2000-09-01,35,0,553,0,0
2000-09-08,36,0,593,0,0
2000-09-15,37,0,615,0,0
2000-09-22,38,0,597,0,0
2000-09-29,39,0,569,0,0
2000-10-06,40,0,556,0,0
2000-10-13,41,0,614,0,0
2000-10-20,42,0,605,0,0
2000-10-27,43,0,608,0,0
2000-11-03,44,0,636,0,0
2000-11-10,45,0,622,0,0
2000-11-17,46,0,618,0,0
2000-11-24,47,0,650,0,0
2000-12-01,48,0,648,0,0
2000-12-08,49,0,613,0,0
2000-12-15,50,0,690,0,0
2000-12-22,51,0,645,0,0
2000-12-29,52,0,751,0,0
2001-01-05,1,0,761,0,0
2001-01-12,2,0,760,0,0
2001-01-19,3,0,736,0,0
2001-01-26,4,0,737,0,0
2001-02-02,5,0,760,0,0
2001-02-09,6,0,687,0,0
2001-02-16,7,0,724,0,0
2001-02-23,8,0,657,0,0
