week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2000-01-07,1,0,18683,0,0
2000-01-14,2,0,16233,0,0
2000-01-21,3,0,13818,0,0
2000-01-28,4,0,12555,0,0
2000-02-04,5,0,11699,0,0
2000-02-11,6,0,10818,0,0
2000-02-18,7,0,10763,0,0
2000-02-25,8,0,10267,0,0
2000-03-03,9,0,10644,0,0
2000-03-10,10,0,10139,0,0
2000-03-17,11,0,9863,0,0
2000-03-24,12,0,9780,0,0
2000-03-31,13,0,9829,0,0
2000-04-07,14,0,9892,0,0
2000-04-14,15,0,10171,0,0
2000-04-21,16,0,10222,0,0
2000-04-28,17,0,9883,0,0
2000-05-05,18,0,9553,0,0
2000-05-12,19,0,9497,0,0
2000-05-19,20,0,9325,0,0
2000-05-26,21,0,9324,0,0
2000-06-02,22,0,9391,0,0
2000-06-09,23,0,9436,0,0
2000-06-16,24,0,9477,0,0
2000-06-23,25,0,9709,0,0
2000-06-30,26,0,9158,0,0
2000-07-07,27,0,9133,0,0
2000-07-14,28,0,9357,0,0
2000-07-21,29,0,9405,0,0
2000-07-28,30,0,9191,0,0
2000-08-04,31,0,9076,0,0
2000-08-11,32,0,8944,0,0
2000-08-18,33,0,8942,0,0
2000-08-25,34,0,9065,0,0
2000-09-01,35,0,8895,0,0
2000-09-08,36,0,9071,0,0
2000-09-15,37,0,9061,0,0
2000-09-22,38,0,9144,0,0
2000-09-29,39,0,9211,0,0
2000-10-06,40,0,9125,0,0
2000-10-13,41,0,9989,0,0
2000-10-20,42,0,9720,0,0
2000-10-27,43,0,9648,0,0
2000-11-03,44,0,10423,0,0
2000-11-10,45,0,10473,0,0
2000-11-17,46,0,10165,0,0
2000-11-24,47,0,10481,0,0
2000-12-01,48,0,10314,0,0
2000-12-08,49,0,10341,0,0
2000-12-15,50,0,10261,0,0
2000-12-22,51,0,10820,0,0
2000-12-29,52,0,11637,0,0
2001-01-05,1,0,12352,0,0
2001-01-12,2,0,11808,0,0
2001-01-19,3,0,11486,0,0
2001-01-26,4,0,11734,0,0
2001-02-02,5,0,11328,0,0
2001-02-09,6,0,11156,0,0
2001-02-16,7,0,10916,0,0
2001-02-23,8,0,10928,0,0
2001-03-02,9,0,11393,0,0
2001-03-09,10,0,11641,0,0
2001-03-16,11,0,11032,0,0
2001-03-23,12,0,10723,0,0
2001-03-30,13,0,10313,0,0
2001-04-06,14,0,10397,0,0
2001-04-13,15,0,10179,0,0
2001-04-20,16,0,10153,0,0
2001-04-27,17,0,10328,0,0
2001-05-04,18,0,10173,0,0
2001-05-11,19,0,9982,0,0
2001-05-18,20,0,9885,0,0
2001-05-25,21,0,9681,0,0
2001-06-01,22,0,9428,0,0
