week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2012-03-02,9,10242,0,0,0
2012-03-09,10,9811,0,0,0
2012-03-16,11,9416,0,0,0
2012-03-23,12,9204,0,0,0
2012-03-30,13,9023,0,0,0
2012-04-06,14,7904,0,0,0
2012-04-13,15,9309,0,0,0
2012-04-20,16,10149,0,0,0
2012-04-27,17,9555,0,0,0
2012-05-04,18,9323,0,0,0
2012-05-11,19,8259,0,0,0
2012-05-18,20,9244,0,0,0
2012-05-25,21,8980,0,0,0
2012-06-01,22,8973,0,0,0
2012-06-08,23,6273,0,0,0
2012-06-15,24,9516,0,0,0
2012-06-22,25,8475,0,0,0
2012-06-29,26,8329,0,0,0
2012-07-06,27,8319,0,0,0
2012-07-13,28,8159,0,0,0
2012-07-20,29,8100,0,0,0
2012-07-27,30,8290,0,0,0
2012-08-03,31,8336,0,0,0
2012-08-10,32,8237,0,0,0
2012-08-17,33,8144,0,0,0
2012-08-24,34,8397,0,0,0
2012-08-31,35,7116,0,0,0
2012-09-07,36,8294,0,0,0
2012-09-14,37,8103,0,0,0
2012-09-21,38,8277,0,0,0
2012-09-28,39,8229,0,0,0
2012-10-05,40,8483,0,0,0
2012-10-12,41,8806,0,0,0
2012-10-19,42,8723,0,0,0
2012-10-26,43,8961,0,0,0
2012-11-02,44,8701,0,0,0
2012-11-09,45,8701,0,0,0
2012-11-16,46,9081,0,0,0
2012-11-23,47,9269,0,0,0
2012-11-30,48,9026,0,0,0
2012-12-07,49,8703,0,0,0
2012-12-14,50,9173,0,0,0
2012-12-21,51,9623,0,0,0
2012-12-28,52,7529,0,0,0
2013-01-04,1,10868,0,0,0
2013-01-11,2,11760,0,0,0
2013-01-18,3,10413,0,0,0
2013-01-25,4,10508,0,0,0
2013-02-01,5,10545,0,0,0
2013-02-08,6,10348,0,0,0
2013-02-15,7,10315,0,0,0
2013-02-22,8,10145,0,0,0
2013-03-01,9,10122,0,0,0
2013-03-08,10,10506,0,0,0
2013-03-15,11,10432,0,0,0
2013-03-22,12,10322,0,0,0
2013-03-29,13,8652,0,0,0
2013-04-05,14,10097,0,0,0
2013-04-12,15,11322,0,0,0
2013-04-19,16,10898,0,0,0
2013-04-26,17,9896,0,0,0
2013-05-03,18,9490,0,0,0
2013-05-10,19,8249,0,0,0
2013-05-17,20,9217,0,0,0
2013-05-24,21,8898,0,0,0
2013-05-31,22,7751,0,0,0
2013-06-07,23,8840,0,0,0
2013-06-14,24,8297,0,0,0
2013-06-21,25,8286,0,0,0
2013-06-28,26,8034,0,0,0
2013-07-05,27,8256,0,0,0
2013-07-12,28,7966,0,0,0
2013-07-19,29,8261,0,0,0
2013-07-26,30,7896,0,0,0
2013-08-02,31,7622,0,0,0
2013-08-09,32,7742,0,0,0
2013-08-16,33,7679,0,0,0
2013-08-23,34,8028,0,0,0
2013-08-30,35,7147,0,0,0
2013-09-06,36,8300,0,0,0
2013-09-13,37,7777,0,0,0
2013-09-20,38,8057,0,0,0
2013-09-27,39,8566,0,0,0
2013-10-04,40,8575,0,0,0
2013-10-11,41,8356,0,0,0
2013-10-18,42,8589,0,0,0
2013-10-25,43,8630,0,0,0
2013-11-01,44,8533,0,0,0
2013-11-08,45,8826,0,0,0
2013-11-15,46,8949,0,0,0
2013-11-22,47,8948,0,0,0
2013-11-29,48,8984,0,0,0
2013-12-06,49,9265,0,0,0
2013-12-13,50,9357,0,0,0
2013-12-20,51,9666,0,0,0
2013-12-27,52,6179,0,0,0
2014-01-03,1,10678,0,0,0
2014-01-10,2,11092,0,0,0
2014-01-17,3,10331,0,0,0
2014-01-24,4,9729,0,0,0
2014-01-31,5,9618,0,0,0
2014-02-07,6,9456,0,0,0
2014-02-14,7,9582,0,0,0
2014-02-21,8,9727,0,0,0
2014-02-28,9,9723,0,0,0
2014-03-07,10,9202,0,0,0
2014-03-14,11,9355,0,0,0
2014-03-21,12,9207,0,0,0
2014-03-28,13,8985,0,0,0
2014-04-04,14,9302,0,0,0
2014-04-11,15,8892,0,0,0
2014-04-18,16,7458,0,0,0
2014-04-25,17,8708,0,0,0
2014-05-02,18,9817,0,0,0
2014-05-09,19,8083,0,0,0
2014-05-16,20,8909,0,0,0
2014-05-23,21,8683,0,0,0
2014-05-30,22,7495,0,0,0
2014-06-06,23,8943,0,0,0
2014-06-13,24,8812,0,0,0
2014-06-20,25,8372,0,0,0
2014-06-27,26,8365,0,0,0
2014-07-04,27,8174,0,0,0
2014-07-11,28,8210,0,0,0
2014-07-18,29,8485,0,0,0
2014-07-25,30,8351,0,0,0
2014-08-01,31,8346,0,0,0
2014-08-08,32,8183,0,0,0
2014-08-15,33,8240,0,0,0
2014-08-22,34,8211,0,0,0
2014-08-29,35,7489,0,0,0
2014-09-05,36,9059,0,0,0
2014-09-12,37,8684,0,0,0
2014-09-19,38,8517,0,0,0
2014-09-26,39,8452,0,0,0
2014-10-03,40,8674,0,0,0
2014-10-10,41,8571,0,0,0
2014-10-17,42,8800,0,0,0
2014-10-24,43,8909,0,0,0
2014-10-31,44,8887,0,0,0
2014-11-07,45,9149,0,0,0
2014-11-14,46,9416,0,0,0
2014-11-21,47,8818,0,0,0
2014-11-28,48,9275,0,0,0
2014-12-05,49,9594,0,0,0
2014-12-12,50,9796,0,0,0
2014-12-19,51,10934,0,0,0
2014-12-26,52,7319,0,0,0
2015-01-02,1,11523,0,0,0
2015-01-09,2,15166,0,0,0
2015-01-16,3,13894,0,0,0
2015-01-23,4,13087,0,0,0
2015-01-30,5,12078,0,0,0
2015-02-06,6,11303,0,0,0
2015-02-13,7,11090,0,0,0
2015-02-20,8,10668,0,0,0
2015-02-27,9,10712,0,0,0
2015-03-06,10,10735,0,0,0
2015-03-13,11,10272,0,0,0
2015-03-20,12,9877,0,0,0
2015-03-27,13,9806,0,0,0
2015-04-03,14,8466,0,0,0
2015-04-10,15,9408,0,0,0
2015-04-17,16,10943,0,0,0
2015-04-24,17,9906,0,0,0
2015-05-01,18,9473,0,0,0
2015-05-08,19,8242,0,0,0
2015-05-15,20,9633,0,0,0
2015-05-22,21,9362,0,0,0
2015-05-29,22,7609,0,0,0
2015-06-05,23,9483,0,0,0
2015-06-12,24,8917,0,0,0
2015-06-19,25,8694,0,0,0
2015-06-26,26,8564,0,0,0
2015-07-03,27,8641,0,0,0
2015-07-10,28,8438,0,0,0
2015-07-17,29,8197,0,0,0
2015-07-24,30,8227,0,0,0
2015-07-31,31,8048,0,0,0
2015-08-07,32,8268,0,0,0
2015-08-14,33,8575,0,0,0
2015-08-21,34,8537,0,0,0
2015-08-28,35,8395,0,0,0
2015-09-04,36,7363,0,0,0
2015-09-11,37,8687,0,0,0
2015-09-18,38,8521,0,0,0
2015-09-25,39,8842,0,0,0
2015-10-02,40,8841,0,0,0
2015-10-09,41,9089,0,0,0
2015-10-16,42,8869,0,0,0
2015-10-23,43,9078,0,0,0
2015-10-30,44,8997,0,0,0
2015-11-06,45,9364,0,0,0
2015-11-13,46,9296,0,0,0
2015-11-20,47,9194,0,0,0
2015-11-27,48,9216,0,0,0
2015-12-04,49,9689,0,0,0
2015-12-11,50,9552,0,0,0
2015-12-18,51,10023,0,0,0
2015-12-25,52,8081,0,0,0
2016-01-01,53,6980,0,0,0
2016-01-08,1,12202,0,0,0
2016-01-15,2,10763,0,0,0
2016-01-22,3,10721,0,0,0
2016-01-29,4,10569,0,0,0
2016-02-05,5,10331,0,0,0
2016-02-12,6,10445,0,0,0
2016-02-19,7,9906,0,0,0
2016-02-26,8,10334,0,0,0
2016-03-04,9,10544,0,0,0
2016-03-11,10,10246,0,0,0
2016-03-18,11,10255,0,0,0
2016-03-25,12,8929,0,0,0
2016-04-01,13,9542,0,0,0
2016-04-08,14,10839,0,0,0
2016-04-15,15,10645,0,0,0
2016-04-22,16,10180,0,0,0
2016-04-29,17,9756,0,0,0
2016-05-06,18,8537,0,0,0
2016-05-13,19,9955,0,0,0
2016-05-20,20,9319,0,0,0
2016-05-27,21,9099,0,0,0
2016-06-03,22,7398,0,0,0
2016-06-10,23,9266,0,0,0
2016-06-17,24,8785,0,0,0
2016-06-24,25,8788,0,0,0
2016-07-01,26,8648,0,0,0
2016-07-08,27,8596,0,0,0
2016-07-15,28,8769,0,0,0
2016-07-22,29,8755,0,0,0
2016-07-29,30,8688,0,0,0
2016-08-05,31,8573,0,0,0
2016-08-12,32,8495,0,0,0
2016-08-19,33,8471,0,0,0
2016-08-26,34,8673,0,0,0
2016-09-02,35,7422,0,0,0
2016-09-09,36,8821,0,0,0
2016-09-16,37,8519,0,0,0
2016-09-23,38,8350,0,0,0
2016-09-30,39,8377,0,0,0
2016-10-07,40,8706,0,0,0
2016-10-14,41,9113,0,0,0
2016-10-21,42,9131,0,0,0
2016-10-28,43,9070,0,0,0
2016-11-04,44,9486,0,0,0
2016-11-11,45,9820,0,0,0
2016-11-18,46,9978,0,0,0
2016-11-25,47,9918,0,0,0
2016-12-02,48,9780,0,0,0
2016-12-09,49,10507,0,0,0
2016-12-16,50,9851,0,0,0
2016-12-23,51,10766,0,0,0
2016-12-30,52,7428,0,0,0
2017-01-06,1,11221,0,0,0
2017-01-13,2,12864,0,0,0
2017-01-20,3,12750,0,0,0
2017-01-27,4,11976,0,0,0
2017-02-03,5,11710,0,0,0
2017-02-10,6,11522,0,0,0
2017-02-17,7,10943,0,0,0
2017-02-24,8,11071,0,0,0
2017-03-03,9,10516,0,0,0
2017-03-10,10,10426,0,0,0
2017-03-17,11,10027,0,0,0
2017-03-24,12,9673,0,0,0
2017-03-31,13,9342,0,0,0
2017-04-07,14,9266,0,0,0
2017-04-14,15,7896,0,0,0
2017-04-21,16,8964,0,0,0
2017-04-28,17,10165,0,0,0
2017-05-05,18,8448,0,0,0
2017-05-12,19,9982,0,0,0
2017-05-19,20,9646,0,0,0
2017-05-26,21,9409,0,0,0
2017-06-02,22,7723,0,0,0
2017-06-09,23,9161,0,0,0
2017-06-16,24,8738,0,0,0
2017-06-23,25,8994,0,0,0
2017-06-30,26,8764,0,0,0
2017-07-07,27,8685,0,0,0
2017-07-14,28,8787,0,0,0
2017-07-21,29,8527,0,0,0
2017-07-28,30,8266,0,0,0
2017-08-04,31,8323,0,0,0
2017-08-11,32,8438,0,0,0
2017-08-18,33,8682,0,0,0
2017-08-25,34,8790,0,0,0
2017-09-01,35,7566,0,0,0
2017-09-08,36,8935,0,0,0
2017-09-15,37,8820,0,0,0
2017-09-22,38,8928,0,0,0
2017-09-29,39,9071,0,0,0
2017-10-06,40,9121,0,0,0
2017-10-13,41,9270,0,0,0
2017-10-20,42,9360,0,0,0
2017-10-27,43,9115,0,0,0
2017-11-03,44,9366,0,0,0
2017-11-10,45,9717,0,0,0
2017-11-17,46,9586,0,0,0
2017-11-24,47,9960,0,0,0
2017-12-01,48,9874,0,0,0
2017-12-08,49,10135,0,0,0
2017-12-15,50,10488,0,0,0
2017-12-22,51,11734,0,0,0
2017-12-29,52,7923,0,0,0
2018-01-05,1,11914,0,0,0
2018-01-12,2,14107,0,0,0
2018-01-19,3,13340,0,0,0
2018-01-26,4,13056,0,0,0
2018-02-02,5,12452,0,0,0
2018-02-09,6,11573,0,0,0
2018-02-16,7,11387,0,0,0
2018-02-23,8,11305,0,0,0
2018-03-02,9,10132,0,0,0
2018-03-09,10,12067,0,0,0
2018-03-16,11,11813,0,0,0
2018-03-23,12,10999,0,0,0
2018-03-30,13,9193,0,0,0
2018-04-06,14,9979,0,0,0
2018-04-13,15,11473,0,0,0
2018-04-20,16,10450,0,0,0
2018-04-27,17,9653,0,0,0
2018-05-04,18,9494,0,0,0
2018-05-11,19,8076,0,0,0
2018-05-18,20,9447,0,0,0
2018-05-25,21,8997,0,0,0
2018-06-01,22,7584,0,0,0
2018-06-08,23,9330,0,0,0
2018-06-15,24,8751,0,0,0
2018-06-22,25,8678,0,0,0
2018-06-29,26,8582,0,0,0
2018-07-06,27,8609,0,0,0
2018-07-13,28,8691,0,0,0
2018-07-20,29,8523,0,0,0
2018-07-27,30,8540,0,0,0
2018-08-03,31,8568,0,0,0
2018-08-10,32,8756,0,0,0
2018-08-17,33,8273,0,0,0
2018-08-24,34,8380,0,0,0
2018-08-31,35,7330,0,0,0
2018-09-07,36,8815,0,0,0
2018-09-14,37,8590,0,0,0
2018-09-21,38,8680,0,0,0
2018-09-28,39,8545,0,0,0
2018-10-05,40,8860,0,0,0
2018-10-12,41,9017,0,0,0
2018-10-19,42,9207,0,0,0
2018-10-26,43,8934,0,0,0
2018-11-02,44,8896,0,0,0
2018-11-09,45,9466,0,0,0
2018-11-16,46,9496,0,0,0
2018-11-23,47,9269,0,0,0
2018-11-30,48,9335,0,0,0
2018-12-07,49,9584,0,0,0
2018-12-14,50,9814,0,0,0
2018-12-21,51,10359,0,0,0
2018-12-28,52,6646,0,0,0
2019-01-04,1,10201,0,0,0
2019-01-11,2,11766,0,0,0
2019-01-18,3,11145,0,0,0
2019-01-25,4,10978,0,0,0
2019-02-01,5,10524,0,0,0
2019-02-08,6,10925,0,0,0
2019-02-15,7,11052,0,0,0
2019-02-22,8,10574,0,0,0
2019-03-01,9,10334,0,0,0
2019-03-08,10,10250,0,0,0
2019-03-15,11,9868,0,0,0
2019-03-22,12,9728,0,0,0
2019-03-29,13,9188,0,0,0
2019-04-05,14,9453,0,0,0
2019-04-12,15,9612,0,0,0
2019-04-19,16,8398,0,0,0
2019-04-26,17,9359,0,0,0
2019-05-03,18,10493,0,0,0
2019-05-10,19,8432,0,0,0
2019-05-17,20,9586,0,0,0
2019-05-24,21,9628,0,0,0
2019-05-31,22,7722,0,0,0
2019-06-07,23,9489,0,0,0
2019-06-14,24,8826,0,0,0
2019-06-21,25,8895,0,0,0
2019-06-28,26,8918,0,0,0
2019-07-05,27,8499,0,0,0
2019-07-12,28,8557,0,0,0
2019-07-19,29,8509,0,0,0
2019-07-26,30,8537,0,0,0
2019-08-02,31,8666,0,0,0
2019-08-09,32,8555,0,0,0
2019-08-16,33,8467,0,0,0
2019-08-23,34,8421,0,0,0
2019-08-30,35,7655,0,0,0
2019-09-06,36,9087,0,0,0
2019-09-13,37,8924,0,0,0
2019-09-20,38,8837,0,0,0
2019-09-27,39,8887,0,0,0
2019-10-04,40,9181,0,0,0
2019-10-11,41,9349,0,0,0
2019-10-18,42,9507,0,0,0
2019-10-25,43,9323,0,0,0
2019-11-01,44,9493,0,0,0
2019-11-08,45,10009,0,0,0
2019-11-15,46,9952,0,0,0
2019-11-22,47,10164,0,0,0
2019-11-29,48,10245,0,0,0
2019-12-06,49,10061,0,0,0
2019-12-13,50,10467,0,0,0
2019-12-20,51,11137,0,0,0
2019-12-27,52,7026,0,0,0
2020-01-03,1,11442,0,0,0
2020-01-10,2,13087,0,0,0
2020-01-17,3,12194,0,0,0
2020-01-24,4,11107,0,0,0
2020-01-31,5,10866,0,0,1
2020-02-07,6,10271,0,0,1
2020-02-14,7,10190,0,0,0
2020-02-21,8,10135,0,0,0
2020-02-28,9,10139,0,0,1
2020-03-06,10,10225,0,0,6
2020-03-13,11,10317,0,5,44
2020-03-20,12,9903,0,100,390
2020-03-27,13,10412,0,515,1803
2020-04-03,14,15443,0,3330,4991
2020-04-10,15,17563,0,5899,7868
2020-04-17,16,21157,0,8335,7906
2020-04-24,17,20841,0,7806,6602
2020-05-01,18,17004,0,5748,4970
2020-05-08,19,11946,0,3716,3776
2020-05-15,20,13783,0,3624,2723
2020-05-22,21,11586,0,2455,2168
2020-05-29,22,9228,0,1715,1671
2020-06-05,23,9995,0,1488,1243
2020-06-12,24,9391,0,1057,901
2020-06-19,25,8716,0,744,644
2020-06-26,26,8414,0,574,563
2020-07-03,27,8542,0,497,398
2020-07-10,28,8103,0,344,317
2020-07-17,29,8262,0,284,224
2020-07-24,30,8317,0,209,191
2020-07-31,31,8404,0,183,144
2020-08-07,32,8365,0,128,113
2020-08-14,33,8767,0,125,132
2020-08-21,34,9021,0,126,96
2020-08-28,35,8425,0,97,90
2020-09-04,36,7232,0,74,74
2020-09-11,37,9215,0,97,97
2020-09-18,38,8955,0,134,161
2020-09-25,39,9005,0,203,232
2020-10-02,40,9257,0,296,355
2020-10-09,41,9308,0,401,476
2020-10-16,42,9833,0,622,724
2020-10-23,43,10070,0,913,1176
2020-10-30,44,10166,0,1258,1564
2020-11-06,45,10962,0,1771,2035
2020-11-13,46,11495,0,2274,2413
2020-11-20,47,11675,0,2471,2693
2020-11-27,48,11645,0,2820,2846
2020-12-04,49,11450,0,2623,2685
2020-12-11,50,11460,0,2530,2635
2020-12-18,51,12113,0,2729,2888
2020-12-25,52,10680,0,2631,3416
2021-01-01,53,9325,0,2831,4297
2021-01-08,1,16527,0,5597,5352
2021-01-15,2,16845,0,6767,6161
