week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2010-01-08,1,12049,0,0,0
2010-01-15,2,11763,0,0,0
2010-01-22,3,10969,0,0,0
2010-01-29,4,10367,0,0,0
2010-02-05,5,9813,0,0,0
2010-02-12,6,9476,0,0,0
2010-02-19,7,9452,0,0,0
2010-02-26,8,9598,0,0,0
2010-03-05,9,9344,0,0,0
2010-03-12,10,9160,0,0,0
2010-03-19,11,9088,0,0,0
2010-03-26,12,9026,0,0,0
2010-04-02,13,7488,0,0,0
2010-04-09,14,9118,0,0,0
2010-04-16,15,9222,0,0,0
2010-04-23,16,8870,0,0,0
2010-04-30,17,8864,0,0,0
2010-05-07,18,7765,0,0,0
2010-05-14,19,8901,0,0,0
2010-05-21,20,8579,0,0,0
2010-05-28,21,8858,0,0,0
2010-06-04,22,7623,0,0,0
2010-06-11,23,8645,0,0,0
2010-06-18,24,7967,0,0,0
2010-06-25,25,7926,0,0,0
2010-07-02,26,8362,0,0,0
2010-07-09,27,8045,0,0,0
2010-07-16,28,7944,0,0,0
2010-07-23,29,7711,0,0,0
2010-07-30,30,7683,0,0,0
2010-08-06,31,7897,0,0,0
2010-08-13,32,7784,0,0,0
2010-08-20,33,8033,0,0,0
2010-08-27,34,8089,0,0,0
2010-09-03,35,7178,0,0,0
2010-09-10,36,8385,0,0,0
2010-09-17,37,8172,0,0,0
2010-09-24,38,8352,0,0,0
2010-10-01,39,8153,0,0,0
2010-10-08,40,8601,0,0,0
2010-10-15,41,8638,0,0,0
2010-10-22,42,8670,0,0,0
2010-10-29,43,8723,0,0,0
2010-11-05,44,9075,0,0,0
2010-11-12,45,8819,0,0,0
2010-11-19,46,8816,0,0,0
2010-11-26,47,8844,0,0,0
2010-12-03,48,8553,0,0,0
2010-12-10,49,10475,0,0,0
2010-12-17,50,10171,0,0,0
2010-12-24,51,10705,0,0,0
2010-12-31,52,8951,0,0,0
2011-01-07,1,11768,0,0,0
2011-01-14,2,12333,0,0,0
2011-01-21,3,10775,0,0,0
2011-01-28,4,9876,0,0,0
2011-02-04,5,9529,0,0,0
2011-02-11,6,9316,0,0,0
2011-02-18,7,9130,0,0,0
2011-02-25,8,8834,0,0,0
2011-03-04,9,8842,0,0,0
2011-03-11,10,8999,0,0,0
2011-03-18,11,9219,0,0,0
2011-03-25,12,9051,0,0,0
2011-04-01,13,8718,0,0,0
2011-04-08,14,8969,0,0,0
2011-04-15,15,8733,0,0,0
2011-04-22,16,7767,0,0,0
2011-04-29,17,7482,0,0,0
2011-05-06,18,9177,0,0,0
2011-05-13,19,9492,0,0,0
2011-05-20,20,8344,0,0,0
2011-05-27,21,8548,0,0,0
2011-06-03,22,7348,0,0,0
2011-06-10,23,8622,0,0,0
2011-06-17,24,8427,0,0,0
2011-06-24,25,8144,0,0,0
2011-07-01,26,8160,0,0,0
2011-07-08,27,8099,0,0,0
2011-07-15,28,7891,0,0,0
2011-07-22,29,7942,0,0,0
2011-07-29,30,7907,0,0,0
2011-08-05,31,8208,0,0,0
2011-08-12,32,8038,0,0,0
2011-08-19,33,7907,0,0,0
2011-08-26,34,7876,0,0,0
2011-09-02,35,7227,0,0,0
2011-09-09,36,8160,0,0,0
2011-09-16,37,8080,0,0,0
2011-09-23,38,7998,0,0,0
2011-09-30,39,8354,0,0,0
2011-10-07,40,8131,0,0,0
2011-10-14,41,8180,0,0,0
2011-10-21,42,8055,0,0,0
2011-10-28,43,8514,0,0,0
2011-11-04,44,9001,0,0,0
2011-11-11,45,8456,0,0,0
2011-11-18,46,8735,0,0,0
2011-11-25,47,8535,0,0,0
2011-12-02,48,8602,0,0,0
2011-12-09,49,9202,0,0,0
2011-12-16,50,9703,0,0,0
2011-12-23,51,10436,0,0,0
2011-12-30,52,7896,0,0,0
2012-01-06,1,9831,0,0,0
2012-01-13,2,10601,0,0,0
2012-01-20,3,9739,0,0,0
2012-01-27,4,9659,0,0,0
2012-02-03,5,9516,0,0,0
2012-02-10,6,9652,0,0,0
2012-02-17,7,9886,0,0,0
2012-02-24,8,10433,0,0,0
