week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2000-01-07,1,0,1093,0,0
2000-01-14,2,0,970,0,0
2000-01-21,3,0,713,0,0
2000-01-28,4,0,657,0,0
2000-02-04,5,0,617,0,0
2000-02-11,6,0,558,0,0
2000-02-18,7,0,551,0,0
2000-02-25,8,0,545,0,0
2000-03-03,9,0,556,0,0
2000-03-10,10,0,527,0,0
2000-03-17,11,0,525,0,0
2000-03-24,12,0,478,0,0
2000-03-31,13,0,478,0,0
2000-04-07,14,0,529,0,0
2000-04-14,15,0,523,0,0
2000-04-21,16,0,519,0,0
2000-04-28,17,0,483,0,0
2000-05-05,18,0,488,0,0
2000-05-12,19,0,504,0,0
2000-05-19,20,0,514,0,0
2000-05-26,21,0,486,0,0
2000-06-02,22,0,490,0,0
2000-06-09,23,0,478,0,0
2000-06-16,24,0,510,0,0
2000-06-23,25,0,511,0,0
2000-06-30,26,0,483,0,0
2000-07-07,27,0,500,0,0
2000-07-14,28,0,477,0,0
2000-07-21,29,0,463,0,0
2000-07-28,30,0,474,0,0
2000-08-04,31,0,510,0,0
2000-08-11,32,0,495,0,0
2000-08-18,33,0,499,0,0
2000-08-25,34,0,523,0,0
2000-09-01,35,0,474,0,0
2000-09-08,36,0,485,0,0
2000-09-15,37,0,513,0,0
2000-09-22,38,0,489,0,0
2000-09-29,39,0,499,0,0
2000-10-06,40,0,494,0,0
2000-10-13,41,0,500,0,0
2000-10-20,42,0,487,0,0
2000-10-27,43,0,511,0,0
2000-11-03,44,0,567,0,0
2000-11-10,45,0,574,0,0
2000-11-17,46,0,558,0,0
2000-11-24,47,0,561,0,0
2000-12-01,48,0,562,0,0
2000-12-08,49,0,570,0,0
2000-12-15,50,0,580,0,0
2000-12-22,51,0,587,0,0
2000-12-29,52,0,639,0,0
2001-01-05,1,0,695,0,0
2001-01-12,2,0,608,0,0
2001-01-19,3,0,668,0,0
2001-01-26,4,0,626,0,0
2001-02-02,5,0,586,0,0
2001-02-09,6,0,615,0,0
2001-02-16,7,0,587,0,0
2001-02-23,8,0,586,0,0
2001-03-02,9,0,635,0,0
2001-03-09,10,0,591,0,0
2001-03-16,11,0,606,0,0
2001-03-23,12,0,563,0,0
2001-03-30,13,0,575,0,0
2001-04-06,14,0,522,0,0
2001-04-13,15,0,551,0,0
2001-04-20,16,0,496,0,0
2001-04-27,17,0,475,0,0
2001-05-04,18,0,547,0,0
2001-05-11,19,0,520,0,0
2001-05-18,20,0,531,0,0
2001-05-25,21,0,484,0,0
2001-06-01,22,0,482,0,0
2001-06-08,23,0,470,0,0
2001-06-15,24,0,562,0,0
2001-06-22,25,0,504,0,0
2001-06-29,26,0,530,0,0
2001-07-06,27,0,480,0,0
2001-07-13,28,0,483,0,0
2001-07-20,29,0,467,0,0
2001-07-27,30,0,500,0,0
2001-08-03,31,0,508,0,0
2001-08-10,32,0,507,0,0
2001-08-17,33,0,500,0,0
2001-08-24,34,0,520,0,0
2001-08-31,35,0,475,0,0
2001-09-07,36,0,476,0,0
2001-09-14,37,0,528,0,0
2001-09-21,38,0,533,0,0
2001-09-28,39,0,554,0,0
2001-10-05,40,0,502,0,0
2001-10-12,41,0,541,0,0
2001-10-19,42,0,480,0,0
