week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2000-01-07,1,0,1367,0,0
2000-01-14,2,0,1337,0,0
2000-01-21,3,0,1074,0,0
2000-01-28,4,0,1077,0,0
2000-02-04,5,0,937,0,0
2000-02-11,6,0,840,0,0
2000-02-18,7,0,828,0,0
2000-02-25,8,0,826,0,0
2000-03-03,9,0,867,0,0
2000-03-10,10,0,808,0,0
2000-03-17,11,0,811,0,0
2000-03-24,12,0,742,0,0
2000-03-31,13,0,808,0,0
2000-04-07,14,0,777,0,0
2000-04-14,15,0,820,0,0
2000-04-21,16,0,812,0,0
2000-04-28,17,0,805,0,0
2000-05-05,18,0,766,0,0
2000-05-12,19,0,780,0,0
2000-05-19,20,0,770,0,0
2000-05-26,21,0,767,0,0
2000-06-02,22,0,755,0,0
2000-06-09,23,0,772,0,0
2000-06-16,24,0,717,0,0
2000-06-23,25,0,758,0,0
2000-06-30,26,0,728,0,0
2000-07-07,27,0,758,0,0
2000-07-14,28,0,686,0,0
2000-07-21,29,0,735,0,0
2000-07-28,30,0,717,0,0
2000-08-04,31,0,731,0,0
2000-08-11,32,0,661,0,0
2000-08-18,33,0,731,0,0
2000-08-25,34,0,680,0,0
2000-09-01,35,0,667,0,0
2000-09-08,36,0,759,0,0
2000-09-15,37,0,689,0,0
2000-09-22,38,0,727,0,0
2000-09-29,39,0,728,0,0
2000-10-06,40,0,722,0,0
2000-10-13,41,0,826,0,0
2000-10-20,42,0,782,0,0
2000-10-27,43,0,728,0,0
2000-11-03,44,0,857,0,0
2000-11-10,45,0,856,0,0
2000-11-17,46,0,829,0,0
2000-11-24,47,0,831,0,0
2000-12-01,48,0,825,0,0
2000-12-08,49,0,827,0,0
2000-12-15,50,0,819,0,0
2000-12-22,51,0,898,0,0
2000-12-29,52,0,948,0,0
2001-01-05,1,0,950,0,0
2001-01-12,2,0,992,0,0
2001-01-19,3,0,966,0,0
2001-01-26,4,0,894,0,0
2001-02-02,5,0,891,0,0
2001-02-09,6,0,894,0,0
2001-02-16,7,0,864,0,0
2001-02-23,8,0,903,0,0
2001-03-02,9,0,918,0,0
2001-03-09,10,0,934,0,0
2001-03-16,11,0,906,0,0
2001-03-23,12,0,910,0,0
2001-03-30,13,0,834,0,0
2001-04-06,14,0,862,0,0
2001-04-13,15,0,846,0,0
2001-04-20,16,0,830,0,0
2001-04-27,17,0,841,0,0
2001-05-04,18,0,818,0,0
2001-05-11,19,0,790,0,0
2001-05-18,20,0,812,0,0
2001-05-25,21,0,800,0,0
2001-06-01,22,0,762,0,0
2001-06-08,23,0,770,0,0
2001-06-15,24,0,761,0,0
2001-06-22,25,0,678,0,0
2001-06-29,26,0,765,0,0
2001-07-06,27,0,798,0,0
2001-07-13,28,0,725,0,0
2001-07-20,29,0,745,0,0
2001-07-27,30,0,770,0,0
2001-08-03,31,0,748,0,0
2001-08-10,32,0,655,0,0
2001-08-17,33,0,751,0,0
2001-08-24,34,0,684,0,0
2001-08-31,35,0,730,0,0
2001-09-07,36,0,736,0,0
2001-09-14,37,0,751,0,0
2001-09-21,38,0,782,0,0
2001-09-28,39,0,795,0,0
2001-10-05,40,0,746,0,0
2001-10-12,41,0,780,0,0
2001-10-19,42,0,729,0,0
2001-10-26,43,0,741,0,0
2001-11-02,44,0,764,0,0
2001-11-09,45,0,788,0,0
2001-11-16,46,0,782,0,0
2001-11-23,47,0,800,0,0
2001-11-30,48,0,823,0,0
2001-12-07,49,0,828,0,0
2001-12-14,50,0,840,0,0
2001-12-21,51,0,925,0,0
2001-12-28,52,0,982,0,0
2002-01-04,1,0,1075,0,0
2002-01-11,2,0,1001,0,0
2002-01-18,3,0,1009,0,0
2002-01-25,4,0,995,0,0
2002-02-01,5,0,915,0,0
2002-02-08,6,0,911,0,0
2002-02-15,7,0,869,0,0
2002-02-22,8,0,851,0,0
2002-03-01,9,0,865,0,0
2002-03-08,10,0,897,0,0
2002-03-15,11,0,870,0,0
2002-03-22,12,0,899,0,0
2002-03-29,13,0,776,0,0
2002-04-05,14,0,786,0,0
2002-04-12,15,0,785,0,0
2002-04-19,16,0,829,0,0
2002-04-26,17,0,804,0,0
2002-05-03,18,0,802,0,0
2002-05-10,19,0,761,0,0
2002-05-17,20,0,831,0,0
2002-05-24,21,0,727,0,0
2002-05-31,22,0,726,0,0
2002-06-07,23,0,795,0,0
2002-06-14,24,0,776,0,0
2002-06-21,25,0,831,0,0
2002-06-28,26,0,762,0,0
2002-07-05,27,0,789,0,0
2002-07-12,28,0,781,0,0
2002-07-19,29,0,734,0,0
2002-07-26,30,0,800,0,0
2002-08-02,31,0,766,0,0
2002-08-09,32,0,755,0,0
2002-08-16,33,0,734,0,0
2002-08-23,34,0,708,0,0
2002-08-30,35,0,716,0,0
2002-09-06,36,0,655,0,0
2002-09-13,37,0,774,0,0
2002-09-20,38,0,741,0,0
2002-09-27,39,0,782,0,0
2002-10-04,40,0,783,0,0
2002-10-11,41,0,826,0,0
2002-10-18,42,0,808,0,0
2002-10-25,43,0,905,0,0
2002-11-01,44,0,816,0,0
2002-11-08,45,0,791,0,0
2002-11-15,46,0,875,0,0
2002-11-22,47,0,838,0,0
2002-11-29,48,0,828,0,0
2002-12-06,49,0,888,0,0
2002-12-13,50,0,856,0,0
2002-12-20,51,0,895,0,0
2002-12-27,52,0,1021,0,0
2003-01-03,1,0,997,0,0
2003-01-10,2,0,1056,0,0
2003-01-17,3,0,959,0,0
2003-01-24,4,0,870,0,0
2003-01-31,5,0,884,0,0
2003-02-07,6,0,934,0,0
2003-02-14,7,0,916,0,0
2003-02-21,8,0,894,0,0
2003-02-28,9,0,898,0,0
2003-03-07,10,0,960,0,0
2003-03-14,11,0,869,0,0
2003-03-21,12,0,872,0,0
2003-03-28,13,0,854,0,0
2003-04-04,14,0,843,0,0
2003-04-11,15,0,901,0,0
2003-04-18,16,0,864,0,0
2003-04-25,17,0,843,0,0
2003-05-02,18,0,849,0,0
2003-05-09,19,0,784,0,0
2003-05-16,20,0,788,0,0
2003-05-23,21,0,763,0,0
2003-05-30,22,0,805,0,0
2003-06-06,23,0,808,0,0
2003-06-13,24,0,792,0,0
2003-06-20,25,0,742,0,0
2003-06-27,26,0,732,0,0
2003-07-04,27,0,716,0,0
2003-07-11,28,0,823,0,0
2003-07-18,29,0,801,0,0
2003-07-25,30,0,761,0,0
2003-08-01,31,0,751,0,0
2003-08-08,32,0,826,0,0
2003-08-15,33,0,805,0,0
2003-08-22,34,0,707,0,0
2003-08-29,35,0,740,0,0
2003-09-05,36,0,794,0,0
2003-09-12,37,0,733,0,0
2003-09-19,38,0,734,0,0
2003-09-26,39,0,785,0,0
2003-10-03,40,0,774,0,0
2003-10-10,41,0,807,0,0
2003-10-17,42,0,794,0,0
2003-10-24,43,0,793,0,0
2003-10-31,44,0,852,0,0
2003-11-07,45,0,930,0,0
2003-11-14,46,0,919,0,0
2003-11-21,47,0,890,0,0
2003-11-28,48,0,873,0,0
2003-12-05,49,0,871,0,0
2003-12-12,50,0,908,0,0
2003-12-19,51,0,980,0,0
2003-12-26,52,0,1013,0,0
2004-01-02,1,0,1036,0,0
2004-01-09,2,0,1108,0,0
2004-01-16,3,0,1028,0,0
2004-01-23,4,0,982,0,0
2004-01-30,5,0,872,0,0
2004-02-06,6,0,845,0,0
2004-02-13,7,0,843,0,0
2004-02-20,8,0,779,0,0
2004-02-27,9,0,832,0,0
2004-03-05,10,0,854,0,0
2004-03-12,11,0,827,0,0
2004-03-19,12,0,846,0,0
2004-03-26,13,0,756,0,0
2004-04-02,14,0,796,0,0
2004-04-09,15,0,793,0,0
2004-04-16,16,0,802,0,0
2004-04-23,17,0,731,0,0
2004-04-30,18,0,759,0,0
2004-05-07,19,0,764,0,0
2004-05-14,20,0,715,0,0
2004-05-21,21,0,766,0,0
2004-05-28,22,0,793,0,0
2004-06-04,23,0,747,0,0
2004-06-11,24,0,761,0,0
2004-06-18,25,0,736,0,0
2004-06-25,26,0,734,0,0
2004-07-02,27,0,808,0,0
2004-07-09,28,0,728,0,0
2004-07-16,29,0,748,0,0
2004-07-23,30,0,739,0,0
