week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2010-01-08,1,1686,1587,0,0
2010-01-15,2,1772,1639,0,0
2010-01-22,3,1576,1505,0,0
2010-01-29,4,1495,1426,0,0
2010-02-05,5,1385,1420,0,0
2010-02-12,6,1402,1410,0,0
2010-02-19,7,1371,1356,0,0
2010-02-26,8,1363,1369,0,0
2010-03-05,9,1417,1338,0,0
2010-03-12,10,1390,1374,0,0
2010-03-19,11,1316,1324,0,0
2010-03-26,12,1292,1300,0,0
2010-04-02,13,1130,1299,0,0
2010-04-09,14,1357,1328,0,0
2010-04-16,15,1369,1246,0,0
2010-04-23,16,1328,1301,0,0
2010-04-30,17,1252,1258,0,0
2010-05-07,18,1150,1195,0,0
2010-05-14,19,1276,1223,0,0
2010-05-21,20,1248,1284,0,0
2010-05-28,21,1292,1218,0,0
2010-06-04,22,1145,1256,0,0
2010-06-11,23,1268,1152,0,0
2010-06-18,24,1118,1132,0,0
2010-06-25,25,1157,1194,0,0
2010-07-02,26,1236,1205,0,0
2010-07-09,27,1163,1146,0,0
2010-07-16,28,1153,1148,0,0
2010-07-23,29,1108,1092,0,0
2010-07-30,30,1155,1158,0,0
2010-08-06,31,1110,1142,0,0
2010-08-13,32,1138,1127,0,0
2010-08-20,33,1169,1238,0,0
2010-08-27,34,1187,1173,0,0
2010-09-03,35,1081,1238,0,0
2010-09-10,36,1313,1257,0,0
2010-09-17,37,1256,1185,0,0
2010-09-24,38,1137,1232,0,0
2010-10-01,39,1252,1241,0,0
2010-10-08,40,1265,1212,0,0
2010-10-15,41,1239,1246,0,0
2010-10-22,42,1206,1292,0,0
2010-10-29,43,1342,1350,0,0
2010-11-05,44,1370,1303,0,0
2010-11-12,45,1319,1351,0,0
2010-11-19,46,1306,1249,0,0
2010-11-26,47,1356,1342,0,0
2010-12-03,48,1343,1426,0,0
2010-12-10,49,1413,1499,0,0
2010-12-17,50,1509,1555,0,0
2010-12-24,51,1605,1646,0,0
2010-12-31,52,1408,1803,0,0
2011-01-07,1,1662,1709,0,0
2011-01-14,2,1797,1583,0,0
2011-01-21,3,1555,1403,0,0
