week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2011-01-28,4,1429,1370,0,0
2011-02-04,5,1366,1341,0,0
2011-02-11,6,1359,1368,0,0
2011-02-18,7,1343,1393,0,0
2011-02-25,8,1366,1290,0,0
2011-03-04,9,1329,1295,0,0
2011-03-11,10,1295,1298,0,0
2011-03-18,11,1279,1270,0,0
2011-03-25,12,1291,1353,0,0
2011-04-01,13,1322,1246,0,0
2011-04-08,14,1310,1292,0,0
2011-04-15,15,1305,1284,0,0
2011-04-22,16,1171,1282,0,0
2011-04-29,17,1104,1241,0,0
2011-05-06,18,1324,1227,0,0
2011-05-13,19,1328,1187,0,0
2011-05-20,20,1276,1263,0,0
2011-05-27,21,1302,1215,0,0
2011-06-03,22,1044,1194,0,0
2011-06-10,23,1250,1179,0,0
2011-06-17,24,1306,1216,0,0
2011-06-24,25,1142,1215,0,0
2011-07-01,26,1215,1173,0,0
2011-07-08,27,1215,1222,0,0
2011-07-15,28,1159,1116,0,0
2011-07-22,29,1139,1159,0,0
2011-07-29,30,1190,1184,0,0
2011-08-05,31,1235,1181,0,0
2011-08-12,32,1212,1203,0,0
2011-08-19,33,1146,1098,0,0
2011-08-26,34,1150,1131,0,0
2011-09-02,35,1092,1180,0,0
2011-09-09,36,1161,1151,0,0
2011-09-16,37,1121,1132,0,0
2011-09-23,38,1119,1166,0,0
2011-09-30,39,1229,1223,0,0
2011-10-07,40,1216,1191,0,0
2011-10-14,41,1169,1139,0,0
2011-10-21,42,1150,1247,0,0
2011-10-28,43,1267,1231,0,0
2011-11-04,44,1301,1307,0,0
2011-11-11,45,1244,1245,0,0
2011-11-18,46,1310,1309,0,0
2011-11-25,47,1238,1215,0,0
2011-12-02,48,1229,1344,0,0
2011-12-09,49,1360,1345,0,0
2011-12-16,50,1449,1437,0,0
2011-12-23,51,1518,1480,0,0
2011-12-30,52,1250,1485,0,0
2012-01-06,1,1442,1505,0,0
2012-01-13,2,1452,1399,0,0
2012-01-20,3,1429,1424,0,0
2012-01-27,4,1377,1368,0,0
2012-02-03,5,1382,1400,0,0
2012-02-10,6,1354,1400,0,0
2012-02-17,7,1430,1514,0,0
2012-02-24,8,1465,1427,0,0
2012-03-02,9,1417,1423,0,0
2012-03-09,10,1419,1388,0,0
2012-03-16,11,1300,1288,0,0
2012-03-23,12,1315,1318,0,0
2012-03-30,13,1363,1354,0,0
2012-04-06,14,1181,1371,0,0
2012-04-13,15,1445,1363,0,0
2012-04-20,16,1496,1370,0,0
2012-04-27,17,1306,1281,0,0
2012-05-04,18,1392,1326,0,0
2012-05-11,19,1255,1311,0,0
2012-05-18,20,1347,1265,0,0
2012-05-25,21,1383,1404,0,0
2012-06-01,22,1310,1267,0,0
2012-06-08,23,984,1197,0,0
2012-06-15,24,1360,1222,0,0
2012-06-22,25,1255,1191,0,0
2012-06-29,26,1203,1196,0,0
2012-07-06,27,1184,1177,0,0
2012-07-13,28,1218,1176,0,0
2012-07-20,29,1217,1199,0,0
2012-07-27,30,1204,1208,0,0
2012-08-03,31,1212,1210,0,0
2012-08-10,32,1215,1208,0,0
2012-08-17,33,1138,1162,0,0
2012-08-24,34,1211,1165,0,0
2012-08-31,35,1075,1175,0,0
2012-09-07,36,1233,1179,0,0
2012-09-14,37,1178,1183,0,0
2012-09-21,38,1268,1244,0,0
2012-09-28,39,1223,1231,0,0
2012-10-05,40,1299,1290,0,0
2012-10-12,41,1298,1299,0,0
2012-10-19,42,1277,1338,0,0
2012-10-26,43,1355,1293,0,0
2012-11-02,44,1348,1387,0,0
2012-11-09,45,1348,1322,0,0
2012-11-16,46,1370,1274,0,0
2012-11-23,47,1276,1244,0,0
2012-11-30,48,1236,1296,0,0
2012-12-07,49,1321,1419,0,0
2012-12-14,50,1330,1433,0,0
2012-12-21,51,1433,1563,0,0
2012-12-28,52,1174,1516,0,0
2013-01-04,1,1545,1627,0,0
2013-01-11,2,1650,1499,0,0
2013-01-18,3,1539,1573,0,0
2013-01-25,4,1571,1537,0,0
2013-02-01,5,1481,1509,0,0
2013-02-08,6,1533,1534,0,0
2013-02-15,7,1542,1549,0,0
2013-02-22,8,1522,1479,0,0
2013-03-01,9,1525,1607,0,0
2013-03-08,10,1568,1531,0,0
2013-03-15,11,1538,1575,0,0
2013-03-22,12,1534,1486,0,0
2013-03-29,13,1300,1507,0,0
2013-04-05,14,1531,1539,0,0
2013-04-12,15,1660,1562,0,0
2013-04-19,16,1524,1436,0,0
2013-04-26,17,1449,1358,0,0
2013-05-03,18,1347,1315,0,0
2013-05-10,19,1213,1255,0,0
2013-05-17,20,1295,1221,0,0
2013-05-24,21,1293,1249,0,0
2013-05-31,22,1176,1224,0,0
2013-06-07,23,1256,1180,0,0
2013-06-14,24,1206,1134,0,0
2013-06-21,25,1163,1180,0,0
2013-06-28,26,1150,1138,0,0
2013-07-05,27,1190,1164,0,0
2013-07-12,28,1212,1220,0,0
2013-07-19,29,1130,1134,0,0
2013-07-26,30,1173,1128,0,0
2013-08-02,31,1121,1153,0,0
2013-08-09,32,1123,1091,0,0
2013-08-16,33,1133,1157,0,0
2013-08-23,34,1171,1125,0,0
2013-08-30,35,1062,1184,0,0
2013-09-06,36,1209,1120,0,0
2013-09-13,37,1105,1123,0,0
2013-09-20,38,1145,1199,0,0
2013-09-27,39,1277,1253,0,0
2013-10-04,40,1251,1231,0,0
2013-10-11,41,1186,1203,0,0
2013-10-18,42,1231,1218,0,0
2013-10-25,43,1227,1271,0,0
2013-11-01,44,1258,1261,0,0
2013-11-08,45,1221,1192,0,0
2013-11-15,46,1301,1313,0,0
2013-11-22,47,1357,1314,0,0
2013-11-29,48,1319,1360,0,0
2013-12-06,49,1307,1305,0,0
2013-12-13,50,1426,1320,0,0
2013-12-20,51,1366,1333,0,0
2013-12-27,52,925,1412,0,0
2014-01-03,1,1581,1435,0,0
2014-01-10,2,1549,1401,0,0
2014-01-17,3,1520,1467,0,0
2014-01-24,4,1377,1345,0,0
2014-01-31,5,1385,1357,0,0
2014-02-07,6,1431,1398,0,0
2014-02-14,7,1453,1402,0,0
2014-02-21,8,1408,1445,0,0
2014-02-28,9,1428,1381,0,0
2014-03-07,10,1342,1305,0,0
2014-03-14,11,1400,1357,0,0
2014-03-21,12,1312,1299,0,0
2014-03-28,13,1352,1332,0,0
2014-04-04,14,1354,1348,0,0
2014-04-11,15,1279,1229,0,0
2014-04-18,16,1078,1240,0,0
2014-04-25,17,1348,1295,0,0
2014-05-02,18,1367,1236,0,0
2014-05-09,19,1163,1253,0,0
2014-05-16,20,1235,1173,0,0
2014-05-23,21,1276,1250,0,0
2014-05-30,22,1158,1230,0,0
2014-06-06,23,1263,1226,0,0
2014-06-13,24,1282,1250,0,0
2014-06-20,25,1241,1160,0,0
2014-06-27,26,1201,1180,0,0
2014-07-04,27,1189,1185,0,0
2014-07-11,28,1235,1217,0,0
2014-07-18,29,1242,1161,0,0
2014-07-25,30,1220,1205,0,0
2014-08-01,31,1176,1148,0,0
2014-08-08,32,1179,1147,0,0
2014-08-15,33,1174,1171,0,0
2014-08-22,34,1220,1187,0,0
2014-08-29,35,1149,1284,0,0
2014-09-05,36,1299,1238,0,0
2014-09-12,37,1229,1156,0,0
2014-09-19,38,1241,1211,0,0
2014-09-26,39,1171,1122,0,0
2014-10-03,40,1261,1221,0,0
2014-10-10,41,1187,1225,0,0
2014-10-17,42,1290,1276,0,0
2014-10-24,43,1259,1316,0,0
2014-10-31,44,1300,1246,0,0
2014-11-07,45,1290,1272,0,0
2014-11-14,46,1395,1364,0,0
2014-11-21,47,1261,1323,0,0
2014-11-28,48,1330,1316,0,0
2014-12-05,49,1443,1459,0,0
2014-12-12,50,1475,1492,0,0
2014-12-19,51,1591,1637,0,0
2014-12-26,52,1101,1759,0,0
2015-01-02,1,1718,1927,0,0
2015-01-09,2,2282,1978,0,0
2015-01-16,3,1968,1847,0,0
2015-01-23,4,1806,1729,0,0
2015-01-30,5,1669,1652,0,0
2015-02-06,6,1586,1526,0,0
2015-02-13,7,1608,1564,0,0
2015-02-20,8,1466,1502,0,0
2015-02-27,9,1466,1497,0,0
2015-03-06,10,1559,1474,0,0
2015-03-13,11,1462,1486,0,0
2015-03-20,12,1401,1373,0,0
2015-03-27,13,1392,1499,0,0
2015-04-03,14,1251,1427,0,0
2015-04-10,15,1384,1440,0,0
2015-04-17,16,1521,1373,0,0
2015-04-24,17,1405,1335,0,0
2015-05-01,18,1385,1315,0,0
2015-05-08,19,1166,1291,0,0
2015-05-15,20,1404,1293,0,0
2015-05-22,21,1367,1302,0,0
2015-05-29,22,1116,1235,0,0
2015-06-05,23,1337,1285,0,0
2015-06-12,24,1262,1241,0,0
2015-06-19,25,1248,1187,0,0
2015-06-26,26,1254,1247,0,0
2015-07-03,27,1293,1250,0,0
2015-07-10,28,1238,1186,0,0
2015-07-17,29,1127,1181,0,0
2015-07-24,30,1196,1194,0,0
2015-07-31,31,1195,1225,0,0
2015-08-07,32,1227,1255,0,0
2015-08-14,33,1250,1241,0,0
2015-08-21,34,1223,1224,0,0
2015-08-28,35,1262,1176,0,0
2015-09-04,36,1044,1145,0,0
2015-09-11,37,1262,1211,0,0
2015-09-18,38,1175,1230,0,0
2015-09-25,39,1267,1236,0,0
2015-10-02,40,1260,1240,0,0
2015-10-09,41,1283,1293,0,0
2015-10-16,42,1291,1202,0,0
2015-10-23,43,1276,1315,0,0
2015-10-30,44,1299,1359,0,0
2015-11-06,45,1409,1387,0,0
2015-11-13,46,1376,1260,0,0
2015-11-20,47,1317,1294,0,0
2015-11-27,48,1322,1376,0,0
2015-12-04,49,1425,1482,0,0
2015-12-11,50,1400,1429,0,0
2015-12-18,51,1526,1447,0,0
2015-12-25,52,1167,1427,0,0
2016-01-01,53,1074,1423,0,0
2016-01-08,1,1748,1557,0,0
2016-01-15,2,1532,1486,0,0
2016-01-22,3,1602,1591,0,0
2016-01-29,4,1516,1494,0,0
2016-02-05,5,1459,1395,0,0
2016-02-12,6,1466,1536,0,0
2016-02-19,7,1443,1469,0,0
2016-02-26,8,1497,1460,0,0
2016-03-04,9,1505,1490,0,0
2016-03-11,10,1525,1497,0,0
2016-03-18,11,1460,1464,0,0
2016-03-25,12,1331,1494,0,0
2016-04-01,13,1362,1415,0,0
2016-04-08,14,1514,1447,0,0
2016-04-15,15,1572,1517,0,0
2016-04-22,16,1470,1360,0,0
2016-04-29,17,1371,1373,0,0
2016-05-06,18,1280,1324,0,0
2016-05-13,19,1420,1398,0,0
2016-05-20,20,1327,1267,0,0
2016-05-27,21,1300,1203,0,0
2016-06-03,22,1138,1275,0,0
2016-06-10,23,1306,1273,0,0
2016-06-17,24,1252,1214,0,0
2016-06-24,25,1272,1219,0,0
2016-07-01,26,1157,1121,0,0
2016-07-08,27,1269,1296,0,0
2016-07-15,28,1242,1181,0,0
2016-07-22,29,1295,1399,0,0
2016-07-29,30,1223,1225,0,0
2016-08-05,31,1316,1247,0,0
2016-08-12,32,1244,1251,0,0
2016-08-19,33,1279,1315,0,0
2016-08-26,34,1250,1231,0,0
2016-09-02,35,1114,1191,0,0
2016-09-09,36,1312,1257,0,0
2016-09-16,37,1222,1221,0,0
2016-09-23,38,1230,1160,0,0
2016-09-30,39,1219,1259,0,0
2016-10-07,40,1331,1279,0,0
2016-10-14,41,1328,1333,0,0
2016-10-21,42,1322,1427,0,0
2016-10-28,43,1401,1371,0,0
2016-11-04,44,1351,1373,0,0
2016-11-11,45,1390,1466,0,0
2016-11-18,46,1513,1505,0,0
2016-11-25,47,1432,1462,0,0
2016-12-02,48,1491,1523,0,0
2016-12-09,49,1529,1523,0,0
2016-12-16,50,1444,1541,0,0
2016-12-23,51,1594,1531,0,0
2016-12-30,52,1087,1584,0,0
2017-01-06,1,1665,1708,0,0
2017-01-13,2,1840,1829,0,0
2017-01-20,3,1786,1688,0,0
2017-01-27,4,1666,1614,0,0
2017-02-03,5,1625,1594,0,0
2017-02-10,6,1566,1478,0,0
2017-02-17,7,1528,1591,0,0
2017-02-24,8,1519,1468,0,0
2017-03-03,9,1488,1467,0,0
2017-03-10,10,1464,1419,0,0
2017-03-17,11,1450,1372,0,0
2017-03-24,12,1364,1320,0,0
2017-03-31,13,1313,1353,0,0
2017-04-07,14,1373,1340,0,0
2017-04-14,15,1217,1343,0,0
2017-04-21,16,1362,1309,0,0
2017-04-28,17,1495,1391,0,0
2017-05-05,18,1279,1284,0,0
2017-05-12,19,1368,1291,0,0
2017-05-19,20,1329,1323,0,0
2017-05-26,21,1349,1363,0,0
2017-06-02,22,1208,1170,0,0
2017-06-09,23,1311,1229,0,0
2017-06-16,24,1272,1225,0,0
2017-06-23,25,1328,1299,0,0
2017-06-30,26,1174,1220,0,0
2017-07-07,27,1278,1203,0,0
2017-07-14,28,1225,1137,0,0
2017-07-21,29,1196,1193,0,0
2017-07-28,30,1174,1156,0,0
2017-08-04,31,1192,1197,0,0
2017-08-11,32,1171,1214,0,0
2017-08-18,33,1260,1262,0,0
2017-08-25,34,1299,1239,0,0
2017-09-01,35,1117,1168,0,0
2017-09-08,36,1307,1256,0,0
2017-09-15,37,1285,1253,0,0
2017-09-22,38,1221,1245,0,0
2017-09-29,39,1305,1357,0,0
2017-10-06,40,1289,1326,0,0
2017-10-13,41,1340,1316,0,0
2017-10-20,42,1359,1340,0,0
2017-10-27,43,1375,1376,0,0
2017-11-03,44,1356,1306,0,0
2017-11-10,45,1365,1287,0,0
2017-11-17,46,1381,1380,0,0
2017-11-24,47,1419,1430,0,0
2017-12-01,48,1453,1501,0,0
2017-12-08,49,1538,1561,0,0
2017-12-15,50,1509,1619,0,0
2017-12-22,51,1709,1628,0,0
2017-12-29,52,1194,1728,0,0
2018-01-05,1,1747,1989,0,0
2018-01-12,2,2113,1808,0,0
2018-01-19,3,1828,1879,0,0
2018-01-26,4,1855,1757,0,0
2018-02-02,5,1728,1696,0,0
2018-02-09,6,1615,1594,0,0
2018-02-16,7,1665,1700,0,0
2018-02-23,8,1677,1559,0,0
2018-03-02,9,1485,1658,0,0
2018-03-09,10,1690,1688,0,0
2018-03-16,11,1690,1616,0,0
2018-03-23,12,1516,1542,0,0
2018-03-30,13,1335,1534,0,0
2018-04-06,14,1470,1486,0,0
2018-04-13,15,1613,1379,0,0
2018-04-20,16,1456,1326,0,0
2018-04-27,17,1391,1265,0,0
2018-05-04,18,1347,1316,0,0
2018-05-11,19,1116,1234,0,0
2018-05-18,20,1390,1351,0,0
2018-05-25,21,1278,1193,0,0
2018-06-01,22,1142,1270,0,0
2018-06-08,23,1309,1169,0,0
2018-06-15,24,1167,1164,0,0
2018-06-22,25,1217,1197,0,0
2018-06-29,26,1214,1263,0,0
2018-07-06,27,1280,1247,0,0
2018-07-13,28,1239,1238,0,0
2018-07-20,29,1229,1206,0,0
2018-07-27,30,1219,1170,0,0
2018-08-03,31,1228,1162,0,0
2018-08-10,32,1231,1114,0,0
2018-08-17,33,1171,1196,0,0
2018-08-24,34,1134,1106,0,0
2018-08-31,35,1058,1165,0,0
2018-09-07,36,1152,1112,0,0
2018-09-14,37,1231,1222,0,0
2018-09-21,38,1226,1265,0,0
2018-09-28,39,1262,1237,0,0
2018-10-05,40,1302,1284,0,0
2018-10-12,41,1291,1261,0,0
2018-10-19,42,1274,1273,0,0
2018-10-26,43,1215,1239,0,0
2018-11-02,44,1330,1355,0,0
2018-11-09,45,1403,1448,0,0
2018-11-16,46,1408,1339,0,0
2018-11-23,47,1357,1315,0,0
2018-11-30,48,1330,1368,0,0
2018-12-07,49,1377,1400,0,0
2018-12-14,50,1422,1364,0,0
2018-12-21,51,1439,1414,0,0
2018-12-28,52,1020,1440,0,0
2019-01-04,1,1456,0,0,0
2019-01-11,2,1612,0,0,0
2019-01-18,3,1566,0,0,0
2019-01-25,4,1593,0,0,0
2019-02-01,5,1485,0,0,0
2019-02-08,6,1595,0,0,0
2019-02-15,7,1618,0,0,0
2019-02-22,8,1495,0,0,0
2019-03-01,9,1425,0,0,0
2019-03-08,10,1463,0,0,0
2019-03-15,11,1393,0,0,0
2019-03-22,12,1437,0,0,0
2019-03-29,13,1278,0,0,0
2019-04-05,14,1277,0,0,0
2019-04-12,15,1341,0,0,0
2019-04-19,16,1225,0,0,0
2019-04-26,17,1365,0,0,0
2019-05-03,18,1493,0,0,0
2019-05-10,19,1214,0,0,0
2019-05-17,20,1402,0,0,0
2019-05-24,21,1397,0,0,0
2019-05-31,22,1176,0,0,0
2019-06-07,23,1349,0,0,0
2019-06-14,24,1313,0,0,0
2019-06-21,25,1344,0,0,0
2019-06-28,26,1250,0,0,0
2019-07-05,27,1269,0,0,0
2019-07-12,28,1272,0,0,0
2019-07-19,29,1287,0,0,0
2019-07-26,30,1237,0,0,0
2019-08-02,31,1234,0,0,0
2019-08-09,32,1149,0,0,0
2019-08-16,33,1237,0,0,0
2019-08-23,34,1203,0,0,0
2019-08-30,35,1153,0,0,0
2019-09-06,36,1248,0,0,0
2019-09-13,37,1328,0,0,0
2019-09-20,38,1283,0,0,0
2019-09-27,39,1299,0,0,0
2019-10-04,40,1322,0,0,0
2019-10-11,41,1400,0,0,0
2019-10-18,42,1400,0,0,0
2019-10-25,43,1361,0,0,0
2019-11-01,44,1338,0,0,0
2019-11-08,45,1455,0,0,0
2019-11-15,46,1402,0,0,0
2019-11-22,47,1464,0,0,0
2019-11-29,48,1469,0,0,0
2019-12-06,49,1477,0,0,0
2019-12-13,50,1637,0,0,0
2019-12-20,51,1712,0,0,0
2019-12-27,52,1200,0,0,0
2020-01-03,1,1806,0,0,0
2020-01-10,2,1932,0,0,0
2020-01-17,3,1696,0,0,0
2020-01-24,4,1529,0,0,0
2020-01-31,5,1461,0,0,0
2020-02-07,6,1529,0,0,0
2020-02-14,7,1427,0,0,0
2020-02-21,8,1477,0,0,0
2020-02-28,9,1476,0,0,0
2020-03-06,10,1490,0,0,0
2020-03-13,11,1472,0,1,5
2020-03-20,12,1443,0,12,38
2020-03-27,13,1538,0,60,170
2020-04-03,14,2137,0,418,648
2020-04-10,15,2597,0,909,1120
2020-04-17,16,3195,0,1350,1350
2020-04-24,17,3109,0,1207,1104
2020-05-01,18,2503,0,910,793
2020-05-08,19,1790,0,597,666
2020-05-15,20,1992,0,620,479
2020-05-22,21,1636,0,394,366
2020-05-29,22,1337,0,282,302
2020-06-05,23,1478,0,250,218
2020-06-12,24,1374,0,196,185
2020-06-19,25,1234,0,134,137
2020-06-26,26,1300,0,120,112
2020-07-03,27,1225,0,100,77
2020-07-10,28,1154,0,62,62
2020-07-17,29,1159,0,47,44
2020-07-24,30,1197,0,39,39
2020-07-31,31,1272,0,32,29
2020-08-07,32,1211,0,33,36
2020-08-14,33,1304,0,33,30
2020-08-21,34,1269,0,33,29
2020-08-28,35,1148,0,34,32
2020-09-04,36,1057,0,13,14
2020-09-11,37,1229,0,30,34
2020-09-18,38,1287,0,39,48
2020-09-25,39,1271,0,60,69
2020-10-02,40,1301,0,106,132
2020-10-09,41,1367,0,153,174
2020-10-16,42,1553,0,229,271
2020-10-23,43,1714,0,325,400
2020-10-30,44,1754,0,445,523
2020-11-06,45,1900,0,568,594
2020-11-13,46,1950,0,615,627
2020-11-20,47,1935,0,629,579
2020-11-27,48,1791,0,546,527
2020-12-04,49,1679,0,458,450
2020-12-11,50,1691,0,426,394
2020-12-18,51,1718,0,379,382
2020-12-25,52,1463,0,343,414
2021-01-01,53,1346,0,359,452
2021-01-08,1,2090,0,608,551
2021-01-15,2,2112,0,731,720
