week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2000-01-07,1,0,2088,0,0
2000-01-14,2,0,1779,0,0
2000-01-21,3,0,1518,0,0
2000-01-28,4,0,1329,0,0
2000-02-04,5,0,1319,0,0
2000-02-11,6,0,1196,0,0
2000-02-18,7,0,1233,0,0
2000-02-25,8,0,1168,0,0
2000-03-03,9,0,1202,0,0
2000-03-10,10,0,1122,0,0
2000-03-17,11,0,1073,0,0
2000-03-24,12,0,1068,0,0
2000-03-31,13,0,1140,0,0
2000-04-07,14,0,1082,0,0
2000-04-14,15,0,1103,0,0
2000-04-21,16,0,1149,0,0
2000-04-28,17,0,1067,0,0
2000-05-05,18,0,1034,0,0
2000-05-12,19,0,1036,0,0
2000-05-19,20,0,1059,0,0
2000-05-26,21,0,988,0,0
2000-06-02,22,0,1051,0,0
2000-06-09,23,0,1019,0,0
2000-06-16,24,0,1046,0,0
2000-06-23,25,0,1101,0,0
2000-06-30,26,0,1009,0,0
2000-07-07,27,0,973,0,0
2000-07-14,28,0,1038,0,0
2000-07-21,29,0,1077,0,0
2000-07-28,30,0,1073,0,0
2000-08-04,31,0,1044,0,0
2000-08-11,32,0,1035,0,0
2000-08-18,33,0,967,0,0
2000-08-25,34,0,947,0,0
2000-09-01,35,0,973,0,0
2000-09-08,36,0,1014,0,0
2000-09-15,37,0,1005,0,0
2000-09-22,38,0,981,0,0
2000-09-29,39,0,1099,0,0
2000-10-06,40,0,1003,0,0
2000-10-13,41,0,1154,0,0
2000-10-20,42,0,1089,0,0
2000-10-27,43,0,1066,0,0
2000-11-03,44,0,1218,0,0
2000-11-10,45,0,1158,0,0
2000-11-17,46,0,1135,0,0
2000-11-24,47,0,1161,0,0
2000-12-01,48,0,1158,0,0
2000-12-08,49,0,1125,0,0
2000-12-15,50,0,1053,0,0
2000-12-22,51,0,1178,0,0
2000-12-29,52,0,1369,0,0
2001-01-05,1,0,1436,0,0
2001-01-12,2,0,1298,0,0
2001-01-19,3,0,1269,0,0
2001-01-26,4,0,1350,0,0
2001-02-02,5,0,1271,0,0
2001-02-09,6,0,1234,0,0
2001-02-16,7,0,1189,0,0
2001-02-23,8,0,1191,0,0
2001-03-02,9,0,1295,0,0
2001-03-09,10,0,1307,0,0
2001-03-16,11,0,1200,0,0
2001-03-23,12,0,1189,0,0
2001-03-30,13,0,1138,0,0
2001-04-06,14,0,1094,0,0
2001-04-13,15,0,1087,0,0
2001-04-20,16,0,1097,0,0
2001-04-27,17,0,1134,0,0
2001-05-04,18,0,1080,0,0
2001-05-11,19,0,1121,0,0
2001-05-18,20,0,1103,0,0
2001-05-25,21,0,1085,0,0
2001-06-01,22,0,1074,0,0
2001-06-08,23,0,985,0,0
2001-06-15,24,0,1040,0,0
2001-06-22,25,0,1044,0,0
2001-06-29,26,0,1129,0,0
2001-07-06,27,0,1094,0,0
2001-07-13,28,0,982,0,0
2001-07-20,29,0,924,0,0
2001-07-27,30,0,1079,0,0
2001-08-03,31,0,1124,0,0
2001-08-10,32,0,971,0,0
2001-08-17,33,0,1020,0,0
2001-08-24,34,0,1005,0,0
2001-08-31,35,0,1001,0,0
2001-09-07,36,0,971,0,0
2001-09-14,37,0,984,0,0
2001-09-21,38,0,1049,0,0
2001-09-28,39,0,1102,0,0
2001-10-05,40,0,1049,0,0
2001-10-12,41,0,1078,0,0
2001-10-19,42,0,1024,0,0
2001-10-26,43,0,1025,0,0
2001-11-02,44,0,1028,0,0
2001-11-09,45,0,1055,0,0
2001-11-16,46,0,1090,0,0
2001-11-23,47,0,1091,0,0
2001-11-30,48,0,1172,0,0
2001-12-07,49,0,1127,0,0
2001-12-14,50,0,1183,0,0
2001-12-21,51,0,1173,0,0
2001-12-28,52,0,1375,0,0
2002-01-04,1,0,1425,0,0
2002-01-11,2,0,1376,0,0
2002-01-18,3,0,1315,0,0
2002-01-25,4,0,1250,0,0
2002-02-01,5,0,1236,0,0
2002-02-08,6,0,1146,0,0
2002-02-15,7,0,1117,0,0
2002-02-22,8,0,1182,0,0
2002-03-01,9,0,1121,0,0
2002-03-08,10,0,1202,0,0
