week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2000-01-07,1,0,1987,0,0
2000-01-14,2,0,1595,0,0
2000-01-21,3,0,1360,0,0
2000-01-28,4,0,1275,0,0
2000-02-04,5,0,1134,0,0
2000-02-11,6,0,1070,0,0
2000-02-18,7,0,1081,0,0
2000-02-25,8,0,1051,0,0
2000-03-03,9,0,1084,0,0
2000-03-10,10,0,1073,0,0
2000-03-17,11,0,1029,0,0
2000-03-24,12,0,964,0,0
2000-03-31,13,0,1051,0,0
2000-04-07,14,0,965,0,0
2000-04-14,15,0,1036,0,0
2000-04-21,16,0,1050,0,0
2000-04-28,17,0,998,0,0
2000-05-05,18,0,975,0,0
2000-05-12,19,0,1031,0,0
2000-05-19,20,0,928,0,0
2000-05-26,21,0,954,0,0
2000-06-02,22,0,994,0,0
2000-06-09,23,0,933,0,0
2000-06-16,24,0,992,0,0
2000-06-23,25,0,1006,0,0
2000-06-30,26,0,905,0,0
2000-07-07,27,0,933,0,0
2000-07-14,28,0,975,0,0
2000-07-21,29,0,1017,0,0
2000-07-28,30,0,938,0,0
2000-08-04,31,0,982,0,0
2000-08-11,32,0,925,0,0
2000-08-18,33,0,913,0,0
2000-08-25,34,0,899,0,0
2000-09-01,35,0,943,0,0
2000-09-08,36,0,975,0,0
2000-09-15,37,0,900,0,0
2000-09-22,38,0,946,0,0
2000-09-29,39,0,887,0,0
2000-10-06,40,0,946,0,0
2000-10-13,41,0,1006,0,0
2000-10-20,42,0,1031,0,0
2000-10-27,43,0,984,0,0
2000-11-03,44,0,1015,0,0
2000-11-10,45,0,1086,0,0
2000-11-17,46,0,993,0,0
2000-11-24,47,0,1122,0,0
2000-12-01,48,0,1009,0,0
2000-12-08,49,0,1047,0,0
2000-12-15,50,0,1062,0,0
2000-12-22,51,0,1034,0,0
2000-12-29,52,0,1138,0,0
2001-01-05,1,0,1297,0,0
2001-01-12,2,0,1227,0,0
2001-01-19,3,0,1177,0,0
2001-01-26,4,0,1200,0,0
2001-02-02,5,0,1158,0,0
2001-02-09,6,0,1152,0,0
2001-02-16,7,0,1126,0,0
2001-02-23,8,0,1145,0,0
2001-03-02,9,0,1137,0,0
2001-03-09,10,0,1207,0,0
2001-03-16,11,0,1113,0,0
2001-03-23,12,0,1119,0,0
2001-03-30,13,0,1041,0,0
2001-04-06,14,0,1030,0,0
2001-04-13,15,0,1012,0,0
2001-04-20,16,0,1043,0,0
2001-04-27,17,0,1057,0,0
2001-05-04,18,0,1038,0,0
2001-05-11,19,0,972,0,0
2001-05-18,20,0,998,0,0
2001-05-25,21,0,952,0,0
2001-06-01,22,0,941,0,0
2001-06-08,23,0,934,0,0
2001-06-15,24,0,1081,0,0
2001-06-22,25,0,930,0,0
2001-06-29,26,0,1003,0,0
2001-07-06,27,0,1004,0,0
2001-07-13,28,0,907,0,0
2001-07-20,29,0,940,0,0
2001-07-27,30,0,945,0,0
2001-08-03,31,0,986,0,0
2001-08-10,32,0,944,0,0
2001-08-17,33,0,929,0,0
2001-08-24,34,0,917,0,0
2001-08-31,35,0,898,0,0
2001-09-07,36,0,918,0,0
2001-09-14,37,0,911,0,0
2001-09-21,38,0,985,0,0
2001-09-28,39,0,1024,0,0
2001-10-05,40,0,1015,0,0
2001-10-12,41,0,1004,0,0
2001-10-19,42,0,928,0,0
2001-10-26,43,0,973,0,0
2001-11-02,44,0,924,0,0
2001-11-09,45,0,972,0,0
2001-11-16,46,0,1017,0,0
