week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2000-01-07,1,0,2969,0,0
2000-01-14,2,0,2521,0,0
2000-01-21,3,0,2098,0,0
2000-01-28,4,0,1888,0,0
2000-02-04,5,0,1774,0,0
2000-02-11,6,0,1630,0,0
2000-02-18,7,0,1637,0,0
2000-02-25,8,0,1543,0,0
2000-03-03,9,0,1586,0,0
2000-03-10,10,0,1519,0,0
2000-03-17,11,0,1515,0,0
2000-03-24,12,0,1503,0,0
2000-03-31,13,0,1431,0,0
2000-04-07,14,0,1583,0,0
2000-04-14,15,0,1538,0,0
2000-04-21,16,0,1534,0,0
2000-04-28,17,0,1478,0,0
2000-05-05,18,0,1458,0,0
2000-05-12,19,0,1381,0,0
2000-05-19,20,0,1349,0,0
2000-05-26,21,0,1336,0,0
2000-06-02,22,0,1407,0,0
2000-06-09,23,0,1433,0,0
2000-06-16,24,0,1368,0,0
2000-06-23,25,0,1348,0,0
2000-06-30,26,0,1410,0,0
2000-07-07,27,0,1331,0,0
2000-07-14,28,0,1412,0,0
2000-07-21,29,0,1420,0,0
2000-07-28,30,0,1348,0,0
2000-08-04,31,0,1311,0,0
2000-08-11,32,0,1352,0,0
2000-08-18,33,0,1289,0,0
2000-08-25,34,0,1387,0,0
2000-09-01,35,0,1394,0,0
2000-09-08,36,0,1347,0,0
2000-09-15,37,0,1347,0,0
2000-09-22,38,0,1301,0,0
2000-09-29,39,0,1389,0,0
2000-10-06,40,0,1379,0,0
2000-10-13,41,0,1498,0,0
2000-10-20,42,0,1472,0,0
2000-10-27,43,0,1461,0,0
2000-11-03,44,0,1571,0,0
2000-11-10,45,0,1600,0,0
2000-11-17,46,0,1586,0,0
2000-11-24,47,0,1613,0,0
2000-12-01,48,0,1499,0,0
2000-12-08,49,0,1548,0,0
2000-12-15,50,0,1555,0,0
2000-12-22,51,0,1490,0,0
2000-12-29,52,0,1756,0,0
2001-01-05,1,0,1879,0,0
2001-01-12,2,0,1733,0,0
2001-01-19,3,0,1663,0,0
2001-01-26,4,0,1728,0,0
2001-02-02,5,0,1691,0,0
2001-02-09,6,0,1692,0,0
2001-02-16,7,0,1583,0,0
2001-02-23,8,0,1570,0,0
2001-03-02,9,0,1656,0,0
2001-03-09,10,0,1732,0,0
2001-03-16,11,0,1622,0,0
2001-03-23,12,0,1626,0,0
2001-03-30,13,0,1527,0,0
2001-04-06,14,0,1515,0,0
2001-04-13,15,0,1516,0,0
2001-04-20,16,0,1537,0,0
2001-04-27,17,0,1573,0,0
2001-05-04,18,0,1552,0,0
2001-05-11,19,0,1497,0,0
2001-05-18,20,0,1449,0,0
2001-05-25,21,0,1501,0,0
2001-06-01,22,0,1419,0,0
2001-06-08,23,0,1360,0,0
2001-06-15,24,0,1472,0,0
2001-06-22,25,0,1481,0,0
2001-06-29,26,0,1467,0,0
2001-07-06,27,0,1505,0,0
2001-07-13,28,0,1321,0,0
2001-07-20,29,0,1423,0,0
2001-07-27,30,0,1461,0,0
2001-08-03,31,0,1455,0,0
2001-08-10,32,0,1325,0,0
2001-08-17,33,0,1382,0,0
2001-08-24,34,0,1453,0,0
2001-08-31,35,0,1410,0,0
2001-09-07,36,0,1331,0,0
2001-09-14,37,0,1366,0,0
2001-09-21,38,0,1447,0,0
2001-09-28,39,0,1483,0,0
2001-10-05,40,0,1406,0,0
2001-10-12,41,0,1433,0,0
2001-10-19,42,0,1409,0,0
2001-10-26,43,0,1386,0,0
2001-11-02,44,0,1424,0,0
2001-11-09,45,0,1560,0,0
2001-11-16,46,0,1561,0,0
2001-11-23,47,0,1580,0,0
2001-11-30,48,0,1604,0,0
2001-12-07,49,0,1520,0,0
2001-12-14,50,0,1485,0,0
2001-12-21,51,0,1706,0,0
2001-12-28,52,0,1799,0,0
2002-01-04,1,0,1906,0,0
2002-01-11,2,0,2011,0,0
2002-01-18,3,0,1929,0,0
2002-01-25,4,0,1855,0,0
2002-02-01,5,0,1772,0,0
2002-02-08,6,0,1660,0,0
2002-02-15,7,0,1588,0,0
2002-02-22,8,0,1681,0,0
2002-03-01,9,0,1601,0,0
2002-03-08,10,0,1582,0,0
2002-03-15,11,0,1598,0,0
2002-03-22,12,0,1646,0,0
2002-03-29,13,0,1499,0,0
2002-04-05,14,0,1526,0,0
2002-04-12,15,0,1571,0,0
2002-04-19,16,0,1476,0,0
2002-04-26,17,0,1434,0,0
2002-05-03,18,0,1461,0,0
2002-05-10,19,0,1448,0,0
2002-05-17,20,0,1427,0,0
2002-05-24,21,0,1409,0,0
2002-05-31,22,0,1479,0,0
2002-06-07,23,0,1497,0,0
2002-06-14,24,0,1448,0,0
2002-06-21,25,0,1361,0,0
2002-06-28,26,0,1354,0,0
2002-07-05,27,0,1459,0,0
2002-07-12,28,0,1383,0,0
2002-07-19,29,0,1378,0,0
2002-07-26,30,0,1391,0,0
2002-08-02,31,0,1500,0,0
2002-08-09,32,0,1405,0,0
2002-08-16,33,0,1345,0,0
2002-08-23,34,0,1306,0,0
2002-08-30,35,0,1379,0,0
2002-09-06,36,0,1404,0,0
2002-09-13,37,0,1403,0,0
2002-09-20,38,0,1417,0,0
2002-09-27,39,0,1457,0,0
2002-10-04,40,0,1493,0,0
2002-10-11,41,0,1449,0,0
2002-10-18,42,0,1526,0,0
2002-10-25,43,0,1603,0,0
2002-11-01,44,0,1512,0,0
2002-11-08,45,0,1509,0,0
2002-11-15,46,0,1572,0,0
