week_ended,week_number,total_registrations,total_occurrences,covid_registrations,covid_occurrences
2010-01-08,1,1395,1257,0,0
2010-01-15,2,1354,1276,0,0
2010-01-22,3,1294,1177,0,0
2010-01-29,4,1150,1152,0,0
2010-02-05,5,1147,1135,0,0
2010-02-12,6,1070,1045,0,0
2010-02-19,7,1069,1111,0,0
2010-02-26,8,1098,1080,0,0
2010-03-05,9,1041,978,0,0
2010-03-12,10,1042,1054,0,0
2010-03-19,11,1015,996,0,0
2010-03-26,12,1066,1058,0,0
2010-04-02,13,921,1050,0,0
2010-04-09,14,991,972,0,0
2010-04-16,15,1056,974,0,0
2010-04-23,16,1019,974,0,0
2010-04-30,17,999,1011,0,0
2010-05-07,18,872,923,0,0
2010-05-14,19,1055,989,0,0
2010-05-21,20,965,945,0,0
2010-05-28,21,978,934,0,0
2010-06-04,22,831,892,0,0
2010-06-11,23,927,937,0,0
2010-06-18,24,988,883,0,0
2010-06-25,25,848,908,0,0
2010-07-02,26,939,941,0,0
2010-07-09,27,950,880,0,0
2010-07-16,28,862,872,0,0
2010-07-23,29,875,861,0,0
2010-07-30,30,873,911,0,0
2010-08-06,31,906,854,0,0
2010-08-13,32,874,925,0,0
2010-08-20,33,939,904,0,0
2010-08-27,34,938,944,0,0
2010-09-03,35,817,915,0,0
2010-09-10,36,992,893,0,0
2010-09-17,37,933,861,0,0
2010-09-24,38,930,994,0,0
2010-10-01,39,934,921,0,0
2010-10-08,40,937,963,0,0
2010-10-15,41,976,922,0,0
2010-10-22,42,942,990,0,0
2010-10-29,43,968,963,0,0
2010-11-05,44,992,976,0,0
2010-11-12,45,963,959,0,0
2010-11-19,46,1010,1015,0,0
2010-11-26,47,987,981,0,0
2010-12-03,48,1003,1090,0,0
2010-12-10,49,1170,1130,0,0
2010-12-17,50,1143,1155,0,0
2010-12-24,51,1157,1220,0,0
2010-12-31,52,924,1298,0,0
2011-01-07,1,1318,1392,0,0
2011-01-14,2,1428,1208,0,0
2011-01-21,3,1320,1118,0,0
2011-01-28,4,1093,1011,0,0
2011-02-04,5,1070,1065,0,0
2011-02-11,6,1042,1044,0,0
2011-02-18,7,1011,989,0,0
2011-02-25,8,972,1033,0,0
2011-03-04,9,999,936,0,0
2011-03-11,10,1051,1023,0,0
2011-03-18,11,1018,1030,0,0
2011-03-25,12,1062,989,0,0
2011-04-01,13,974,1003,0,0
2011-04-08,14,991,1025,0,0
2011-04-15,15,1010,924,0,0
2011-04-22,16,859,981,0,0
2011-04-29,17,845,999,0,0
2011-05-06,18,1069,994,0,0
2011-05-13,19,1128,941,0,0
2011-05-20,20,936,905,0,0
2011-05-27,21,942,927,0,0
2011-06-03,22,807,950,0,0
2011-06-10,23,1031,959,0,0
2011-06-17,24,982,970,0,0
2011-06-24,25,969,899,0,0
2011-07-01,26,899,884,0,0
2011-07-08,27,901,927,0,0
2011-07-15,28,857,871,0,0
2011-07-22,29,932,958,0,0
2011-07-29,30,932,921,0,0
2011-08-05,31,931,898,0,0
2011-08-12,32,900,879,0,0
2011-08-19,33,930,846,0,0
2011-08-26,34,915,917,0,0
2011-09-02,35,825,931,0,0
2011-09-09,36,950,880,0,0
2011-09-16,37,877,920,0,0
2011-09-23,38,942,918,0,0
2011-09-30,39,902,935,0,0
2011-10-07,40,923,886,0,0
2011-10-14,41,909,927,0,0
2011-10-21,42,935,939,0,0
2011-10-28,43,916,938,0,0
2011-11-04,44,1027,1041,0,0
2011-11-11,45,962,977,0,0
2011-11-18,46,987,999,0,0
2011-11-25,47,1013,996,0,0
2011-12-02,48,925,969,0,0
2011-12-09,49,991,1004,0,0
2011-12-16,50,1116,1168,0,0
2011-12-23,51,1179,1092,0,0
2011-12-30,52,870,1146,0,0
2012-01-06,1,1139,1190,0,0
2012-01-13,2,1177,1041,0,0
2012-01-20,3,1088,1107,0,0
2012-01-27,4,1095,1043,0,0
2012-02-03,5,1083,1103,0,0
2012-02-10,6,1116,1138,0,0
2012-02-17,7,1117,1184,0,0
2012-02-24,8,1148,1169,0,0
2012-03-02,9,1171,1115,0,0
2012-03-09,10,1089,1043,0,0
2012-03-16,11,1043,1021,0,0
2012-03-23,12,1052,1051,0,0
2012-03-30,13,1029,1036,0,0
2012-04-06,14,857,1052,0,0
2012-04-13,15,1030,1058,0,0
2012-04-20,16,1183,1026,0,0
2012-04-27,17,1092,1069,0,0
2012-05-04,18,1051,973,0,0
2012-05-11,19,909,1005,0,0
2012-05-18,20,1094,952,0,0
2012-05-25,21,1019,1032,0,0
2012-06-01,22,1051,1009,0,0
2012-06-08,23,733,942,0,0
2012-06-15,24,1090,945,0,0
2012-06-22,25,950,948,0,0
2012-06-29,26,955,919,0,0
2012-07-06,27,933,904,0,0
2012-07-13,28,973,987,0,0
2012-07-20,29,943,906,0,0
2012-07-27,30,946,980,0,0
2012-08-03,31,971,985,0,0
2012-08-10,32,968,935,0,0
2012-08-17,33,962,907,0,0
2012-08-24,34,936,907,0,0
2012-08-31,35,793,867,0,0
2012-09-07,36,974,950,0,0
2012-09-14,37,902,961,0,0
2012-09-21,38,997,972,0,0
2012-09-28,39,942,978,0,0
2012-10-05,40,997,1003,0,0
2012-10-12,41,1022,972,0,0
2012-10-19,42,1003,1031,0,0
2012-10-26,43,1001,927,0,0
2012-11-02,44,998,986,0,0
2012-11-09,45,998,1027,0,0
2012-11-16,46,1015,1066,0,0
2012-11-23,47,1074,1031,0,0
2012-11-30,48,1031,1019,0,0
2012-12-07,49,983,1040,0,0
2012-12-14,50,1048,1041,0,0
2012-12-21,51,1017,1190,0,0
2012-12-28,52,821,1139,0,0
2013-01-04,1,1174,1240,0,0
2013-01-11,2,1346,1217,0,0
2013-01-18,3,1149,1118,0,0
2013-01-25,4,1191,1207,0,0
2013-02-01,5,1211,1188,0,0
2013-02-08,6,1182,1102,0,0
2013-02-15,7,1146,1196,0,0
2013-02-22,8,1159,1146,0,0
2013-03-01,9,1155,1182,0,0
2013-03-08,10,1198,1279,0,0
2013-03-15,11,1286,1183,0,0
2013-03-22,12,1195,1292,0,0
2013-03-29,13,1022,1211,0,0
2013-04-05,14,1169,1232,0,0
2013-04-12,15,1320,1222,0,0
2013-04-19,16,1322,1200,0,0
2013-04-26,17,1159,1076,0,0
2013-05-03,18,1094,1056,0,0
2013-05-10,19,942,1001,0,0
2013-05-17,20,1068,994,0,0
2013-05-24,21,1020,990,0,0
2013-05-31,22,856,963,0,0
2013-06-07,23,961,903,0,0
2013-06-14,24,975,942,0,0
2013-06-21,25,947,926,0,0
2013-06-28,26,906,888,0,0
2013-07-05,27,926,892,0,0
2013-07-12,28,914,965,0,0
2013-07-19,29,958,961,0,0
2013-07-26,30,922,890,0,0
2013-08-02,31,853,864,0,0
2013-08-09,32,911,911,0,0
2013-08-16,33,904,881,0,0
2013-08-23,34,909,878,0,0
2013-08-30,35,808,929,0,0
2013-09-06,36,1003,912,0,0
2013-09-13,37,888,915,0,0
2013-09-20,38,953,912,0,0
2013-09-27,39,960,944,0,0
2013-10-04,40,972,1004,0,0
2013-10-11,41,971,914,0,0
2013-10-18,42,987,1000,0,0
2013-10-25,43,1007,950,0,0
2013-11-01,44,977,1041,0,0
2013-11-08,45,1052,966,0,0
2013-11-15,46,1044,993,0,0
2013-11-22,47,1020,995,0,0
2013-11-29,48,1054,1096,0,0
2013-12-06,49,1102,1088,0,0
2013-12-13,50,1126,1072,0,0
2013-12-20,51,1101,1051,0,0
2013-12-27,52,692,1112,0,0
2014-01-03,1,1208,1119,0,0
2014-01-10,2,1187,1086,0,0
2014-01-17,3,1235,1129,0,0
2014-01-24,4,1118,1068,0,0
2014-01-31,5,1053,1025,0,0
2014-02-07,6,1055,1100,0,0
2014-02-14,7,1095,1111,0,0
2014-02-21,8,1128,1094,0,0
2014-02-28,9,1071,1022,0,0
2014-03-07,10,1026,1059,0,0
